Name	Description	p-value	q-value	pheontype	genes
 GO:0030049	muscle filament sliding	8.07e-19	8.07e-19	1	TNNC2,MYH2,TNNT3,TNNI2,MYL1,NEB,MYBPC1,TPM1,TPM3,TPM4,MYL6B,TPM2,ACTN2,MYBPC2,MYH7,TNNT1,MYH3,MYL2,TNNI3,MYH8,MYBPC3,TTN,MYL3,TCAP,MYH6,DMD,ACTN3,MYH4
 REAC:390522	Striated Muscle Contraction	2.45e-15	2.45e-15	1	TNNC2,TNNT3,TNNI2,TMOD4,MYL1,NEB,MYBPC1,ACTN2,MYBPC2,TNNT1,MYH3,MYL2,TNNI3,MYH8,MYBPC3,TTN,MYL3,TCAP,MYH6,DMD,ACTN3,TNNC1,TNNT2,TMOD1,TNNI1,MYL4
 GO:0072359	circulatory system development	4.27e-07	4.27e-07	1	APOH,PCSK5,CBY1,JAG1,CAV1,HSPB1,COL1A1,TGFBI,PTGIS,SMO,LAMA5,LOXL2,TPM1,S100A7,CRB2,NOTCH1,PDPN,HIPK1,CRELD1,COL1A2,FBN1,GREM1,ANGPTL4,EFNA1,SGCD,COL4A1,PKP2,NEBL,MYH7,SGCG,ATP5B,MYL2,SOX4,TNNI3,MYBPC3,CDH13,ANKRD1,TTN,MYL3,TCAP,NDUFV2,SGCZ,RYR1,MYH6,RYR2,NOX1,CALCRL,CEACAM1,ANGPT2,NRP1,CTSH,RASIP1,CAV1,FOLR1,HRG,EFNB2,FLRT3,LAMA5,FGF2,ANXA3,ENPEP,CCDC39,CXCL13,BMPER,KRT1,S1PR1,CHD7,MMRN2,ANXA2,CLDN5,CIB1,TMPRSS6,EMP2,AQP1,LRP6,TBX5,HOXA5,HSPB1,NPHP3,FGF12,TNNC1,TNNT2,TEK,HOXA7,OBSL1,BMP4,CSRP3,LECT1,ALPK3,PLCE1,MYLK3,ERBB2,SORBS2,GHRL,RNF207,LRP5,PDLIM5,CITED2,TBX20,TMEM65,SLC8A1,RBM20,CRIP1,GJA5
 GO:0072358	cardiovascular system development	4.27e-07	4.27e-07	1	APOH,PCSK5,CBY1,JAG1,CAV1,HSPB1,COL1A1,TGFBI,PTGIS,SMO,LAMA5,LOXL2,TPM1,S100A7,CRB2,NOTCH1,PDPN,HIPK1,CRELD1,COL1A2,FBN1,GREM1,ANGPTL4,EFNA1,SGCD,COL4A1,PKP2,NEBL,MYH7,SGCG,ATP5B,MYL2,SOX4,TNNI3,MYBPC3,CDH13,ANKRD1,TTN,MYL3,TCAP,NDUFV2,SGCZ,RYR1,MYH6,RYR2,NOX1,CALCRL,CEACAM1,ANGPT2,NRP1,CTSH,RASIP1,CAV1,FOLR1,HRG,EFNB2,FLRT3,LAMA5,FGF2,ANXA3,ENPEP,CCDC39,CXCL13,BMPER,KRT1,S1PR1,CHD7,MMRN2,ANXA2,CLDN5,CIB1,TMPRSS6,EMP2,AQP1,LRP6,TBX5,HOXA5,HSPB1,NPHP3,FGF12,TNNC1,TNNT2,TEK,HOXA7,OBSL1,BMP4,CSRP3,LECT1,ALPK3,PLCE1,MYLK3,ERBB2,SORBS2,GHRL,RNF207,LRP5,PDLIM5,CITED2,TBX20,TMEM65,SLC8A1,RBM20,CRIP1,GJA5
 GO:0002253	activation of immune response	1.44e-11	1.44e-11	1	CFH,CAV1,C7,NR4A3,C4BPA,C4BPB,C3,CFP,MASP1,IGLL1,CFHR5,C1QC,C1R,C1QB,A2M,C1S,CFD,MYO1C,HSPA1B,HSPA1A,CFI,C4B,CFHR1,C4A,IGLL5,PGLYRP1,MARCO,ABL1,CAV1,FCN3,SERPING1,LY96,KRT1,A2M,JUN,DMBT1,HLA-DRB1,CD55,HLA-DQA1,CFD,MYO1C,HLA-DRB5,HLA-DRA,HLA-DPB1,HLA-DPA1,HLA-DQB2,HLA-DQA2,FGR,CFH,C8B,C6,CYBA,CASP8,ICAM3,FCN1,IRAK3,SPG21,NLRC4,HCK,TLR8,PYCARD,C5,UNC93B1,CLEC4A,MAPK14,GPLD1,C4BPB,CFP,TLR2,DUSP6,FCN3,SERPING1,FCGR1A,ADAM8,C8A,C1R,ITGB2,FCN2,PGLYRP2,CTSS,PRKCD,C2,CLEC4D,CD300A,ITGAM,FOS,CD14,TLR1,C8G,C1S,TMEM173,CARD9,C5AR1,CR1,CFI,C4B,NFAM1,TICAM2,CFB,C4A,FGR,CD38,CDC42,ACTB,LAT2,BAX,PSME1,TAB1,PSME2,NFATC2,NFKBIB,PIK3R2,ARPC3,CLEC4A,ZAP70,TICAM1,RIPK3,ARPC1B,NFATC1,RFTN1,PTPN22,BLK,ACTR2,FCER1G,ITGB2,CTSS,CD300A,FADD,ITGAM,PIK3CD,ACTG1,CD247,FCGR3A,TRIM15,TLR9,ARPC4
 GO:0002443	leukocyte mediated immunity	0.000296	0.000296	1	JAG1,NR4A3,C4BPA,C4BPB,IGLL1,ADAM17,C1QC,C1R,IL6R,FZD5,C1QB,C1S,IGLL5,SLC11A1,ICAM1,STX4,CTSH,ANXA3,CD8A,ACE,TNFSF13,AZU1,LAMP1,HLA-DRB1,CD55,EMP2,FGR,GZMB,CORO1A,ZAP70,RIPK3,RFTN1,KLRD1,FCER1G,SLAMF6,KIR3DL1,CD300A,FADD,PIK3CD,SH2D1B,KLRC2,HLA-B
 GO:1903035	negative regulation of response to wounding	1.26e-07	1.26e-07	1	F11,APOH,PLAT,KNG1,PLG,PTGIS,F12,KLKB1,F2,HRG,APOA1,APCS,FGF2,KRT1,SAA1,TMPRSS6,ELANE,PLAUR,CPB2,F11,APOH,MEFV,KNG1,HRG,APOA1,PLG,APOE,F12,KLF4,NLRP3,PRKCD,KLKB1,SERPINF2,F2,ELANE
 GO:0002526	acute inflammatory response	1.68e-14	1.68e-14	1	CFH,ITIH4,VNN1,C7,C4BPA,C4BPB,C3,CFP,MASP1,F12,IL6R,KLKB1,A2M,CFI,C4B,C4A,APOL2,APCS,SERPING1,SAA1,A2M,CD55,ELANE,CFH,C8B,C6,ITIH4,C5,C4BPB,CFP,F12,AHSG,SERPING1,ADAM8,C8A,NLRP3,KLKB1,C2,CEBPB,C8G,ELANE,CR1,CFI,C4B,CFB,C4A
 GO:0006959	humoral immune response	3.53e-15	3.53e-15	1	CFH,C7,C4BPA,C4BPB,C3,CFP,MASP1,IGLL1,IGJ,CFHR5,C1QC,C1R,DEFA4,C1QB,A2M,C1S,CFD,CFI,DEFA1,C4B,DEFA3,DEFA1B,CFHR1,C4A,IGLL5,SLPI,FCN3,SERPING1,CXCL13,KRT1,AZU1,A2M,DMBT1,HLA-DRB1,CD55,CFD,DEFA1,DEFA3,DEFA1B,CFH,C8B,C6,FCN1,C5,BST1,C4BPB,CFP,FCN3,SERPING1,C8A,C1R,FCN2,C2,AZU1,C8G,C1S,CR1,CFI,C4B,CFB,C4A
 GO:0006897	endocytosis	1.08e-06	1.08e-06	1	TF,CAV1,AMBP,COL1A1,COLEC11,C4BPA,C4BPB,C3,MASP1,IGLL1,COL1A2,FOLR2,GREM1,SCARA5,CD163,SSC5D,GAS6,COL4A1,MYO1C,LPA,TGM2,C4B,C4A,IGLL5,HP,HPR,SLC11A1,MARCO,CALCRL,APOB,ABL1,CAV2,CAV1,HPX,FOLR1,APOC3,APOA1,RAB17,SFTPD,ANXA3,FCN3,ALOX15,AZU1,SAA1,ANXA2,DMBT1,PRTN3,ELANE,MYO1C,LPA,HP,MRC1,HPR,STAB1,ABCA7,NEDD4,PICALM,RAB21,LRP2,CDC7,SERPINE1,APOA5,CANX,ANXA1,RAB1A,ANXA3,CLTC,CCBP2,EGFR,VLDLR,FCGR1A,DAB2,LRPAP1,ARF6,HSP90B1,RAB4B,LMAN2,CALR,ANXA2,HBA2,TGM2,HBA1,HBB,FGR,SELE,SLC11A1,CYBA,RAB27A,APOB,FCN1,TOM1,HCK,PYCARD,CEACAM4,AMBP,APOC3,SNX17,APOA1,C4BPB,CD93,APOE,APOC1,CD63,TOR1A,ARRB2,FCN3,AHSG,FCGR1A,ITGB2,FCN2,PRKCD,C2,CD300A,CD14,AZU1,CXCR2,APOBR,LRRK2,PRTN3,ELANE,AIF1,C4B,APOC2,C4A
 GO:0006898	receptor-mediated endocytosis	2.08e-05	2.08e-05	1	TF,CAV1,AMBP,COL1A1,COLEC11,MASP1,COL1A2,FOLR2,GREM1,SCARA5,CD163,SSC5D,COL4A1,LPA,HP,HPR,MARCO,CALCRL,APOB,CAV2,CAV1,HPX,FOLR1,APOC3,APOA1,SFTPD,SAA1,ANXA2,DMBT1,LPA,HP,MRC1,HPR,STAB1,NEDD4,PICALM,RAB21,SERPINE1,APOA5,CANX,CLTC,CCBP2,EGFR,VLDLR,DAB2,LRPAP1,ARF6,HSP90B1,CALR,ANXA2,HBA2,HBA1,HBB
 GO:0016485	protein processing	2.16e-12	2.16e-12	1	CFH,F11,APOH,PCSK5,PLAT,C7,C4BPA,C4BPB,C3,CFP,MASP1,F12,KLKB1,A2M,TMPRSS2,CFI,C4B,C4A,PCSK5,LGMN,LHB,CGB,TNFSF10,ACE2,CGA,AGT,ENPEP,XDH,ACE,MFI2,RET,ANPEP,KLK6,EIF2AK3,BOK,TMPRSS2,CGB5,CGB7,MME,CGB8,CFH,C8B,C6,CASP8,F11,NLRC4,APOH,PYCARD,C5,CPN1,APAF1,C4BPB,ATG4C,CFP,F12,AGT,CASP1,S100A8,SERPING1,ADAM8,C8A,NCSTN,CTSS,S100A9,CLEC3B,KLKB1,C2,SERPINF2,CD14,AZU1,RCE1,C8G,LRRK2,CR1,CFI,C4B,TICAM2,CFB,C4A
 GO:0009617	response to bacterium	1.66e-06	1.66e-06	1	CD40,CAV1,CFP,IGLL1,IGJ,S100A7,ADAM17,IL6R,FZD5,DEFA4,SSC5D,PLA2G2A,DEFA1,C4B,DEFA3,DEFA1B,IGLL5,PGLYRP1,SLC11A1,CAV1,SLPI,SFTPD,ANXA3,LY96,CXCL13,AZU1,JUN,DMBT1,HLA-DRB1,CD55,ELANE,DEFA1,DEFA3,DEFA1B,FGR,SELE,SLC11A1,CYBA,IRAK3,NLRC4,HCK,PYCARD,MAPK14,CFP,IRF5,LILRB2,TLR2,S100A8,LYST,CD1D,FCN2,PGLYRP2,NLRP3,S100A9,S100A12,PRKCD,LALBA,ADAM9,LGALS9,CD14,CEBPB,AZU1,TLR1,ELANE,C4B,TICAM2
 GO:0042742	defense response to bacterium	0.000386	0.000386	1	CFP,IGLL1,IGJ,S100A7,ADAM17,IL6R,DEFA4,PLA2G2A,DEFA1,DEFA3,DEFA1B,IGLL5,PGLYRP1,SLC11A1,SLPI,SFTPD,ANXA3,CXCL13,AZU1,DMBT1,ELANE,DEFA1,DEFA3,DEFA1B,FGR,SLC11A1,CYBA,NLRC4,PYCARD,CFP,TLR2,S100A8,LYST,FCN2,PGLYRP2,S100A9,S100A12,PRKCD,LALBA,CEBPB,AZU1,ELANE
 GO:0061045	negative regulation of wound healing	1.34e-07	1.34e-07	1	F11,APOH,PLAT,KNG1,PLG,F12,KLKB1,F2,SERPINE1,PHLDB2,NOS3,FGG,FGA,FGB,SERPINB2,PLAUR,CPB2,F11,APOH,KNG1,HRG,PLG,APOE,F12,PRKCD,KLKB1,SERPINF2,F2
 GO:0050819	negative regulation of coagulation	2.9e-08	2.9e-08	1	F11,APOH,PLAT,KNG1,PLG,F12,KLKB1,F2,PROCR,SERPINE1,NOS3,FGG,FGA,FGB,SERPINB2,PLAUR,CPB2,F11,APOH,KNG1,HRG,PLG,APOE,F12,PRKCD,KLKB1,SERPINF2,F2
 GO:0009887	organ morphogenesis	0.00094	0.00094	1	JAG1,AXIN1,CAV1,LFNG,COL1A1,EFEMP1,BHLHE41,SMO,COL5A1,FGF7,TPM1,CRB2,NOTCH1,COL1A2,FBN1,GREM1,NPNT,EFNA1,RFNG,COL5A2,PKP2,MYH7,ABLIM1,MYL2,SOX4,TNNI3,MYBPC3,ANKRD1,TTN,MYL3,TCAP,RYR1,POU3F4,MYH6,RYR2,LRP6,TBX5,SIX4,COL9A1,NPHP3,TNNC1,TNNT2,TEK,TBX4,BMP4,NKX2-1,RNF207,DVL3,LRP5,CITED2,TBX20,TOPORS,CRIP1,GJA5
 GO:0010769	regulation of cell morphogenesis involved in differentiation	1.15e-16	1.15e-16	1	NTN1,SEMA3C,FBLN1,COL1A1,SKIL,CRB2,NOTCH1,GREM1,EFNA1,CDK5R1,SLIT3,FLNA,MYOC,EPHA3,SEMA3C,FBLN1,TRIOBP,OLFM4,KANK1,GLIPR2,FOXA1,TGFB1I1,PHLDB2,SLIT2,LRP8,MFI2,LIMS1,SSH3,S100A10,CUX1,SARM1,EPHA3,NEDD4,CDC42,CLASP1,PLXNA2,MT3,MEGF8,PLXNA1,RTN4,BCL11A,MACF1,RNF6,YWHAH,FGF13,PLXNA3,PLXNC1,SEMA6D,LRRC4C,PTPRO,PTPRD,TNIK,ISLR2,SEMA4C,RAC3,LINGO1,ROBO1,CFL1,EPHB3,ROBO2,KIAA1598,DCC,L1CAM,GDI1,PLXNA4
 GO:0022617	extracellular matrix disassembly	2.71e-15	2.71e-15	1	COL1A1,NID1,SPP1,PLG,COL5A1,LAMA5,MMP7,HSPG2,ADAM17,MMP16,KLKB1,COL1A2,FBN1,TPSAB1,A2M,COL4A1,MMP1,COL4A6,COL5A2,COL19A1,COL4A2,CTSL2,MMP7,MMP20,CTSK,CTSB,COL4A3,COL18A1,COL4A1,DPP4,ELN,LAMA3,LAMC2,COL5A3,COL4A4,MMP9,HPN,LAMA5,LAMC1,COL8A1,TPSAB1,COL6A5,A2M,LAMB3,ELANE,COL6A6,DCN,TIMP2,CDH1,COL11A1,FAP,MMP2,LAMB1,COL10A1,COL5A1,COL8A1,ADAMTS4,COL3A1,CTRB1,CTRB2,COL8A2,COL4A5,PRSS1,MMP12,PRSS2,CDH1,LAMA3,LAMC2,COL17A1,MMP2,TIMP1,COL7A1,NID1,MMP7,FURIN,COL6A1,COL6A2,HSPG2,ADAM17,COL6A3,MFI2,MMP10,KLK2,LAMB3,COL4A6,COL23A1,COL5A3,LAMB1,CMA1,CTSG,FN1,NID1,LAMC1,COL6A1,COL6A2,HSPG2,COL6A3,FBN1,COL3A1,COL14A1,COL5A2,COL15A1
 GO:0030168	platelet activation	0.0027	0.0027	1	TF,CD40,HSPB1,COL1A1,VWF,KNG1,PLG,COL1A2,A2M,F2,GAS6,FLNA,CFD,HGF,HSPA5,ABHD12,SERPINE1,FN1,F13A1,CALU,DAGLB,NOS3,IGF2,FGG,FGA,FGB,RAP2B,F5,GP1BB,HBB,ITGA2B,ACTB,APBB1IP,GP6,BRPF3,ZAP70,PLEK,RAC2,MMRN1,FCER1G,TREML1,PPBP,PF4,PIK3CD,SELP,GP5,ACTG1,GP1BA,CLIC1,ITGB3
 GO:0044236	multicellular organism metabolic process	1.96e-06	1.96e-06	1	COL1A1,COL5A1,MMP7,ADAM17,IL6R,COL1A2,F2,COL4A1,MMP1,COL4A6,COL5A2,COL19A1,COL4A2,MMP7,MMP20,ENPEP,CTSK,ACE,CTSB,COL4A3,COL18A1,COL4A1,COL5A3,COL4A4,MMP9,ENPEP,COL8A1,ACE,MFAP4,COL6A5,ELANE,COL6A6,COL11A1,FAP,MMP2,COL10A1,COL5A1,COL8A1,COL3A1,PLA2G1B,COL8A2,COL4A5,MMP12,PRSS2,COL17A1,MMP2,COL7A1,MMP7,FURIN,COL6A1,COL6A2,ITGB1,ADAM17,COL6A3,MMP10,COL4A6,COL23A1,COL5A3,COL6A1,COL6A2,COL6A3,COL3A1,COL14A1,COL5A2,COL15A1
 GO:0044243	multicellular organism catabolic process	1.39e-07	1.39e-07	1	COL1A1,COL5A1,MMP7,ADAM17,COL1A2,COL4A1,MMP1,COL4A6,COL5A2,COL19A1,COL4A2,MMP7,MMP20,ENPEP,CTSK,ACE,CTSB,COL4A3,COL18A1,COL4A1,COL5A3,COL4A4,MMP9,ENPEP,COL8A1,ACE,COL6A5,ELANE,COL6A6,COL11A1,FAP,MMP2,COL10A1,COL5A1,COL8A1,COL3A1,PLA2G1B,COL8A2,COL4A5,MMP12,PRSS2,COL17A1,MMP2,COL7A1,MMP7,FURIN,COL6A1,COL6A2,ITGB1,ADAM17,COL6A3,MMP10,COL4A6,COL23A1,COL5A3,COL6A1,COL6A2,COL6A3,COL3A1,COL14A1,COL5A2,COL15A1
 GO:0044259	multicellular organismal macromolecule metabolic process	1.26e-06	1.26e-06	1	COL1A1,COL5A1,MMP7,ADAM17,IL6R,COL1A2,F2,COL4A1,MMP1,COL4A6,COL5A2,COL19A1,COL4A2,MMP7,MMP20,ENPEP,CTSK,ACE,CTSB,COL4A3,COL18A1,COL4A1,COL5A3,COL4A4,MMP9,ENPEP,COL8A1,ACE,MFAP4,COL6A5,ELANE,COL6A6,COL11A1,FAP,MMP2,COL10A1,COL5A1,COL8A1,COL3A1,COL8A2,COL4A5,MMP12,PRSS2,COL17A1,MMP2,COL7A1,MMP7,FURIN,COL6A1,COL6A2,ITGB1,ADAM17,COL6A3,MMP10,COL4A6,COL23A1,COL5A3,COL6A1,COL6A2,COL6A3,COL3A1,COL14A1,COL5A2,COL15A1
 GO:0032963	collagen metabolic process	8.64e-07	8.64e-07	1	COL1A1,COL5A1,MMP7,ADAM17,IL6R,COL1A2,F2,COL4A1,MMP1,COL4A6,COL5A2,COL19A1,COL4A2,MMP7,MMP20,CTSK,CTSB,COL4A3,COL18A1,COL4A1,COL5A3,COL4A4,MMP9,COL8A1,MFAP4,COL6A5,ELANE,COL6A6,COL11A1,FAP,MMP2,COL10A1,COL5A1,COL8A1,COL3A1,COL8A2,COL4A5,MMP12,PRSS2,COL17A1,MMP2,COL7A1,MMP7,FURIN,COL6A1,COL6A2,ITGB1,ADAM17,COL6A3,MMP10,COL4A6,COL23A1,COL5A3,COL6A1,COL6A2,COL6A3,COL3A1,COL14A1,COL5A2,COL15A1
 GO:0030574	collagen catabolic process	7.43e-08	7.43e-08	1	COL1A1,COL5A1,MMP7,ADAM17,COL1A2,COL4A1,MMP1,COL4A6,COL5A2,COL19A1,COL4A2,MMP7,MMP20,CTSK,CTSB,COL4A3,COL18A1,COL4A1,COL5A3,COL4A4,MMP9,COL8A1,COL6A5,ELANE,COL6A6,COL11A1,FAP,MMP2,COL10A1,COL5A1,COL8A1,COL3A1,COL8A2,COL4A5,MMP12,PRSS2,COL17A1,MMP2,COL7A1,MMP7,FURIN,COL6A1,COL6A2,ITGB1,ADAM17,COL6A3,MMP10,COL4A6,COL23A1,COL5A3,COL6A1,COL6A2,COL6A3,COL3A1,COL14A1,COL5A2,COL15A1
 KEGG:04974	Protein digestion and absorption	1.2e-10	1.2e-10	1	COL1A1,COL5A1,CELA2A,COL1A2,COL4A1,COL4A6,COL5A2,CELA2B,COL4A2,FXYD2,SLC3A1,COL4A3,SLC6A19,COL18A1,COL4A1,MME,DPP4,PRSS3,COL11A1,CPA1,COL10A1,COL5A1,CTRL,CELA2A,CELA3A,CPB1,CPA2,COL3A1,CTRB1,COL4A5,PRSS1,CELA2B,CELA3B,PRSS2,COL5A3,COL6A1,COL6A2,COL6A3,CPA3,COL3A1,COL14A1,COL5A2,COL15A1,SLC7A9,SLC9A3,ATP1B3,SLC15A1,CPA1,COL9A3,COL9A1,MEP1A,XPNPEP2,ACE2,SLC3A1,MEP1B,CELA3A,CPB1,CPA2,CTRB1,SLC6A19,MME,DPP4,CELA3B,PRSS2
 KEGG:05150	Staphylococcus aureus infection	2.6e-13	2.6e-13	1	CFH,PLG,C3,MASP1,C1QC,C1R,C1QB,C1S,CFD,CFI,C4B,C4A,ICAM1,HLA-DQB1,KRT10,HLA-DRB1,HLA-DQA1,CFD,HLA-DRB5,HLA-DRA,HLA-DPB1,HLA-DPA1,HLA-DQA2,HLA-DMB,CFH,C5,PLG,FCGR1A,C1R,ITGB2,C2,PTAFR,ITGAM,FPR2,FPR1,C1S,FCAR,C5AR1,HLA-DMA,CFI,C4B,CFB,C4A,ITGAL,SELPLG,ITGB2,FCGR3B,ITGAM,SELP,FCGR3A,HLA-DOB
 REAC:1474228	Degradation of the extracellular matrix	2.06e-07	2.06e-07	1	NID1,SPP1,PLG,LAMA5,MMP7,HSPG2,ADAM17,MMP16,KLKB1,TPSAB1,A2M,MMP1,LAMA3,LAMC2,MMP9,LAMA5,LAMC1,TPSAB1,A2M,LAMB3,ELANE,CAPN14,DCN,TIMP2,CDH1,MMP2,LAMB1,ADAMTS4,CTRB1,CTRB2,PRSS1,MMP12,PRSS2,CDH1,LAMA3,LAMC2,COL17A1,MMP2,TIMP1,NID1,MMP7,FURIN,HSPG2,ADAM17,ADAMTS1,MMP10,KLK2,LAMB3,COL23A1,LAMB1,CMA1,CTSG,NID1,LAMC1,HSPG2,COL14A1,COL15A1
 REAC:1592389	Activation of Matrix Metalloproteinases	0.000564	0.000564	1	PLG,MMP7,MMP16,KLKB1,TPSAB1,MMP1,TIMP2,MMP2,CTRB1,CTRB2,PRSS1,PRSS2,MMP2,TIMP1,MMP7,FURIN,MMP10,KLK2
 REAC:1474290	Collagen formation	1.99e-09	1.99e-09	1	ADAMTS2,COL1A1,LOX,LOXL1,COL5A1,LOXL2,MMP7,COL1A2,COL4A1,COL4A6,COL5A2,COL19A1,COL4A2,CTSL2,MMP7,MMP20,CTSB,COL4A3,COL18A1,COL4A1,LAMA3,LAMC2,COL5A3,COL4A4,MMP9,LOXL1,COL8A1,COL6A5,LAMB3,COL6A6,LAMA3,LAMC2,COL17A1,COL7A1,MMP7,COL6A1,COL6A2,COL6A3,PCOLCE2,LAMB3,COL4A6,COL28A1,COL23A1,COL5A3,COL6A1,COL6A2,COL6A3,COL3A1,CD151,COL14A1,COL5A2,COL15A1,TLL1,ITGA6,COL21A1,GLT25D1,ITGB4,SERPINH1,PLOD2,PPIB,BMP1,P4HB,COL14A1
 REAC:2022090	Assembly of collagen fibrils and other multimeric structures	1.71e-08	1.71e-08	1	COL1A1,LOX,LOXL1,COL5A1,LOXL2,MMP7,COL1A2,COL4A1,COL4A6,COL5A2,COL4A2,CTSL2,MMP7,MMP20,CTSB,COL4A3,COL18A1,COL4A1,LAMA3,LAMC2,COL5A3,COL4A4,MMP9,LOXL1,COL8A1,COL6A5,LAMB3,COL6A6,COL11A1,LOX,COL10A1,COL5A1,COL8A1,COL3A1,COL8A2,COL4A5,LAMA3,LAMC2,COL7A1,MMP7,COL6A1,COL6A2,COL6A3,LAMB3,COL4A6,COL5A3,COL6A1,COL6A2,COL6A3,COL3A1,CD151,COL5A2,COL15A1
 REAC:1650814	Collagen biosynthesis and modifying enzymes	2.85e-09	2.85e-09	1	ADAMTS2,COL1A1,COL5A1,COL1A2,COL4A1,COL4A6,COL5A2,COL17A1,COL7A1,COL6A1,COL6A2,COL6A3,PCOLCE2,COL4A6,COL28A1,COL23A1,COL5A3,COL6A1,COL6A2,COL6A3,COL3A1,COL14A1,COL5A2,COL15A1,TLL1,COL21A1,GLT25D1,SERPINH1,PLOD2,PPIB,BMP1,P4HB,COL14A1
 REAC:140877	Formation of Fibrin Clot (Clotting Cascade)	1.49e-05	1.49e-05	1	F11,VWF,KNG1,F12,F13B,KLKB1,A2M,F2,PROCR,F13A1,FGG,FGA,FGB,F5,GP1BB,F11,SERPIND1,KNG1,F10,F12,F13B,SERPING1,KLKB1,F2,PRTN3
 REAC:76005	Response to elevated platelet cytosolic Ca2+	4.6e-05	4.6e-05	1	ITIH4,TF,APOH,VWF,KNG1,PLG,ITIH3,A2M,GAS6,FLNA,CFD,SEPP1,LAMP2,TIMP3,STX4,HRG,APOA1,SERPING1,A2M,CFD,ORM1,PECAM1,HGF,HSPA5,TIMP3,SERPINE1,FN1,F13A1,CALU,CYB5R1,IGF2,FGG,FGA,FGB,F5,ITIH4,APOH,SERPINA4,KNG1,HRG,QSOX1,APOA1,A1BG,PLG,CD63,AHSG,SERPING1,ITIH3,CLEC3B,SERPINF2,PSAP,ORM2,SEPP1
 REAC:114608	Platelet degranulation 	2.32e-05	2.32e-05	1	ITIH4,TF,APOH,VWF,KNG1,PLG,ITIH3,A2M,GAS6,FLNA,CFD,SEPP1,LAMP2,TIMP3,HRG,APOA1,SERPING1,A2M,CFD,ORM1,PECAM1,HGF,HSPA5,TIMP3,SERPINE1,FN1,F13A1,CALU,CYB5R1,IGF2,FGG,FGA,FGB,F5,ITIH4,APOH,SERPINA4,KNG1,HRG,QSOX1,APOA1,A1BG,PLG,CD63,AHSG,SERPING1,ITIH3,CLEC3B,SERPINF2,PSAP,ORM2,SEPP1
 GO:0051186	cofactor metabolic process	7.39e-14	7.39e-14	1	COQ9,DLD,MLYCD,COQ5,NNT,ACOT9,COQ3,NDUFA9,DLAT,ADCK3,PDHB,ACTN3,FMO1,AKR7A2,QPRT,ACOT13,PCCB,KMO,ACOT2,PDZD11,MCCC2,BHMT2,ALDOB,GGH,PKLR,GLYAT,BDH2,MOCS2,PDSS2,ACSF2,SUCLG2,PCCA,PRKAG1,ACSM2A,ACOT1,MLXIPL,ACACB,PGM1,FMO2,SLC25A1,MTHFD1,NAMPT,GCK,GNMT,BAAT,SLC5A6,ACSL1,FTCD,HAAO,FBP1,COQ4,VKORC1,FASN,CYP4F11,PC,SHMT1,PIPOX,SHMT2,CYP4F2,ENTPD5,ACSL5,ADH4,AKR1C4,UGT1A1,UGT1A4,ME1,PKM2,ENO1,PGK1,ENO3,ALDOC,TPI1,ENO2,NUDT12,ELOVL4,PFKFB2,ACSL3,LDHA,PFKL,PFKM,HKDC1,HK2,TKT,ACSL6,PGK2,PGAM1,TALDO1,PGAM4,CROT,FECH,ACSL4,CPOX,BLVRB,HMOX1,AHCY,PNPO,ABCB6,UROD,GAMT,HSD17B4,IDH1,NUDT7,PPOX,AKR1C2,ACOT12,TYMS,DHFRL1,AKR1C1,UROS,DHFR,HMBS
 GO:0006732	coenzyme metabolic process	9.73e-11	9.73e-11	1	COQ9,DLD,MLYCD,COQ5,NNT,ACOT9,COQ3,NDUFA9,DLAT,ADCK3,PDHB,ACTN3,FMO1,QPRT,ACOT13,KMO,ACOT2,PDZD11,BHMT2,ALDOB,GGH,PKLR,GLYAT,MOCS2,PDSS2,ACSF2,SUCLG2,PRKAG1,ACSM2A,ACOT1,MLXIPL,ACACB,PGM1,FMO2,SLC25A1,MTHFD1,NAMPT,GCK,GNMT,BAAT,SLC5A6,ACSL1,FTCD,HAAO,FBP1,COQ4,FASN,CYP4F11,SHMT1,PIPOX,SHMT2,CYP4F2,ENTPD5,ACSL5,ME1,PKM2,ENO1,PGK1,ENO3,ALDOC,TPI1,ENO2,NUDT12,ELOVL4,PFKFB2,ACSL3,LDHA,PFKL,PFKM,HKDC1,HK2,TKT,ACSL6,PGK2,PGAM1,TALDO1,PGAM4
 GO:0006733	oxidoreduction coenzyme metabolic process	1.84e-08	1.84e-08	1	COQ9,DLD,COQ5,NNT,COQ3,NDUFA9,ADCK3,PDHB,ACTN3,MLXIPL,PGM1,FMO2,NAMPT,GCK,HAAO,FBP1,COQ4,ENTPD5,ME1,PKM2,ENO1,PGK1,ENO3,ALDOC,TPI1,ENO2,NUDT12,PFKFB2,LDHA,PFKL,PFKM,HKDC1,HK2,TKT,PGK2,PGAM1,TALDO1,PGAM4
