Name	GS	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
DEVELOPMENTAL PIGMENTATION%GO%GO:0048066	DEVELOPMENTAL PIGMENTATION%GO%GO:0048066		20	0.69644606	1.940766	0.01	0.01	0.065	1076	tags=60%, list=7%, signal=64%
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS%GO%GO:0043618	REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS%GO%GO:0043618		35	0.61624956	1.938636	0.01	0.01	0.067	3198	tags=57%, list=19%, signal=71%
STEROL METABOLIC PROCESS%GO%GO:0016125	STEROL METABOLIC PROCESS%GO%GO:0016125		60	1.11316404	3.8927789	0.01	0.01	0.118	4232	tags=62%, list=26%, signal=83%
MESENCHYME DEVELOPMENT%GO%GO:0060485	MESENCHYME DEVELOPMENT%GO%GO:0060485		68	0.5682675	1.9324106	0.01	0.01	0.077	2830	tags=44%, list=17%, signal=53%
SIGNALING EVENTS MEDIATED BY HDAC CLASS III%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HDAC CLASS III	SIGNALING EVENTS MEDIATED BY HDAC CLASS III%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HDAC CLASS III		36	1.74695295	5.5810461	0.01	0.01	0.410333333333333	5211	tags=72%, list=25%, signal=96%
GLUTATHIONE-MEDIATED DETOXIFICATION I%HUMANCYC%PWY-4061	GLUTATHIONE-MEDIATED DETOXIFICATION I%HUMANCYC%PWY-4061		22	1.3171132	3.8573878	0.01	0.01	0.165	4881	tags=91%, list=30%, signal=129%
MESENCHYMAL CELL DIFFERENTIATION%GO%GO:0048762	MESENCHYMAL CELL DIFFERENTIATION%GO%GO:0048762		57	0.57977605	1.9190363	0.01	0.01	0.097	1415	tags=39%, list=9%, signal=42%
CELLULAR RESPONSES TO STRESS%REACTOME%REACT_120956.2	CELLULAR RESPONSES TO STRESS%REACTOME%REACT_120956.2		25	0.65530646	1.9043955	0.01	0.01	0.134	3198	tags=64%, list=19%, signal=79%
OXYGEN-DEPENDENT PROLINE HYDROXYLATION OF HYPOXIA-INDUCIBLE FACTOR ALPHA%REACTOME%REACT_120916.2	OXYGEN-DEPENDENT PROLINE HYDROXYLATION OF HYPOXIA-INDUCIBLE FACTOR ALPHA%REACTOME%REACT_120916.2		19	0.6867595	1.9038497	0.01	0.01	0.134	3063	tags=68%, list=19%, signal=84%
CELLULAR RESPONSE TO HYPOXIA%REACTOME%REACT_121311.2	CELLULAR RESPONSE TO HYPOXIA%REACTOME%REACT_121311.2		25	0.65530646	1.900178	0.01	0.01	0.143	3198	tags=64%, list=19%, signal=79%
ACTIVATION OF NF-KAPPAB IN B CELLS%REACTOME%REACT_118656.2	ACTIVATION OF NF-KAPPAB IN B CELLS%REACTOME%REACT_118656.2		66	0.5559599	1.9000273	0.01	0.01	0.143	2177	tags=56%, list=13%, signal=64%
ARTERY MORPHOGENESIS%GO%GO:0048844	ARTERY MORPHOGENESIS%GO%GO:0048844		28	0.6314123	1.8996655	0.01	0.01	0.143	2830	tags=54%, list=17%, signal=65%
RIBOSOMAL SMALL SUBUNIT BIOGENESIS%GO%GO:0042274	RIBOSOMAL SMALL SUBUNIT BIOGENESIS%GO%GO:0042274		16	1.4902671	4.0519917	0.01	0.01	0.078	4855	tags=100%, list=29%, signal=142%
REGULATION OF CHOLESTEROL BIOSYNTHESIS BY SREBP (SREBF)%REACTOME%REACT_147797.2	REGULATION OF CHOLESTEROL BIOSYNTHESIS BY SREBP (SREBF)%REACTOME%REACT_147797.2		49	1.0702959	3.6440661	0.01	0.01	0.5725	5351	tags=76%, list=32%, signal=111%
REGULATION OF HYPOXIA-INDUCIBLE FACTOR (HIF) BY OXYGEN%REACTOME%REACT_120815.2	REGULATION OF HYPOXIA-INDUCIBLE FACTOR (HIF) BY OXYGEN%REACTOME%REACT_120815.2		25	0.65530646	1.8970728	0.01	0.01	0.156	3198	tags=64%, list=19%, signal=79%
DNA MODIFICATION%GO%GO:0006304	DNA MODIFICATION%GO%GO:0006304		53	0.5714552	1.886107	0.01	0.01	0.189	4106	tags=51%, list=25%, signal=68%
NEGATIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GO%GO:2000134	NEGATIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GO%GO:2000134		83	1.51927106	5.4757093	0.01	0.01	0.584333333333333	6723	tags=58%, list=22%, signal=74%
NCRNA PROCESSING%GO%GO:0034470	NCRNA PROCESSING%GO%GO:0034470		102	0.5225359	1.8715241	0.01	0.01	0.247	5789	tags=77%, list=35%, signal=119%
ER-PHAGOSOME PATHWAY%REACTOME%REACT_111178.1	ER-PHAGOSOME PATHWAY%REACTOME%REACT_111178.1		64	1.110739	3.9082087	0.01	0.01	0.145	5139	tags=59%, list=13%, signal=68%
PEPTIDYL-PROLINE MODIFICATION%GO%GO:0018208	PEPTIDYL-PROLINE MODIFICATION%GO%GO:0018208		27	0.6249954	1.8678086	0.01	0.01	0.258	3414	tags=70%, list=21%, signal=89%
GLUTATHIONE CONJUGATION%REACTOME%REACT_6926.4	GLUTATHIONE CONJUGATION%REACTOME%REACT_6926.4		23	1.2903247	3.8439464	0.01	0.01	0.1975	4876	tags=87%, list=30%, signal=123%
EPITHELIAL TO MESENCHYMAL TRANSITION%GO%GO:0001837	EPITHELIAL TO MESENCHYMAL TRANSITION%GO%GO:0001837		31	0.60587305	1.8572102	0.01	0.01	0.306	2403	tags=42%, list=15%, signal=49%
GLIAL CELL DEVELOPMENT%GO%GO:0021782	GLIAL CELL DEVELOPMENT%GO%GO:0021782		26	0.6301281	1.851445	0.01	0.01	0.331	4416	tags=81%, list=27%, signal=110%
ARTERY DEVELOPMENT%GO%GO:0060840	ARTERY DEVELOPMENT%GO%GO:0060840		30	0.619024	1.8484181	0.01	0.01	0.34	2830	tags=50%, list=17%, signal=60%
ACTIVATION OF GENE EXPRESSION BY SREBP (SREBF)%REACTOME%REACT_147904.2	ACTIVATION OF GENE EXPRESSION BY SREBP (SREBF)%REACTOME%REACT_147904.2		37	0.58336955	1.8467798	0.01	0.01	0.351	4210	tags=70%, list=26%, signal=94%
POSITIVE REGULATION OF CELL CYCLE PROCESS%GO%GO:0090068	POSITIVE REGULATION OF CELL CYCLE PROCESS%GO%GO:0090068		140	0.94865864	3.5903516	0.01	0.01	0.687	5276	tags=57%, list=28%, signal=79%
POSITIVE REGULATION OF PROTEIN UBIQUITINATION%GO%GO:0031398	POSITIVE REGULATION OF PROTEIN UBIQUITINATION%GO%GO:0031398		112	0.5150922	1.8349267	0.01	0.01	0.402	3614	tags=57%, list=22%, signal=73%
PERIPHERAL NERVOUS SYSTEM DEVELOPMENT%GO%GO:0007422	PERIPHERAL NERVOUS SYSTEM DEVELOPMENT%GO%GO:0007422		31	0.59466416	1.8235132	0.01	0.01	0.455	5250	tags=61%, list=32%, signal=90%
POSTREPLICATION REPAIR%GO%GO:0006301	POSTREPLICATION REPAIR%GO%GO:0006301		15	0.68315226	1.8232853	0.01	0.01	0.456	3539	tags=67%, list=21%, signal=85%
NUCLEOBASE-CONTAINING COMPOUND CATABOLIC PROCESS%GO%GO:0034655	NUCLEOBASE-CONTAINING COMPOUND CATABOLIC PROCESS%GO%GO:0034655		469	0.4810073	1.819636	0.01	0.01	0.475	5960	tags=71%, list=36%, signal=108%
PROTEIN LOCALIZATION TO ORGANELLE%GO%GO:0033365	PROTEIN LOCALIZATION TO ORGANELLE%GO%GO:0033365		300	0.4854575	1.816452	0.01	0.01	0.505	5364	tags=67%, list=33%, signal=97%
GLIAL CELL DIFFERENTIATION%GO%GO:0010001	GLIAL CELL DIFFERENTIATION%GO%GO:0010001		39	0.5716038	1.8117018	0.01	0.01	0.528	4416	tags=64%, list=27%, signal=87%
MORPHOGENESIS OF A BRANCHING STRUCTURE%GO%GO:0001763	MORPHOGENESIS OF A BRANCHING STRUCTURE%GO%GO:0001763		54	0.54480183	1.8110925	0.01	0.01	0.534	4234	tags=48%, list=26%, signal=65%
SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GO%GO:0072331	SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GO%GO:0072331		107	0.96211358	3.5634159	0.01	0.01	0.789	5379	tags=66%, list=33%, signal=98%
MORPHOGENESIS OF A BRANCHING EPITHELIUM%GO%GO:0061138	MORPHOGENESIS OF A BRANCHING EPITHELIUM%GO%GO:0061138		51	0.5416932	1.796531	0.01	0.01	0.61	4234	tags=49%, list=26%, signal=66%
NEGATIVE REGULATION OF PROTEIN UBIQUITINATION%GO%GO:0031397	NEGATIVE REGULATION OF PROTEIN UBIQUITINATION%GO%GO:0031397		85	0.5147418	1.794896	0.01	0.01	0.624	2198	tags=52%, list=13%, signal=59%
SIGNAL TRANSDUCTION IN RESPONSE TO DNA DAMAGE%GO%GO:0042770	SIGNAL TRANSDUCTION IN RESPONSE TO DNA DAMAGE%GO%GO:0042770		89	1.00227333	3.6582275	0.01	0.01	0.6035	5236	tags=54%, list=21%, signal=68%
REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GO%GO:2000045	REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GO%GO:2000045		97	0.96427348	3.5803531	0.01	0.01	0.782	5347	tags=60%, list=28%, signal=83%
REGULATION OF DNA-DEPENDENT TRANSCRIPTION IN RESPONSE TO STRESS%GO%GO:0043620	REGULATION OF DNA-DEPENDENT TRANSCRIPTION IN RESPONSE TO STRESS%GO%GO:0043620		40	0.5576381	1.7917669	0.01	0.01	0.643	3198	tags=52%, list=19%, signal=65%
DNA-DEPENDENT TRANSCRIPTION, INITIATION%GO%GO:0006352	DNA-DEPENDENT TRANSCRIPTION, INITIATION%GO%GO:0006352		196	0.48748612	1.7903115	0.01	0.01	0.652	5925	tags=56%, list=36%, signal=87%
DNA DAMAGE CHECKPOINT%GO%GO:0000077	DNA DAMAGE CHECKPOINT%GO%GO:0000077		117	0.5057794	1.7891779	0.01	0.01	0.655	2177	tags=44%, list=13%, signal=50%
GLUTATHIONE METABOLIC PROCESS%GO%GO:0006749	GLUTATHIONE METABOLIC PROCESS%GO%GO:0006749		35	1.0939648	3.5158227	0.01	0.01	0.836	4876	tags=77%, list=30%, signal=109%
HETEROCYCLE CATABOLIC PROCESS%GO%GO:0046700	HETEROCYCLE CATABOLIC PROCESS%GO%GO:0046700		497	0.47293535	1.7815205	0.01	0.01	0.698	5960	tags=69%, list=36%, signal=105%
MESODERM FORMATION%GO%GO:0001707	MESODERM FORMATION%GO%GO:0001707		17	0.66002244	1.7748001	0.01	0.01	0.738	760	tags=29%, list=5%, signal=31%
PROTEIN PEPTIDYL-PROLYL ISOMERIZATION%GO%GO:0000413	PROTEIN PEPTIDYL-PROLYL ISOMERIZATION%GO%GO:0000413		20	0.6305789	1.7730815	0.01	0.01	0.748	3414	tags=75%, list=21%, signal=94%
CELLULAR NITROGEN COMPOUND CATABOLIC PROCESS%GO%GO:0044270	CELLULAR NITROGEN COMPOUND CATABOLIC PROCESS%GO%GO:0044270		497	0.47419527	1.7721701	0.01	0.01	0.752	5523	tags=66%, list=33%, signal=96%
DNA INTEGRITY CHECKPOINT%GO%GO:0031570	DNA INTEGRITY CHECKPOINT%GO%GO:0031570		121	0.49666965	1.7697381	0.01	0.01	0.769	2177	tags=43%, list=13%, signal=49%
TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER%GO%GO:0006367	TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER%GO%GO:0006367		177	0.48403668	1.768167	0.01	0.01	0.773	5911	tags=55%, list=36%, signal=84%
PHASE II CONJUGATION%REACTOME%REACT_6959.4	PHASE II CONJUGATION%REACTOME%REACT_6959.4		69	1.1435356	4.0508113	0.01	0.01	0.3865	5063	tags=58%, list=31%, signal=83%
POSITIVE REGULATION OF BMP SIGNALING PATHWAY%GO%GO:0030513	POSITIVE REGULATION OF BMP SIGNALING PATHWAY%GO%GO:0030513		21	0.6183267	1.7573521	0.01	0.01	0.818	5643	tags=76%, list=34%, signal=116%
CELLULAR RESPONSE TO IONIZING RADIATION%GO%GO:0071479	CELLULAR RESPONSE TO IONIZING RADIATION%GO%GO:0071479		23	0.61941963	1.7551484	0.01	0.01	0.826	5357	tags=70%, list=32%, signal=103%
REGULATION OF DNA REPAIR%GO%GO:0006282	REGULATION OF DNA REPAIR%GO%GO:0006282		42	0.5455067	1.7535455	0.01	0.01	0.835	6169	tags=74%, list=37%, signal=118%
RNA DEGRADATION%KEGG%HSA03018	RNA DEGRADATION%KEGG%HSA03018		68	0.51875675	1.7531921	0.01	0.01	0.837	5842	tags=74%, list=35%, signal=113%
SYNTHESIS AND INTERCONVERSION OF NUCLEOTIDE DI- AND TRIPHOSPHATES%REACTOME%REACT_21330.2	SYNTHESIS AND INTERCONVERSION OF NUCLEOTIDE DI- AND TRIPHOSPHATES%REACTOME%REACT_21330.2		19	0.6242783	1.7523859	0.01	0.01	0.842	4122	tags=84%, list=25%, signal=112%
NEGATIVE REGULATION OF CELL CYCLE PHASE TRANSITION%GO%GO:1901988	NEGATIVE REGULATION OF CELL CYCLE PHASE TRANSITION%GO%GO:1901988		221	0.46513516	1.744195	0.01	0.01	0.868	5861	tags=60%, list=36%, signal=92%
GLUTATHIONE METABOLISM%KEGG%HSA00480	GLUTATHIONE METABOLISM%KEGG%HSA00480		49	1.0662272	3.6126109	0.01	0.01	0.7105	5104	tags=53%, list=12%, signal=60%
NUCLEOBASE-CONTAINING SMALL MOLECULE INTERCONVERSION%GO%GO:0015949	NUCLEOBASE-CONTAINING SMALL MOLECULE INTERCONVERSION%GO%GO:0015949		19	0.6242782	1.7429596	0.01	0.01	0.873	4122	tags=84%, list=25%, signal=112%
VERY LONG-CHAIN FATTY ACID METABOLIC PROCESS%GO%GO:0000038	VERY LONG-CHAIN FATTY ACID METABOLIC PROCESS%GO%GO:0000038		20	1.26587716	3.6275568	0.01	0.01	0.6595	3336	tags=55%, list=20%, signal=68%
ALCOHOL BIOSYNTHETIC PROCESS%GO%GO:0046165	ALCOHOL BIOSYNTHETIC PROCESS%GO%GO:0046165		66	1.00491944	3.5681743	0.01	0.01	0.8275	4872	tags=59%, list=30%, signal=84%
DNA DEALKYLATION%GO%GO:0035510	DNA DEALKYLATION%GO%GO:0035510		15	0.6640804	1.7345883	0.01	0.01	0.907	3761	tags=53%, list=23%, signal=69%
PROTEIN POLYUBIQUITINATION%GO%GO:0000209	PROTEIN POLYUBIQUITINATION%GO%GO:0000209		145	0.47454938	1.731586	0.01	0.01	0.914	5918	tags=68%, list=36%, signal=104%
BRANCHING MORPHOGENESIS OF AN EPITHELIAL TUBE%GO%GO:0048754	BRANCHING MORPHOGENESIS OF AN EPITHELIAL TUBE%GO%GO:0048754		49	0.5264948	1.7314259	0.01	0.01	0.914	4234	tags=47%, list=26%, signal=63%
REGULATION OF KIDNEY DEVELOPMENT%GO%GO:0090183	REGULATION OF KIDNEY DEVELOPMENT%GO%GO:0090183		35	0.55320644	1.7283651	0.01	0.01	0.921	1439	tags=34%, list=9%, signal=37%
NEGATIVE REGULATION OF MYELOID CELL DIFFERENTIATION%GO%GO:0045638	NEGATIVE REGULATION OF MYELOID CELL DIFFERENTIATION%GO%GO:0045638		52	1.03061436	3.5388716	0.01	0.01	0.9075	4654	tags=42%, list=15%, signal=50%
CHROMATIN ORGANIZATION%GO%GO:0006325	CHROMATIN ORGANIZATION%GO%GO:0006325		338	0.88989756	3.5822037	0.01	0.01	0.8225	5968	tags=61%, list=36%, signal=94%
HORMONE BIOSYNTHETIC PROCESS%GO%GO:0042446	HORMONE BIOSYNTHETIC PROCESS%GO%GO:0042446		27	0.5728893	1.7233185	0.01	0.01	0.936	2856	tags=41%, list=17%, signal=49%
REGULATION OF GENE SILENCING%GO%GO:0060968	REGULATION OF GENE SILENCING%GO%GO:0060968		22	1.86306596	5.4617166	0.01	0.01	0.567333333333333	3950	tags=59%, list=24%, signal=78%
CELL FATE COMMITMENT%GO%GO:0045165	CELL FATE COMMITMENT%GO%GO:0045165		76	0.49618226	1.7189027	0.01	0.01	0.944	4460	tags=36%, list=27%, signal=48%
NEGATIVE REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION%GO%GO:1901991	NEGATIVE REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION%GO%GO:1901991		134	0.47188994	1.714708	0.01	0.01	0.954	5861	tags=63%, list=36%, signal=98%
BIOSYNTHESIS OF UNSATURATED FATTY ACIDS%KEGG%HSA01040	BIOSYNTHESIS OF UNSATURATED FATTY ACIDS%KEGG%HSA01040		21	1.36593974	3.9856453	0.01	0.01	0.478	3106	tags=62%, list=19%, signal=76%
DESTABILIZATION OF MRNA BY TRISTETRAPROLIN (TTP)%REACTOME%REACT_25064.1	DESTABILIZATION OF MRNA BY TRISTETRAPROLIN (TTP)%REACTOME%REACT_25064.1		16	0.63330805	1.7096102	0.01	0.01	0.965	5810	tags=88%, list=35%, signal=135%
GLIOGENESIS%GO%GO:0042063	GLIOGENESIS%GO%GO:0042063		43	0.5217537	1.7074339	0.01	0.01	0.971	4416	tags=58%, list=27%, signal=79%
STEM CELL DEVELOPMENT%GO%GO:0048864	STEM CELL DEVELOPMENT%GO%GO:0048864		74	0.49399006	1.7070565	0.01	0.01	0.971	1415	tags=32%, list=9%, signal=35%
ACTIVATION OF GENES BY ATF4%REACTOME%REACT_18355.4	ACTIVATION OF GENES BY ATF4%REACTOME%REACT_18355.4		23	0.58155525	1.7009236	0.01	0.01	0.984	5842	tags=74%, list=35%, signal=114%
NUCLEOSIDE TRIPHOSPHATE CATABOLIC PROCESS%GO%GO:0009143	NUCLEOSIDE TRIPHOSPHATE CATABOLIC PROCESS%GO%GO:0009143		173	0.4651857	1.7000188	0.01	0.01	0.985	5960	tags=71%, list=36%, signal=110%
CARDIAC VENTRICLE DEVELOPMENT%GO%GO:0003231	CARDIAC VENTRICLE DEVELOPMENT%GO%GO:0003231		49	1.12877026	3.7479085	0.01	0.01	0.4965	3777	tags=49%, list=23%, signal=63%
SEX DIFFERENTIATION%GO%GO:0007548	SEX DIFFERENTIATION%GO%GO:0007548		93	0.48188007	1.6985002	0.01	0.01	0.987	2386	tags=33%, list=14%, signal=39%
VENTRICULAR SEPTUM DEVELOPMENT%GO%GO:0003281	VENTRICULAR SEPTUM DEVELOPMENT%GO%GO:0003281		17	1.28401833	3.4851888	0.01	0.01	0.831	3482	tags=47%, list=21%, signal=60%
PROTEIN TARGETING%GO%GO:0006605	PROTEIN TARGETING%GO%GO:0006605		266	0.45916137	1.696623	0.01	0.01	0.989	5364	tags=65%, list=33%, signal=95%
DESTABILIZATION OF MRNA BY KSRP%REACTOME%REACT_25042.1	DESTABILIZATION OF MRNA BY KSRP%REACTOME%REACT_25042.1		17	0.6269135	1.6956751	0.01	0.01	0.989	5842	tags=88%, list=35%, signal=136%
CELLULAR MACROMOLECULAR COMPLEX ASSEMBLY%GO%GO:0034622	CELLULAR MACROMOLECULAR COMPLEX ASSEMBLY%GO%GO:0034622		307	0.45236808	1.6955936	0.01	0.01	0.989	5739	tags=63%, list=35%, signal=95%
CARDIAC SEPTUM DEVELOPMENT%GO%GO:0003279	CARDIAC SEPTUM DEVELOPMENT%GO%GO:0003279		30	1.18826448	3.6078579	0.01	0.01	0.56	3482	tags=43%, list=21%, signal=55%
AXON EXTENSION%GO%GO:0048675	AXON EXTENSION%GO%GO:0048675		19	1.40391227	4.0060258	0.01	0.01	0.4945	2139	tags=47%, list=4%, signal=49%
HISTONE UBIQUITINATION%GO%GO:0016574	HISTONE UBIQUITINATION%GO%GO:0016574		25	0.5794418	1.6950713	0.01	0.01	0.989	5070	tags=76%, list=31%, signal=110%
WNT SIGNALING NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%WNT SIGNALING NETWORK	WNT SIGNALING NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%WNT SIGNALING NETWORK		21	0.5914952	1.6947744	0.01	0.01	0.989	3585	tags=38%, list=22%, signal=49%
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I, TAP-DEPENDENT%GO%GO:0002479	ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I, TAP-DEPENDENT%GO%GO:0002479		75	0.99350813	3.5773165	0.01	0.01	0.728	5283	tags=51%, list=13%, signal=58%
REGULATION OF CELL CYCLE PHASE TRANSITION%GO%GO:1901987	REGULATION OF CELL CYCLE PHASE TRANSITION%GO%GO:1901987		239	0.4523167	1.6915108	0.01	0.01	0.991	5969	tags=60%, list=36%, signal=92%
MESODERM MORPHOGENESIS%GO%GO:0048332	MESODERM MORPHOGENESIS%GO%GO:0048332		18	0.62080395	1.6883078	0.01	0.01	0.991	760	tags=28%, list=5%, signal=29%
PURINE NUCLEOSIDE TRIPHOSPHATE CATABOLIC PROCESS%GO%GO:0009146	PURINE NUCLEOSIDE TRIPHOSPHATE CATABOLIC PROCESS%GO%GO:0009146		170	0.46189165	1.6856823	0.01	0.01	0.995	6031	tags=71%, list=37%, signal=111%
NEURON RECOGNITION%GO%GO:0008038	NEURON RECOGNITION%GO%GO:0008038	Details ...	19	0.8583595	2.5283234	0.01	0.01	0	1895	tags=79%, list=11%, signal=89%
AXON GUIDANCE%KEGG%HSA04360	AXON GUIDANCE%KEGG%HSA04360	Details ...	123	0.6259374	2.5227685	0.01	0.01	0	3674	tags=64%, list=22%, signal=82%
NEGATIVE REGULATION OF PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:1900372	NEGATIVE REGULATION OF PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:1900372	Details ...	21	0.83484435	2.5206647	0.01	0.01	0	1447	tags=62%, list=9%, signal=68%
NEUROTRANSMITTER SECRETION%GO%GO:0007269	NEUROTRANSMITTER SECRETION%GO%GO:0007269	Details ...	44	0.71334016	2.5059662	0.01	0.01	0	3285	tags=75%, list=20%, signal=93%
NEUROTRANSMITTER TRANSPORT%GO%GO:0006836	NEUROTRANSMITTER TRANSPORT%GO%GO:0006836	Details ...	51	0.7033387	2.4898028	0.01	0.01	0	3285	tags=73%, list=20%, signal=90%
NEGATIVE REGULATION OF NUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:0030809	NEGATIVE REGULATION OF NUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:0030809	Details ...	21	0.83484435	2.482971	0.01	0.01	0	1447	tags=62%, list=9%, signal=68%
TRANSMISSION ACROSS CHEMICAL SYNAPSES%REACTOME%REACT_13477.2	TRANSMISSION ACROSS CHEMICAL SYNAPSES%REACTOME%REACT_13477.2	Details ...	172	0.5970449	2.4825976	0.01	0.01	0	3132	tags=56%, list=19%, signal=68%
NEGATIVE REGULATION OF PURINE NUCLEOTIDE METABOLIC PROCESS%GO%GO:1900543	NEGATIVE REGULATION OF PURINE NUCLEOTIDE METABOLIC PROCESS%GO%GO:1900543	Details ...	21	0.83484435	2.47271	0.01	0.01	0	1447	tags=62%, list=9%, signal=68%
REGULATION OF GLUTAMATE RECEPTOR SIGNALING PATHWAY%GO%GO:1900449	REGULATION OF GLUTAMATE RECEPTOR SIGNALING PATHWAY%GO%GO:1900449	Details ...	20	0.825898	2.4694657	0.01	0.01	0	1862	tags=60%, list=11%, signal=68%
NEGATIVE REGULATION OF CAMP METABOLIC PROCESS%GO%GO:0030815	NEGATIVE REGULATION OF CAMP METABOLIC PROCESS%GO%GO:0030815	Details ...	19	0.8467642	2.46529	0.01	0.01	0	1447	tags=63%, list=9%, signal=69%
NEGATIVE REGULATION OF CYCLIC NUCLEOTIDE METABOLIC PROCESS%GO%GO:0030800	NEGATIVE REGULATION OF CYCLIC NUCLEOTIDE METABOLIC PROCESS%GO%GO:0030800	Details ...	19	0.8467642	2.4605346	0.01	0.01	0	1447	tags=63%, list=9%, signal=69%
GLUTAMATE RECEPTOR SIGNALING PATHWAY%GO%GO:0007215	GLUTAMATE RECEPTOR SIGNALING PATHWAY%GO%GO:0007215	Details ...	24	0.7789965	2.4597003	0.01	0.01	0	1331	tags=63%, list=8%, signal=68%
NEGATIVE REGULATION OF ADENYLATE CYCLASE ACTIVITY%GO%GO:0007194	NEGATIVE REGULATION OF ADENYLATE CYCLASE ACTIVITY%GO%GO:0007194	Details ...	16	0.8706716	2.4569848	0.01	0.01	0	906	tags=63%, list=5%, signal=66%
NEGATIVE REGULATION OF NUCLEOTIDE METABOLIC PROCESS%GO%GO:0045980	NEGATIVE REGULATION OF NUCLEOTIDE METABOLIC PROCESS%GO%GO:0045980	Details ...	23	0.8125235	2.4472826	0.01	0.01	0	1447	tags=61%, list=9%, signal=67%
NEGATIVE REGULATION OF CYCLIC NUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:0030803	NEGATIVE REGULATION OF CYCLIC NUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:0030803	Details ...	19	0.8467642	2.4463844	0.01	0.01	0	1447	tags=63%, list=9%, signal=69%
SYNAPTIC TRANSMISSION%GO%GO:0007268	SYNAPTIC TRANSMISSION%GO%GO:0007268	Details ...	390	0.5562972	2.4349635	0.01	0.01	0	3285	tags=47%, list=20%, signal=57%
NEGATIVE REGULATION OF CAMP BIOSYNTHETIC PROCESS%GO%GO:0030818	NEGATIVE REGULATION OF CAMP BIOSYNTHETIC PROCESS%GO%GO:0030818	Details ...	19	0.8467642	2.4328623	0.01	0.01	0	1447	tags=63%, list=9%, signal=69%
TRANSMISSION OF NERVE IMPULSE%GO%GO:0019226	TRANSMISSION OF NERVE IMPULSE%GO%GO:0019226	Details ...	418	0.55113083	2.429031	0.01	0.01	0	3285	tags=47%, list=20%, signal=57%
NEGATIVE REGULATION OF CYCLASE ACTIVITY%GO%GO:0031280	NEGATIVE REGULATION OF CYCLASE ACTIVITY%GO%GO:0031280		16	0.8706716	2.425891	0.01	0.01	0	906	tags=63%, list=5%, signal=66%
NEUROTRANSMITTER RECEPTOR BINDING AND DOWNSTREAM TRANSMISSION IN THE POSTSYNAPTIC CELL%REACTOME%REACT_15370.2	NEUROTRANSMITTER RECEPTOR BINDING AND DOWNSTREAM TRANSMISSION IN THE POSTSYNAPTIC CELL%REACTOME%REACT_15370.2		122	0.58821034	2.3860962	0.01	0.01	0	3265	tags=55%, list=20%, signal=68%
MULTICELLULAR ORGANISMAL SIGNALING%GO%GO:0035637	MULTICELLULAR ORGANISMAL SIGNALING%GO%GO:0035637		437	0.536908	2.3695266	0.01	0.01	0	3285	tags=46%, list=20%, signal=56%
NEURONAL SYSTEM%REACTOME%REACT_13685.3	NEURONAL SYSTEM%REACTOME%REACT_13685.3		252	0.549897	2.354781	0.01	0.01	0	3265	tags=45%, list=20%, signal=56%
GENERATION OF A SIGNAL INVOLVED IN CELL-CELL SIGNALING%GO%GO:0003001	GENERATION OF A SIGNAL INVOLVED IN CELL-CELL SIGNALING%GO%GO:0003001		64	0.63061833	2.3367565	0.01	0.01	0	3285	tags=55%, list=20%, signal=68%
SIGNAL RELEASE%GO%GO:0023061	SIGNAL RELEASE%GO%GO:0023061		64	0.63061833	2.3251913	0.01	0.01	0	3285	tags=55%, list=20%, signal=68%
NEGATIVE REGULATION OF LYASE ACTIVITY%GO%GO:0051350	NEGATIVE REGULATION OF LYASE ACTIVITY%GO%GO:0051350		17	0.8140884	2.307145	0.01	0.01	0	906	tags=59%, list=5%, signal=62%
