	Fetal_Gut	Immune_Bcell	Adult_UrinaryBladder	Adult_AdrenalGland	Immune_CD4	Fetal_Ovary	Adult_Colon	Fetal_Placenta	Adult_Esophagus	Fetal_Testis	Adult_FrontalCortex	Adult_GallBladder	Fetal_Brain	Adult_Heart	Adult_SpinalCord	Fetal_Heart	Adult_Kidney	Fetal_Liver	Adult_Retina	Adult_Liver	Immune_CD8	Adult_Rectum	Adult_Lung	Immune_Monocyte	Adult_Prostate	Adult_Ovary	Immune_NK	Adult_Pancreas	Immune_Platelet
SPLICEOSOMAL SNRNP ASSEMBLY%GO%GO:0000387	0.92085683	1.5310305	0	0	1.9871405	1.9924237	0	0	0	1.7255173	0	0	1.734942	0	0	1.673054	0	1.162174	1.3906683	0	1.6158603	0	0	0.7191099	0	1.3520024	1.268981	0.89692706	0
INTRINSIC PATHWAY FOR APOPTOSIS%REACTOME%REACT_964.2	0	0.8741041	0	1.0923946	1.9834763	0.72538996	0	0	0	1.4586385	1.1972792	0	1.5426854	0	0	1.0211743	0	0.98094165	0.8923191	0	1.260426	0	0	0	0	0	1.6718398	0	2.0943336
MACROMOLECULE METHYLATION%GO%GO:0043414	0.88726634	1.4664979	0	1.038708	1.9825698	1.6342553	0	0	0	1.6865958	0	0	1.2998053	0	0	1.4903942	0	0	1.4063306	0	1.5790628	0	0	1.0253018	0	1.3076909	1.3303819	1.1716107	0
JAK-STAT SIGNALING PATHWAY%KEGG%HSA04630	0	1.6353455	0.9409415	0.69404405	1.9814734	0	0	0	0	0.6627654	0.7291645	1.4093707	0.9907631	0	0	0.68089336	0	0	1.0745257	0	1.6353303	0	0	1.864567	1.1705503	0.9226705	1.8336726	0.66893524	2.2006173
TRANSCRIPTION ELONGATION FROM RNA POLYMERASE I PROMOTER%GO%GO:0006362	1.0333232	1.6773603	0	1.1415524	1.9812324	1.420721	0	0	0	1.381138	0	0	0	0	0	1.1055762	0	0	0.68509305	0	1.6098428	0	0	0.878952	0.90400475	1.2985916	1.1800175	0.93040603	0
IL2%NETPATH%IL2	0	1.6213973	0	0	1.9717244	0.7494659	0	0	0	0.81556404	0.9790522	0	1.2545531	0	0	0	0	0	0.95603096	0	1.5678223	0	0	1.8774016	1.1691802	0.78140914	1.7287514	1.1309369	2.0063784
HISTONE MRNA METABOLIC PROCESS%GO%GO:0008334	0	1.5611227	0	0	1.9688953	1.6539456	0	0	0	1.5770268	0	0	1.0547287	0	0	1.6165763	0	1.080629	1.0288818	0	1.8313739	0	0	0.9680256	0	1.0314006	1.7152677	1.2330871	0
NEGATIVE REGULATION OF CELL CYCLE PROCESS%GO%GO:0010948	1.0193634	1.4213343	0	0	1.9680412	1.6077257	0	0	0	1.7385176	0	0	1.3507246	0	0	1.5609616	0	1.4562861	1.0957265	0	1.5356547	0	0	1.2221186	0	1.3594397	1.3931043	0.78379875	0
DNA REPLICATION%REACTOME%REACT_383.6	1.3249702	1.2214768	0	0	1.9595785	1.8382838	0	1.4079896	0	2.1001189	0	0	1.403669	0	0	1.8180404	0	2.2644038	1.1125929	0	1.571666	0	0	1.1707375	0	1.3117769	0.92754716	0	0
REGULATION OF HISTONE MODIFICATION%GO%GO:0031056	0	1.5801903	0	0	1.9592721	1.347965	0	0	0	1.4322401	0	0	1.3579429	0	0	1.1070728	0	0.72399724	1.37491	0	1.6770184	0	0	1.72337	0.7526459	1.0725121	1.6624539	0.9225097	0
BIOCARTA_NFKB_PATHWAY%MSIGDB_C2%BIOCARTA_NFKB_PATHWAY	0	1.6807623	1.6995208	0	1.9492363	0	1.2725532	0	0	0	0	1.11174	0	0	0	0	0	0	0	0	1.8076695	0	0	2.0225182	1.1935158	0.61303544	1.7786561	0.98288596	1.7162421
CELL CYCLE CHECKPOINT%GO%GO:0000075	1.0038997	1.389816	0	0	1.9473188	1.648508	0	1.1035513	0	1.7628678	0	0	1.394614	0	0	1.4995112	0	1.6152312	1.0639371	0	1.5743691	0	0	1.2533106	0	1.3480169	1.3205585	0.7340819	0
REGULATION OF T CELL DIFFERENTIATION%GO%GO:0045580	0.7588705	1.6435767	0	0.96488416	1.946237	0	1.0404437	0.8730156	0	0	0.57979697	0.97290826	0	0	0	0.80116034	1.3163363	0.8032433	0.6176432	0.6094093	1.9087136	0	1.6890842	1.7713506	0.7140122	0	1.6968455	0.62175554	1.369217
IL23-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL23-MEDIATED SIGNALING EVENTS	0	1.2779995	1.1772759	0.739237	1.9455315	0	1.0436784	0	0	0	0	1.6011127	0	0	0	0	0	0	0	0	1.6262895	0	1.2270539	1.8718611	1.7003939	0.7707849	1.7665004	1.1571083	1.2571113
INTERLEUKIN RECEPTOR SHC SIGNALING%REACTOME%REACT_23891.3	0	1.56528	0	0	1.9435264	0	0	0	0	0	0	1.6613983	0.88172066	0	1.10716	0	0	0	0.9330274	0	1.7057936	0	0	1.9588748	0.8835025	0	1.844917	0.77433205	2.376409
HISTONE METHYLATION%GO%GO:0016571	1.3200065	1.521319	0	0.8688523	1.9382579	1.6334018	0	0	0	1.3705509	0	0	1.2817016	0	0	1.4290637	0	0	1.641477	0	1.625189	0	0	0.8121772	0	1.2496608	1.2893473	1.2034173	0
BIOCARTA_IL2RB_PATHWAY%MSIGDB_C2%BIOCARTA_IL2RB_PATHWAY	0	1.2717751	0.9340796	0	1.9353576	0	0	0	0	0	0.8605118	0	0.9643374	0	0	0	0	0	0.789372	0	1.5642322	0	0	1.5955921	1.1188561	0.57796186	1.5385469	0.73524237	2.2255769
ACUTE MYELOID LEUKEMIA%KEGG%HSA05221	0	1.3899283	0	0	1.934602	0.8312245	0	0	0	0.78061324	1.1827775	0	1.2595731	0	0	0	0	0	0.85619956	0	1.5941978	0	0	1.8008511	0	0.97456884	1.8681836	0.77944183	1.8773502
REMOVAL OF DNA PATCH CONTAINING ABASIC RESIDUE%REACTOME%REACT_2192.3	1.1439794	1.5731654	0	0	1.9299467	1.8116275	0	0	0	1.6314669	0	0	1.2651378	0	0	1.3691579	0	1.4757174	1.092743	0	1.5089648	0	0	1.39018	0	1.1496176	1.0546931	0.7121411	0
CELL CYCLE%REACTOME%REACT_115566.3	1.11106	1.5262501	0	0	1.9289446	1.6658148	0	0	0	1.8469353	0	0	1.7256428	0	0	1.6206954	0	1.6377361	1.2063286	0	1.609547	0	0	1.1529831	0	1.5053743	1.6032177	0.77449733	0
CHRONIC MYELOID LEUKEMIA%KEGG%HSA05220	0	1.3591478	0	0	1.9256217	0.7896045	0	0	0	0.9958349	1.1961614	0	1.3182961	0	0	0	0	0	1.1945814	0	1.5067589	0	0	1.8911259	0	0.8655112	1.7395604	0.9124827	1.8076631
RESOLUTION OF AP SITES VIA THE MULTIPLE-NUCLEOTIDE PATCH REPLACEMENT PATHWAY%REACTOME%REACT_1128.2	1.1367342	1.5934862	0	0	1.9251578	1.8021735	0	0	0	1.6401318	0	0	1.2365541	0	0	1.3802605	0	1.5059803	1.097581	0	1.4871702	0	0	1.3905209	0	1.1382815	1.0613849	0.7175335	0
NEGATIVE REGULATION OF CELL CYCLE PHASE TRANSITION%GO%GO:1901988	1.0468787	1.3626943	0	0	1.9230137	1.6042187	0	0	0	1.744195	0	0	1.4153098	0	0	1.5348855	0	1.5372291	1.0924954	0	1.5303571	0	0	1.2515457	0	1.3426667	1.330468	0.72822595	0
CELL CYCLE CHECKPOINTS%REACTOME%REACT_1538.1	1.1157218	1.3371998	0	0	1.9219927	1.8221587	0	1.4447665	0	2.042051	0	0	1.4949102	0	0	1.657486	0	2.0284975	1.0701478	0	1.517963	0	0	1.1563255	0	1.4053637	0.98791295	0.65190125	0
TELOMERE C-STRAND (LAGGING STRAND) SYNTHESIS%REACTOME%REACT_7961.4	1.5036051	1.5841128	0	0	1.9213338	1.9155531	0	0	0	1.6684451	0	0	0.85245293	0	0	1.6715614	0	1.762048	1.1570369	0	1.5819151	0	0	1.6574347	0	1.1195672	1.0499301	0	0
BIOCARTA_TOB1_PATHWAY%MSIGDB_C2%BIOCARTA_TOB1_PATHWAY	0	1.2016828	1.0863714	0.74734265	1.9191763	0	0.873559	0	0	0.65390867	0.5522473	1.8946835	0	0	0	0.7013912	0.70102406	0	0.6716166	0	1.5181773	0	0.77292526	1.2230934	1.832369	1.2882628	1.479628	1.2108759	1.2158992
BASE EXCISION REPAIR%REACTOME%REACT_1104.2	1.2908198	1.6562469	0	0	1.9177552	1.8595148	0	0	0	1.7303941	0	0	1.3847833	0	0	1.465698	0	1.3728533	1.2308224	0	1.5256733	0	0	1.3843111	0	1.213867	1.21709	0.87258655	0
RESOLUTION OF ABASIC SITES (AP SITES)%REACTOME%REACT_1893.3	1.3273377	1.6503348	0	0	1.9123871	1.8922467	0	0	0	1.7235405	0	0	1.3959444	0	0	1.4798032	0	1.3588278	1.2319794	0	1.5173469	0	0	1.3748418	0	1.2120031	1.2412032	0.8617087	0
IL2 SIGNALING EVENTS MEDIATED BY PI3K%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY PI3K	0	1.4836267	0	0	1.9098548	0	0	0	0	1.0042852	1.4454101	0	1.3385558	0	0	0.7870271	0	0	0	0	1.7980696	0	0	1.2902218	0	0.6575205	1.6323265	0.82671356	1.683732
RIP-MEDIATED NFKB ACTIVATION VIA DAI%REACTOME%REACT_118563.2	0	1.5742079	1.8686556	0	1.9095843	0	1.3133011	0	0	0	0	0.907121	0	0	0	0	0	0	0.6355484	0	1.5693548	0	0	1.7154841	1.8383341	0.94037634	1.9255354	1.079257	0.93330467
TERMINATION OF RNA POLYMERASE I TRANSCRIPTION%GO%GO:0006363	1.1269296	1.5981885	0	1.2059209	1.90856	1.3062543	0	0	0	1.2554077	0	0	0	0	0	1.1550168	0	0	0.55973226	0	1.5212226	0	0	0.7360084	1.0036422	1.3136388	1.0469191	0.98684037	0
MEASLES%KEGG%HSA05162	0	1.4830151	1.2560929	0.8022054	1.9079412	0.7412716	0	0	0	0	0.7565482	1.28407	0	0	0	0	0	0	0.808144	0	1.6857605	0	0	1.782717	0.8773954	1.0751429	1.9869723	1.1899561	1.8269539
REGULATION OF ALPHA-BETA T CELL DIFFERENTIATION%GO%GO:0046637	1.151265	1.6791836	0	0.84361345	1.9072679	0.74989194	0	1.3100331	0	0	0	0.7596437	0	0	0.79130906	1.1890303	1.6912785	1.065861	0.71551526	0	1.9581153	0.9198589	1.5086393	1.8272345	0.8226482	0	1.0096103	0	1.7891519
COSTIMULATION BY THE CD28 FAMILY%REACTOME%REACT_19344.3	0	1.5314696	0	0.85731524	1.9058642	0	0	0	0	0	1.257189	1.0438298	1.3134562	0	1.2996091	0	0	0	0.7873871	0	1.6211566	0	0	1.8562472	0	0	1.8439564	1.0884764	1.427868
APOPTOSIS%KEGG%HSA04210	0	1.6082569	1.2053355	0	1.90535	0.6465022	0.86665386	0	0	0.88294864	0	0	0	0	0	0.9249801	0	0	0.87652534	0	1.6529979	0	0	1.7829165	1.1152068	0.70742947	1.5437595	0.8945286	2.1376264
DEMETHYLATION%GO%GO:0070988	0.971923	1.5491124	0	0.8239399	1.905177	1.4534127	0	0	0.75201404	1.3018205	0	0	0.9832022	0	0	1.2530102	0	0.8557162	1.7063698	1.1901563	1.451957	0	0	0.95330685	0	1.3293252	1.1644435	0.9171047	0
METABOLISM OF MRNA%REACTOME%REACT_20605.3	1.5344857	1.6050828	0	0	1.900732	1.6460111	0	2.1038105	0	2.1531756	0	0	1.5926988	0	0	1.8849639	0	2.08153	0	0	1.751398	0	0	0	0	1.4586567	0	1.5995829	0
HOST INTERACTIONS OF HIV FACTORS%REACTOME%REACT_6288.4	0	1.1940367	0	0	1.8992792	1.609919	0	1.6764976	0	1.872415	0	0	1.6477422	0	0	1.4152634	0	1.7806681	1.3579336	0	1.410732	0	0	1.3783407	0	1.1755527	1.0276507	1.0228114	0
DAI MEDIATED INDUCTION OF TYPE I IFNS%REACTOME%REACT_118764.2	0	1.6698885	1.8486105	0	1.898847	0	1.2485454	0	0	0	0	0	0	0	0	0	0	0	0.6063464	0	1.6213658	0	0	1.7935162	1.7610104	1.0805286	1.9503211	1.1538641	1.1784651
CALCINEURIN-REGULATED NFAT-DEPENDENT TRANSCRIPTION IN LYMPHOCYTES%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CALCINEURIN-REGULATED NFAT-DEPENDENT TRANSCRIPTION IN LYMPHOCYTES	0.9669997	1.599088	0	0	1.8935609	0.9573795	0	0	0	0.94047755	1.0836141	0	0	0	0	0.7638195	0	0.92522705	0	0	1.7016568	0	0.81681144	1.7418171	0	0.56987554	2.2851233	0.95814127	1.5305592
POSITIVE REGULATION OF MRNA PROCESSING%GO%GO:0050685	1.3596494	1.4934142	0	0.7660395	1.8926438	1.2998428	0	0	0	1.024666	0	0	1.7192713	0	0	1.4358176	0	1.0360938	1.3610568	0	1.7210091	0	0	1.0965552	0	1.1801039	1.1906905	0.9934935	0
CELL CYCLE%KEGG%HSA04110	0.9328685	1.431004	0	0	1.8922048	1.6527969	0	0	0	1.651007	0	0	1.2698518	0	0	1.4980751	0	1.395124	0.9375178	0	1.4485122	0	0	1.4251424	0	1.3451144	1.9898444	0.7816282	0
DESTABILIZATION OF MRNA BY KSRP%REACTOME%REACT_25042.1	1.1150887	1.4726435	0	0	1.8916596	1.5299149	0	0	0	1.6956751	0	0	1.0762647	0	0	1.3136848	0	0.8292165	0.8139324	0	1.9071355	0	0	1.266883	0	1.283409	1.6528436	1.0564717	0
GAP-FILLING DNA REPAIR SYNTHESIS AND LIGATION IN TC-NER%REACTOME%REACT_74.3	1.391262	1.5779147	0	0	1.8915559	1.9661438	0	0	0	1.6872867	0	0	0.9358588	0	0	1.7358521	0	1.7344505	1.2055728	0	1.4898924	0	0	1.7554374	0	1.1454282	1.141972	0	0
REGULATION OF DNA REPAIR%GO%GO:0006282	0	1.5404186	0	0	1.885468	1.4224052	0	0	0	1.7535455	0	0	1.5098296	0	0	1.4554262	0	1.5981665	0.7175192	0	1.7326815	0	0	0.9149895	0	1.407402	1.0940577	0.7335138	0
MITOTIC METAPHASE AND ANAPHASE%REACTOME%REACT_150314.1	0	1.3057457	0	0	1.8845112	1.6871104	0	0	0	1.7498696	0	0	1.5552334	0	0	1.5937127	0	1.3773686	1.2369988	0	1.509806	0	0	1.2094978	0	1.3750838	1.1331162	1.0114156	0
HOMOLOGOUS RECOMBINATION%KEGG%HSA03440	1.5843182	1.4000999	0	0	1.8802843	1.9121394	0	0	0	1.5248669	0	0	0	0	0	1.5480665	0	1.542262	0.6170034	0	1.5240123	0	0	1.4418505	0	0.7711042	1.5252359	0.82821953	0
REGULATION OF CELL CYCLE PHASE TRANSITION%GO%GO:1901987	0.9671401	1.407351	0	0	1.8801708	1.551919	0	1.0308456	0	1.6915108	0	0	1.3691146	0	0	1.4986554	0	1.547762	1.0629556	0	1.4864728	0	0	1.1943516	0	1.2944564	1.3512839	0.7818655	0
MULTI-ORGANISM CELLULAR PROCESS%GO%GO:0044764	1.3466314	1.6625705	0	0	1.8793373	1.6258352	0	1.6609998	0	1.9270504	0	0	1.4508687	0	0	1.5756756	0	1.7342322	1.0363888	0	1.5760765	0	0	0	0	1.3657254	1.3607608	1.3725764	0
NEGATIVE REGULATION OF HISTONE MODIFICATION%GO%GO:0031057	0	1.6142266	0	0	1.8789748	1.3140316	0	1.0572393	0	1.4064555	0	0	1.3425506	0	0	1.3110083	0	0.7720549	1.1976328	0	1.5104882	0	0	1.3112462	0	1.1348116	1.4011966	0.6412432	0
METHYLATION%GO%GO:0032259	0.866996	1.2740287	0	1.0635656	1.878968	1.6243184	0	0	0	1.6640321	0	0	1.041657	0	0	1.3018254	0	0.82418114	1.3972397	0	1.4198582	0	0	0.9867099	0	1.3643314	1.086372	1.1888195	0
RNA POLYMERASE I TRANSCRIPTION TERMINATION%REACTOME%REACT_1074.1	1.1141425	1.6156726	0	1.1921067	1.8772631	1.2873874	0	0	0	1.2593299	0	0	0	0	0	1.1582549	0	0	0.55381805	0	1.529329	0	0	0.7367555	1.0047531	1.3268162	1.0315485	1.0057629	0
BIOCARTA_KERATINOCYTE_PATHWAY%MSIGDB_C2%BIOCARTA_KERATINOCYTE_PATHWAY	0	1.6531445	1.6105939	0	1.8734775	0	0	0	0	0	1.4493542	0	0	0	1.0246117	0	0	0	0.92868555	0	1.603235	0	0	1.541567	1.5167881	1.1708559	1.315823	1.0054083	1.6734104
TELOMERE MAINTENANCE VIA SEMI-CONSERVATIVE REPLICATION%GO%GO:0032201	1.5018257	1.5665219	0	0	1.8729298	1.8840393	0	0	0	1.7039449	0	0	0.8374132	0	0	1.693174	0	1.7355651	1.1751882	0	1.5880518	0	0	1.6698112	0	1.1029052	1.0384005	0	0
MITOTIC ANAPHASE%REACTOME%REACT_1275.2	0	1.3022262	0	0	1.8723692	1.6890733	0	0	0	1.7495894	0	0	1.5620636	0	0	1.5842782	0	1.3668691	1.2446184	0	1.5150131	0	0	1.2075088	0	1.3775549	1.1228437	1.0109835	0
TRAIL SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TRAIL SIGNALING PATHWAY	0	1.5252324	1.3804708	0.73182684	1.8719902	0.8690724	0	0	0	0	1.1511368	0	0	0	0.8211712	0	0	0	1.0487753	0	1.4712003	0	0	1.6583493	0.68617326	0.7746975	1.2606561	0	1.5557795
LAGGING STRAND SYNTHESIS%REACTOME%REACT_312.5	1.5770438	1.5957994	0	0	1.8709005	1.8434438	0	0	0	1.7010732	0	0	0.7063774	0	0	1.666268	0	1.7650363	1.2328718	0	1.6101559	0	0	1.6874489	0	1.1659477	0.9820551	0	0
RNA POLYMERASE%KEGG%HSA03020	1.1688097	1.6679735	0	1.084746	1.8679286	1.6987542	0	0	0	1.6533335	0	0	0	0	0	0.9499298	0	0.7735049	1.4967519	0	1.6054522	0	0	1.0278239	0.66151094	0.9036131	1.4990424	0.9404754	0
REGULATION OF INTERLEUKIN-2 PRODUCTION%GO%GO:0032663	0	1.358714	0	0.7861096	1.8677824	0.9438005	0	0	0	0	0.7598025	1.3064604	0	0	0	1.2036005	0	0	0.90424734	0	1.2885374	0	1.0498761	1.0030948	1.2448014	0.7005715	1.1736174	0.9702532	0.89738
REPAIR SYNTHESIS FOR GAP-FILLING BY DNA POLYMERASE IN TC-NER%REACTOME%REACT_1993.3	1.2809956	1.5532124	0	0	1.8647345	1.9103631	0	0	0	1.7671477	0	0	1.0156529	0	0	1.7363212	0	1.6894673	1.3002824	0	1.45797	0	0	1.7186579	0	1.1358294	1.0708808	0	0
INOSITOL LIPID-MEDIATED SIGNALING%GO%GO:0048017	1.3692547	1.2523562	0	0	1.8647152	1.1886846	0	0	0	1.3904738	1.230645	0	1.7894341	0	0	1.3568186	0	0.9386826	1.5552675	0	1.3311516	0	0	0.8020422	0	1.0824671	1.2910465	1.2193089	0
BIOCARTA_RARRXR_PATHWAY%MSIGDB_C2%BIOCARTA_RARRXR_PATHWAY	0	1.5421302	0	0.61788976	1.8640547	1.4197744	0	0	0	1.3827313	0	0	0	0	0	0.9288938	0	0.581978	1.4216936	0	1.5923344	0	0.6268368	1.5990844	0	1.2765659	1.4756781	0.8627996	0
REGULATION OF RESPONSE TO DNA DAMAGE STIMULUS%GO%GO:2001020	0	1.6427549	0	0	1.8632855	1.4021333	0	0	0	1.6716985	0	0	1.1252141	0	0	1.4184008	0	1.3585535	0.8073023	0	1.766197	0	0	1.334235	0	1.3602393	1.1851348	0.9245959	0
GAP-FILLING DNA REPAIR SYNTHESIS AND LIGATION IN GG-NER%REACTOME%REACT_1998.3	1.3517861	1.5604527	0	0	1.862967	1.945511	0	0	0	1.7148498	0	0	0.9345189	0	0	1.7560828	0	1.7143602	1.2117246	0	1.4881202	0	0	1.7599965	0	1.156086	1.1577606	0	0
VIRAL REPRODUCTION%GO%GO:0016032	1.33843	1.6619437	0	0	1.860658	1.6268364	0	1.6846056	0	1.9263576	0	0	1.4645368	0	0	1.5782015	0	1.743381	1.0255125	0	1.5911237	0	0	0	0	1.3718047	1.3640183	1.372881	0
RORA ACTIVATES CIRCADIAN EXPRESSION%REACTOME%REACT_118659.2	1.0090289	1.6005609	0	0.6279201	1.8605287	1.4018358	0	0	0	1.075007	0	0	0.64344853	0	0	0.96765435	0	0	1.4222049	0	1.7257886	0	0	1.9572151	0	1.0658766	1.7560382	0.97252274	0
REPAIR SYNTHESIS OF PATCH ~27-30 BASES LONG BY DNA POLYMERASE%REACTOME%REACT_378.3	1.2967976	1.5329466	0	0	1.8590691	1.9381039	0	0	0	1.7922261	0	0	1.0165136	0	0	1.7352933	0	1.7372943	1.3030224	0	1.4757448	0	0	1.7668962	0	1.1189455	1.0804099	0	0
TRANSCRIPTION INITIATION FROM RNA POLYMERASE I PROMOTER%GO%GO:0006361	1.186166	1.5359492	0	1.2943172	1.8559262	1.315447	0	0	0	1.2825226	0	0	0	0	0	1.1439942	0	0	0.7270801	0	1.4365591	0	0	0.8282952	1.0934535	1.3351982	0.9218381	0.9101252	0
SEPARATION OF SISTER CHROMATIDS%REACTOME%REACT_150471.2	0	1.2857773	0	0	1.8537388	1.6662967	0	0	0	1.7360408	0	0	1.4956669	0	0	1.5617049	0	1.4105525	1.2530584	0	1.4838182	0	0	1.2461351	0	1.3843793	1.101191	0.95045674	0
IL5%NETPATH%IL5	0	1.5629989	0	0	1.8537033	0	0	0	0	0	0.7274622	0	0.9687096	0	0	0	0	0	0.73575103	0	1.6367676	0	0	2.117394	0.9558586	0	1.8462726	1.0273342	2.1352093
SIGNALING BY INTERLEUKINS%REACTOME%REACT_22232.2	0	1.3890742	0	0	1.8526694	0	0	0	0	0.7893075	1.1936783	1.3747132	1.1292039	0	0.967504	0	0	0	1.0336062	0	1.548028	0	0	1.9710174	0.88396806	0.638663	1.8312123	0.93064874	2.4295895
BIOCARTA_HIVNEF_PATHWAY%MSIGDB_C2%BIOCARTA_HIVNEF_PATHWAY	0	1.6654426	1.058104	0	1.8485163	1.100374	0	0	0	0	0	0	0	0	0	1.076647	0	0	0.7797847	0	1.6555958	0	0	1.3943319	1.1261178	0.868295	1.5717638	1.2892528	1.3202667
IL27-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL27-MEDIATED SIGNALING EVENTS	0.8626735	1.0574152	0.8227766	0	1.8482047	0	1.2881188	0	0	0	0	1.4873265	0	0	0.55278474	0	0	0	0.62252176	0	1.7113775	0	0.9113858	1.9653598	1.4472334	0.93001336	1.9811842	1.3524423	1.6274123
BIOCARTA_DEATH_PATHWAY%MSIGDB_C2%BIOCARTA_DEATH_PATHWAY	0	1.5351145	0.90803874	0	1.8479785	0.90769756	0.9150851	0	0	0.62065613	0	0.76911	0	0	0	1.010679	0	0	0.79116297	0	1.6218773	0	0	1.3945526	0.98582035	0.64541095	1.4119059	1.2809317	1.2261214
REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU-RICH ELEMENTS%REACTOME%REACT_24994.2	0	1.0369747	0	1.0885239	1.847214	1.5686743	0	1.4324266	0	1.9909617	0	0	1.4333215	0	0	1.7187668	0	1.7344264	1.2956115	0	1.498335	0	0	0	0	1.3618662	0	1.1013893	0
INTERLEUKIN-3, 5 AND GM-CSF SIGNALING%REACTOME%REACT_23837.2	0	1.4560895	0	0	1.8470782	0	0	0	0	0	0.86533004	1.1544236	1.2494215	0	0	0	0	0	1.1903421	0	1.5308146	0	0	1.9943322	0	0	1.9804522	0.9832987	2.7191324
PROTEIN ALKYLATION%GO%GO:0008213	1.014367	1.1380175	0	1.1084782	1.846855	1.4986185	0	0	0	1.5991483	0	0	1.1676161	0	0	1.4266837	0	0	1.4244368	0	1.4356506	0	0	0.8736509	0	1.2158071	0.9823013	1.1248324	0
MAP KINASE ACTIVATION IN TLR CASCADE%REACTOME%REACT_21308.2	0	1.3420625	1.1220483	0	1.8444992	1.0619287	0	0	0	0	1.3498101	0	1.2253362	0	1.1185713	1.07116	0	0	1.1800252	0	1.5279832	0	0	1.7194403	1.417807	0.97968674	1.205676	1.0212598	0
REGULATION OF CELL CYCLE ARREST%GO%GO:0071156	0	0.9772366	0	0.79943097	1.8438854	1.5991722	0	1.0932939	0	1.989698	0	0	1.2329245	0	0	1.72579	0	1.8201406	1.1935678	0	1.431373	0	0	0.91555536	0	1.2545724	0	1.0039874	0
PHOSPHATIDYLINOSITOL-MEDIATED SIGNALING%GO%GO:0048015	1.3747518	1.2401897	0	0	1.8436515	1.1964533	0	0	0	1.4011189	1.2192242	0	1.7861335	0	0	1.3518664	0	0.94400436	1.5732312	0	1.3354661	0	0	0.80041236	0	1.0793774	1.285351	1.2226557	0
PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GO%GO:0070647	0	1.4934756	0	0.7088314	1.8427534	1.3692917	0	0	0	1.5254112	0.9594804	0	1.5023718	0	0	1.2031732	0	1.0834167	1.4136287	0	1.537394	0	0	0.99756175	0	1.266847	1.0647657	0.8437355	0
PROTEIN METHYLATION%GO%GO:0006479	1.0241394	1.1316483	0	1.1123377	1.840031	1.4985046	0	0	0	1.6090578	0	0	1.1709526	0	0	1.4388138	0	0	1.416547	0	1.4499531	0	0	0.8636802	0	1.2290279	0.9917626	1.1313168	0
DEFENSINS%REACTOME%REACT_115846.1	0	0	0	1.2125617	1.8383989	0	0.9506349	1.6510515	0	0	0	2.096505	0	1.0937351	1.2732824	0	1.4366286	0.96080244	0	1.9892578	0	1.9147619	2.1232228	1.4070953	2.0089505	0	1.0243682	1.8186618	1.800555
SA_CASPASE_CASCADE%MSIGDB_C2%SA_CASPASE_CASCADE	0.9991753	1.6598556	1.0021402	0.7537855	1.8376815	0.611634	0	0	0	1.0973577	0	0	0	0	0	0.74419487	0	0	1.1247057	0	1.6247132	0	0.7360534	1.5138509	0	0	1.4668635	1.0857086	1.2206616
DNA INTEGRITY CHECKPOINT%GO%GO:0031570	0	1.1642834	0	0.74252224	1.837427	1.5812602	0	0	0	1.7697381	0	0	1.2017975	0	0	1.4139413	0	1.6229697	1.1200202	0	1.5694224	0	0	1.0169321	0	1.260974	0.977678	0.8628604	0
NEGATIVE REGULATION OF RNA SPLICING%GO%GO:0033119	1.0316414	1.3755157	0	0	1.8366235	1.7891012	0	1.0816097	0	1.6209002	0	0	1.5486943	0	0	1.431943	0	1.574361	1.172185	0	1.7133809	0	0	0	0	1.2991549	1.3737338	0.87835294	0
BIOCARTA_PDGF_PATHWAY%MSIGDB_C2%BIOCARTA_PDGF_PATHWAY	0	1.3419187	1.3134664	0	1.8365073	0	0	0	0	0	1.3111057	0	0	0	1.0990036	0	0	0	1.1397593	0	1.5035313	0	0	1.5551195	1.1460372	1.2067904	1.3042365	0	1.5225382
CTLA4 INHIBITORY SIGNALING%REACTOME%REACT_19405.1	0	0.7349032	0	0	1.8332785	0	0	0	0	0.8300798	1.9095541	0	2.0462751	0	1.3291177	1.3936152	0	0	1.5383625	0	1.2376041	0	0	1.2697862	0	0.83572066	1.0484042	0.74450296	1.4985024
POSITIVE REGULATION OF PROTEIN INSERTION INTO MITOCHONDRIAL MEMBRANE INVOLVED IN APOPTOTIC SIGNALING PATHWAY%GO%GO:1900740	0	0	0	1.0196716	1.8317151	0	0	0	0	1.2287145	1.5915895	0	1.7210174	0	0	0.7853194	0	1.0968949	0.9599486	0	1.0428808	0	0	0	0	0.627577	1.5152626	0	1.9292371
TCR%NETPATH%TCR	0	1.5224046	0	0	1.8302181	0.7236119	0.9785394	0	0	0	1.1638196	0	1.1838726	0	0	0.7236898	0	0	0.82925063	0	1.6411561	0	0	1.7250733	1.1756896	0.82309896	1.8442001	1.121048	2.114231
