	Fetal_Gut	Fetal_Ovary	Fetal_Placenta	Fetal_Testis	Fetal_Brain	Fetal_Heart	Fetal_Liver
APC C:CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C:CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1%REACTOME%REACT_6761.2	0	1.6305795	1.3915132	2.09886	1.5040315	1.6107929	1.9943316
VIF-MEDIATED DEGRADATION OF APOBEC3G%REACTOME%REACT_9453.2	0	1.6303595	1.4397689	2.3035412	1.468441	1.7052008	2.1183395
POSITIVE REGULATION OF DNA-DEPENDENT TRANSCRIPTION, ELONGATION%GO%GO:0032786	0	1.6302776	0	1.4304171	1.1068757	1.1722487	0.9525987
REGULATION OF MRNA PROCESSING%GO%GO:0050684	1.3458612	1.6289247	0	1.606823	2.0435019	1.7858211	1.415591
P53-INDEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME%REACT_1208.1	0	1.628002	1.5852234	2.262591	1.3307748	1.6607512	2.1496952
SIGNAL TRANSDUCTION INVOLVED IN DNA INTEGRITY CHECKPOINT%GO%GO:0072401	0	1.6276911	1.3288312	2.1101654	1.2848203	1.6837116	2.0178168
VIRAL REPRODUCTION%GO%GO:0016032	1.33843	1.6268364	1.6846056	1.9263576	1.4645368	1.5782015	1.743381
ESTABLISHMENT OF PROTEIN LOCALIZATION TO MITOCHONDRION%GO%GO:0072655	0	1.6259884	0	1.6311238	0.8315968	1.4951615	0.95300746
MULTI-ORGANISM CELLULAR PROCESS%GO%GO:0044764	1.3466314	1.6258352	1.6609998	1.9270504	1.4508687	1.5756756	1.7342322
SIGNAL TRANSDUCTION INVOLVED IN DNA DAMAGE CHECKPOINT%GO%GO:0072422	0	1.6254401	1.3400527	2.094341	1.2761291	1.7156761	2.0534148
TRNA CHARGING%HUMANCYC%TRNA-CHARGING-PWY	0	1.6254302	0	0.80517894	0	1.4604496	1.0754756
DNA ALKYLATION%GO%GO:0006305	1.060713	1.6251867	0	1.446286	1.3604925	1.3051316	0.8208906
METHYLATION%GO%GO:0032259	0.866996	1.6243184	0	1.6640321	1.041657	1.3018254	0.82418114
NUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS%GO%GO:0009124	0.6995944	1.623969	0	1.5961206	1.0687509	1.2676387	1.532603
STABILIZATION OF P53%REACTOME%REACT_309.2	0	1.623792	1.5738069	2.2640173	1.3083379	1.666409	2.1513546
AUTODEGRADATION OF CDH1 BY CDH1:APC C%REACTOME%REACT_6785.1	0	1.6235806	1.407582	2.0242946	1.4746649	1.6270994	1.9420863
UBIQUITIN-DEPENDENT DEGRADATION OF CYCLIN D%REACTOME%REACT_938.4	0	1.6229539	1.560871	2.3389542	1.3914983	1.6376414	2.1268291
CELL CYCLE PHASE TRANSITION%GO%GO:0044770	0	1.6227412	0	1.7580392	1.7212881	1.542506	1.5018352
DOUBLE-STRAND BREAK REPAIR%REACTOME%REACT_2054.4	1.262611	1.6210577	0	1.6232002	0	1.3965251	1.3015101
AUTODEGRADATION OF THE E3 UBIQUITIN LIGASE COP1%REACTOME%REACT_20549.1	0	1.6204984	1.551887	2.266493	1.350268	1.6732101	2.1558344
TRNA AMINOACYLATION FOR PROTEIN TRANSLATION%GO%GO:0006418	0	1.6203454	0	1.0565907	0	1.4429688	1.2376815
DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR RESULTING IN CELL CYCLE ARREST%GO%GO:0006977	0	1.6200631	1.3668824	2.0984657	1.2887781	1.7339777	2.0175786
UBIQUITIN MEDIATED DEGRADATION OF PHOSPHORYLATED CDC25A%REACTOME%REACT_1614.4	0	1.619463	1.5623796	2.2643192	1.3151596	1.6761568	2.120758
MITOTIC CELL CYCLE PHASE TRANSITION%GO%GO:0044772	0	1.6194429	0	1.755176	1.734851	1.5370116	1.5049797
SIGNAL TRANSDUCTION INVOLVED IN MITOTIC CELL CYCLE CHECKPOINT%GO%GO:0072413	0	1.6185182	1.3496616	2.1038244	1.2927397	1.736852	2.0235493
P53-INDEPENDENT DNA DAMAGE RESPONSE%REACTOME%REACT_2160.2	0	1.6182016	1.5593009	2.2439983	1.3241615	1.6733333	2.1224158
RNA POLYMERASE II TRANSCRIPTION INITIATION%REACTOME%REACT_1851.5	1.0159798	1.6180662	0	1.6046497	0.71192074	0.98311174	1.1587627
REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION%GO%GO:0030071	0	1.6179653	0	1.3185941	1.2129658	1.1118517	1.108051
REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GO%GO:1902099	0	1.6173131	0	1.3067466	1.2280874	1.1206461	1.0727923
REGULATION OF CELLULAR AMINE METABOLIC PROCESS%GO%GO:0033238	0	1.6168469	1.4308652	2.072606	1.1014516	1.5292916	2.1946223
NUCLEUS ORGANIZATION%GO%GO:0006997	0	1.6155111	0	1.4800243	0.9969498	1.1354268	0
TRANSLATION%GO%GO:0006412	1.3453823	1.6154573	1.8055269	1.8553987	0.9817428	1.9241273	2.2339375
REGULATION OF ACTIVATED PAK-2P34 BY PROTEASOME MEDIATED DEGRADATION%REACTOME%REACT_13464.2	0	1.6152321	1.5918319	2.317377	1.4096256	1.6855046	2.1219132
REGULATION OF CELLULAR AMINO ACID METABOLIC PROCESS%GO%GO:0006521	0.86777544	1.6151539	1.3562678	2.1502092	1.1739941	1.6035167	2.1310368
CELL AGING%GO%GO:0007569	0.8681507	1.6149744	1.1217238	1.3141924	0	1.2095634	1.0320883
APC C:CDC20 MEDIATED DEGRADATION OF SECURIN%REACTOME%REACT_6871.2	0	1.6144936	1.4078488	2.082802	1.5030785	1.6117541	1.9404619
MITOTIC G1 DNA DAMAGE CHECKPOINT%GO%GO:0031571	0	1.6141864	1.2954748	2.0981357	1.286941	1.6995747	1.9790046
SIGNAL TRANSDUCTION INVOLVED IN MITOTIC G1 DNA DAMAGE CHECKPOINT%GO%GO:0072431	0	1.6135646	1.3661727	2.1303544	1.2972229	1.7157944	2.0204003
RNA POLYMERASE II TRANSCRIPTION PRE-INITIATION AND PROMOTER OPENING%REACTOME%REACT_1655.5	1.013065	1.6127702	0	1.6179916	0.6944093	1.0039667	1.1423988
CELLULAR PROTEIN COMPLEX DISASSEMBLY%GO%GO:0043624	1.8999901	1.6120988	2.6086855	2.2556527	1.4329542	1.9628531	2.5390594
POSITIVE REGULATION OF CELL CYCLE ARREST%GO%GO:0071158	0	1.6110855	1.1927723	2.078987	1.2701607	1.7587947	1.9669526
BARD1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BARD1 SIGNALING EVENTS	1.1849973	1.6109589	0	1.7006711	0.9691507	1.4669173	1.0527309
HOST INTERACTIONS OF HIV FACTORS%REACTOME%REACT_6288.4	0	1.609919	1.6764976	1.872415	1.6477422	1.4152634	1.7806681
HIV-1 TRANSCRIPTION INITIATION%REACTOME%REACT_6332.5	1.0195898	1.6093074	0	1.6155151	0.69031525	0.99437755	1.1539764
PROTEIN FOLDING%REACTOME%REACT_16952.2	0.9638144	1.6080207	0	1.7156742	2.0347974	1.7772248	1.561087
NEGATIVE REGULATION OF CELL CYCLE PROCESS%GO%GO:0010948	1.0193634	1.6077257	0	1.7385176	1.3507246	1.5609616	1.4562861
DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GO%GO:0030330	0.8879276	1.6075532	1.157893	1.9108524	1.2397357	1.6708337	1.9248664
NUCLEOCYTOPLASMIC TRANSPORT%GO%GO:0006913	1.3254266	1.607465	0	1.508979	1.5213239	1.2356194	1.0561972
MITOTIC SPINDLE CHECKPOINT%REACTOME%REACT_2137.2	0.71854466	1.6070284	0	1.0924394	1.3413814	1.2478131	0.9709658
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%REACTOME%REACT_115902.1	1.8436089	1.5555588	2.8111434	2.2148852	1.0646594	1.8170965	2.6774096
PROTEIN TARGETING TO ER%GO%GO:0045047	1.8103845	1.5560132	2.7992442	2.2461507	1.0749598	1.8429486	2.657579
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GO%GO:0006614	1.8090568	1.5440834	2.7715774	2.2660038	1.0877169	1.8386031	2.6473715
ESTABLISHMENT OF PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GO%GO:0072599	1.7821687	1.5422876	2.7687943	2.227692	1.0619752	1.86436	2.6357503
ASPARAGINE N-LINKED GLYCOSYLATION%REACTOME%REACT_22426.3	1.2018555	1.3966416	2.7599735	1.4473883	0	0	2.1430612
COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GO%GO:0006613	1.7447728	1.5479555	2.7482913	2.2445571	1.0841228	1.8022367	2.6508849
COLLAGEN BIOSYNTHESIS AND MODIFYING ENZYMES%REACTOME%REACT_121139.2	1.8024213	1.0861362	2.7364285	1.1106527	0	1.4167973	0
PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GO%GO:0070972	1.7171404	1.5730989	2.7090423	2.172385	1.1252351	1.7859814	2.5598037
COLLAGEN FORMATION%REACTOME%REACT_120729.4	1.6625569	0.8787111	2.701956	0.97793406	0	1.2311281	0
MULTI-MULTICELLULAR ORGANISM PROCESS%GO%GO:0044706	1.5712332	0.7225327	2.6320295	1.1681099	0.72660357	1.4981747	0.79681784
FEMALE PREGNANCY%GO%GO:0007565	1.6634715	0.6414934	2.5840416	1.2562388	0.72617704	1.5952507	0.7736876
PROTEIN N-LINKED GLYCOSYLATION VIA ASPARAGINE%GO%GO:0018279	1.1456829	1.4242107	2.5820913	1.5122958	0	0	2.1231709
METABOLISM OF STEROID HORMONES AND VITAMIN D%REACTOME%REACT_11057.4	1.675674	1.1457574	2.5565584	1.8103448	0.41263884	1.161969	1.2514993
PEPTIDYL-ASPARAGINE MODIFICATION%GO%GO:0018196	1.1065694	1.4074488	2.5438695	1.5193686	0	0	2.0644965
TRANSPORT TO THE GOLGI AND SUBSEQUENT MODIFICATION%REACTOME%REACT_25046.1	1.5445871	0.94257957	2.53257	0.98039156	0	0	1.9558535
PROTEIN N-LINKED GLYCOSYLATION%GO%GO:0006487	1.1288847	1.39088	2.5180025	1.4747665	0	0	2.1325314
STEROID HORMONES%REACTOME%REACT_15493.1	1.7121402	1.1457283	2.5102875	1.8001721	0.41482276	1.1599929	1.2841054
PROTEIN TARGETING TO MEMBRANE%GO%GO:0006612	1.4307901	1.4297081	2.484141	2.00335	1.1306298	1.6957663	2.3025458
N-GLYCAN BIOSYNTHESIS%KEGG%HSA00510	0	1.2113798	2.4808471	1.1973495	0	0	2.0188894
EXTRACELLULAR MATRIX ORGANIZATION%REACTOME%REACT_118779.4	1.7397377	0.5538554	2.4697933	0.71245956	0	1.1139249	0
ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES%REACTOME%REACT_150180.2	1.1552988	0.5486591	2.419587	0	0	0.93454796	0
POST-TRANSLATIONAL PROTEIN MODIFICATION%REACTOME%REACT_22161.3	1.6168491	1.0727713	2.324672	1.1776685	0	0	1.8643672
EXTRACELLULAR STRUCTURE ORGANIZATION%GO%GO:0043062	1.593146	0.56673235	2.2451189	0.7962998	0	1.133025	0
EXTRACELLULAR MATRIX ORGANIZATION%GO%GO:0030198	1.6166538	0.5534538	2.2057037	0.8003489	0	1.1273663	0
REGULATION OF MEGAKARYOCYTE DIFFERENTIATION%GO%GO:0045652	1.7912742	1.5540483	2.1970022	2.1239738	2.0369253	1.9055674	2.0934622
POST-TRANSLATIONAL PROTEIN MODIFICATION%GO%GO:0043687	1.5185362	1.0910493	2.171195	1.1587665	0	0	1.942938
ACTIVATION OF SIGNALING PROTEIN ACTIVITY INVOLVED IN UNFOLDED PROTEIN RESPONSE%GO%GO:0006987	1.2274566	1.2391357	2.159087	1.2709837	0	0.63910276	1.5120606
ESTABLISHMENT OF PROTEIN LOCALIZATION TO ORGANELLE%GO%GO:0072594	1.1244643	1.5786742	2.144556	1.9873105	1.153953	1.6745166	2.173017
GLYCOPROTEIN BIOSYNTHETIC PROCESS%GO%GO:0009101	1.4013294	1.0967175	2.1409073	1.1524652	0	0	1.7500167
PROTEIN GLYCOSYLATION%GO%GO:0006486	1.3366334	1.1915436	2.1388767	1.1979136	0	0	1.8455112
COLLAGEN METABOLIC PROCESS%GO%GO:0032963	1.428386	0.68912166	2.1363037	0	0	1.0095385	0
ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE%GO%GO:0030968	1.1217678	1.1612576	2.135482	1.3165252	0	0	1.6203841
KERATAN SULFATE METABOLIC PROCESS%GO%GO:0042339	1.4345347	0.7989066	2.1233299	1.1215503	0	0	0.8781889
TIGHT JUNCTION INTERACTIONS%REACTOME%REACT_19373.1	1.6345607	0	2.1072226	0.4765377	0	0.7309593	0.83589244
CELLULAR RESPONSE TO UNFOLDED PROTEIN%GO%GO:0034620	1.0967337	1.1655953	2.1051934	1.3300154	0	0	1.606618
MACROMOLECULE GLYCOSYLATION%GO%GO:0043413	1.3440063	1.1857002	2.1000612	1.2010814	0	0	1.8403131
GLYCOSYLATION%GO%GO:0070085	1.3315758	1.1849482	2.0979428	1.2006966	0	0	1.8433709
ECM-RECEPTOR INTERACTION%KEGG%HSA04512	1.0482987	0	2.0795631	0	0	0.97323304	0
RESPONSE TO UNFOLDED PROTEIN%GO%GO:0006986	0	1.2420244	2.0737371	1.3770499	0.9011447	0.9109066	1.5143864
AMINO ACID TRANSPORT ACROSS THE PLASMA MEMBRANE%REACTOME%REACT_13796.2	1.3619783	0	2.0569677	0	1.523582	0	1.6501181
POSITIVE REGULATION OF NUCLEASE ACTIVITY%GO%GO:0032075	1.2862926	1.2592475	2.0506406	1.3115762	0	0.70688415	1.5778127
UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING	0.8970118	0	2.0489516	0	0	0	0.87721753
ER-NUCLEUS SIGNALING PATHWAY%GO%GO:0006984	1.1629335	1.1942216	2.0474715	1.3249707	0	0	1.5605531
KERATAN SULFATE KERATIN METABOLISM%REACTOME%REACT_121288.2	1.5353069	0.7142912	2.039693	1.0197915	0	0	0.9351129
VESICLE COATING%GO%GO:0006901	1.3750875	1.52316	2.0392745	1.4061344	0	0.83361346	1.8169886
N-GLYCAN ANTENNAE ELONGATION IN THE MEDIAL TRANS-GOLGI%REACTOME%REACT_25208.1	1.5312716	0.81229615	2.0363805	0	0	0	1.1622224
BETA1 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA1 INTEGRIN CELL SURFACE INTERACTIONS	1.2903203	0	2.0358973	0	0	1.0572108	0
COLLAGEN FIBRIL ORGANIZATION%GO%GO:0030199	1.6652665	0.77083534	2.032238	1.1071801	0	0.97394013	0
COLLAGEN CATABOLIC PROCESS%GO%GO:0030574	1.3947484	0	2.0220914	0	0	1.0025544	0
MEMBRANE BUDDING%GO%GO:0006900	1.3967357	1.5447441	2.0209913	1.4708767	0	0.91547537	1.7207359
GLYCOPROTEIN METABOLIC PROCESS%GO%GO:0009100	1.4305965	1.0741094	2.0183353	1.0991454	0	0	1.6231153
HIPPO SIGNALING CASCADE%GO%GO:0035329	1.3019007	0.9864094	2.0088	1.6738176	0.9101542	1.5482317	0.7707992
MULTICELLULAR ORGANISMAL MACROMOLECULE METABOLIC PROCESS%GO%GO:0044259	1.5129204	0.6807563	2.0000753	0	0	1.0211018	0
CELLULAR PROCESS INVOLVED IN REPRODUCTION%GO%GO:0048610	1.4979362	1.5469495	1.9940512	1.8323228	1.4052625	1.642073	1.8634945
RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN%GO%GO:0035966	0	1.2059497	1.9803336	1.3123795	0.84990656	0.87555546	1.4742457
TERMINATION OF O-GLYCAN BIOSYNTHESIS%REACTOME%REACT_115835.1	1.8846209	0	1.9797593	0	0	0	1.1824335
BIOCARTA_PROTEASOME_PATHWAY%MSIGDB_C2%BIOCARTA_PROTEASOME_PATHWAY	1.506622	1.5975863	1.978927	2.0909746	1.1411631	1.6353407	1.9356438
PLATELET DEGRANULATION%REACTOME%REACT_318.7	0	0	1.9767649	0	0	0	0
MULTICELLULAR ORGANISMAL METABOLIC PROCESS%GO%GO:0044236	1.627557	0.6044037	1.9711502	0	0	1.0118383	0
VESICLE TARGETING%GO%GO:0006903	1.4741285	1.3532385	1.9670238	1.3648273	0	0.7547397	1.6774558
MULTICELLULAR ORGANISMAL CATABOLIC PROCESS%GO%GO:0044243	1.6346862	0	1.9609164	0	0	1.0410078	0
REGULATION OF NUCLEASE ACTIVITY%GO%GO:0032069	1.2462046	1.2546288	1.9558871	1.2393584	0	0.67812824	1.4853287
POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY	1.0946497	0.78153825	1.9528269	0.9450885	1.5394063	0.71649784	1.1275389
PROTEIN PROCESSING IN ENDOPLASMIC RETICULUM%KEGG%HSA04141	0	1.4908848	1.9521304	1.4285275	0	0	1.6537361
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I%GO%GO:0002474	1.0480698	1.1186078	1.9416244	1.5572716	0	1.0203176	1.8251146
GLYCOSAMINOGLYCAN BIOSYNTHESIS - CHONDROITIN SULFATE%KEGG%HSA00532	1.3786247	0.99671733	1.9339894	1.5808822	1.4649497	1.0475289	1.0476214
PLATELET DEGRANULATION%GO%GO:0002576	0	0	1.931917	0	0	0	0
RESPONSE TO ENDOPLASMIC RETICULUM STRESS%GO%GO:0034976	0.95051074	1.1355073	1.921887	1.3901888	0	0	1.325344
CELLULAR COMPONENT DISASSEMBLY%GO%GO:0022411	1.6446745	1.3093971	1.9206715	1.4710689	0	1.6299347	1.4577144
CELLULAR RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN%GO%GO:0035967	1.0486578	1.2011398	1.9094073	1.3431056	0	0	1.5989914
MULTI-ORGANISM REPRODUCTIVE PROCESS%GO%GO:0044703	1.4713562	1.567008	1.9002987	1.8665016	1.2973819	1.6098206	1.5200223
GLYCOSPHINGOLIPID BIOSYNTHESIS - LACTO AND NEOLACTO SERIES%KEGG%HSA00601	1.2201968	0.85065913	1.8992136	1.0973254	0.9473522	1.3366156	1.3633579
POSITIVE REGULATION OF KIDNEY DEVELOPMENT%GO%GO:0090184	1.5869312	0	1.460474	2.4563808	1.745801	1.9325346	1.0289174
CDK-MEDIATED PHOSPHORYLATION AND REMOVAL OF CDC6%REACTOME%REACT_1221.3	0	1.6056176	1.6791217	2.3816342	1.4036912	1.6828779	2.1301818
UBIQUITIN-DEPENDENT DEGRADATION OF CYCLIN D1%REACTOME%REACT_4.1	0	1.5945861	1.568224	2.3246703	1.380251	1.6358248	2.1255572
CRANIAL NERVE DEVELOPMENT%GO%GO:0021545	0.944876	0	1.6037009	2.2708442	1.1397095	1.4861681	1.0344087
SCF-BETA-TRCP MEDIATED DEGRADATION OF EMI1%REACTOME%REACT_6821.2	0	1.5990553	1.5234843	2.263823	1.350974	1.5630004	2.0625038
VPU MEDIATED DEGRADATION OF CD4%REACTOME%REACT_9031.1	0	1.5979835	1.5635829	2.2493212	1.3640956	1.5756544	2.0846639
NEURAL CREST CELL MIGRATION%GO%GO:0001755	1.0029207	1.0048343	0.9584027	2.1868002	1.6518254	1.2933837	0.91169095
NEURAL CREST CELL DIFFERENTIATION%GO%GO:0014033	0.9389155	1.0878247	0.82996106	2.164323	1.5735823	1.0981172	1.1439512
DESTABILIZATION OF MRNA BY AUF1 (HNRNP D0)%REACTOME%REACT_25325.1	0	1.5953642	1.619908	2.1383114	1.3426188	1.7396551	2.0790927
COLUMNAR/CUBOIDAL EPITHELIAL CELL DIFFERENTIATION%GO%GO:0002065	0	1.3938587	0	2.1284592	1.4316616	1.5380912	0.86350447
REGULATION OF APOPTOSIS%REACTOME%REACT_13648.3	0.9178034	1.5495541	1.43078	2.0847013	1.346684	1.6455052	1.96211
MESENCHYMAL CELL DEVELOPMENT%GO%GO:0014031	1.058035	1.1220311	0.7851427	2.071156	1.5106834	1.4870043	0.8867997
STEROID BIOSYNTHETIC PROCESS%GO%GO:0006694	0	1.3250253	1.1517653	2.070212	0.923375	0	2.3636985
SIGNAL TRANSDUCTION INVOLVED IN CELL CYCLE CHECKPOINT%GO%GO:0072395	0	1.603357	1.3453548	2.055587	1.2963922	1.6764055	2.0479991
NERVE DEVELOPMENT%GO%GO:0021675	0.69803995	0	1.5018563	2.041486	1.0653859	1.1661335	0.95174277
SIGNALING BY WNT%REACTOME%REACT_11045.2	0	1.4167275	0	2.0259326	1.5947095	1.6257001	1.6106838
AUTONOMIC NERVOUS SYSTEM DEVELOPMENT%GO%GO:0048483	0.98505205	0.76431596	1.3360204	2.0242114	1.679928	1.0140496	0.5597167
DEGRADATION OF BETA-CATENIN BY THE DESTRUCTION COMPLEX%REACTOME%REACT_11063.1	0	1.4320806	0	2.020477	1.6098999	1.6192906	1.61106
NEUROEPITHELIAL CELL DIFFERENTIATION%GO%GO:0060563	0	1.1605712	0	2.0135822	1.3959756	1.2044458	0
URETERIC BUD DEVELOPMENT%GO%GO:0001657	1.4148397	1.2174748	0	2.0124338	0.9182171	1.7631823	0.50457144
PIGMENT CELL DIFFERENTIATION%GO%GO:0050931	0	1.3147134	0	2.0105445	1.3625114	1.0158489	0
REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU-RICH ELEMENTS%REACTOME%REACT_24994.2	0	1.5686743	1.4324266	1.9909617	1.4333215	1.7187668	1.7344264
REGULATION OF CELL CYCLE ARREST%GO%GO:0071156	0	1.5991722	1.0932939	1.989698	1.2329245	1.72579	1.8201406
BRANCHING INVOLVED IN URETERIC BUD MORPHOGENESIS%GO%GO:0001658	0.6110716	1.2331756	0.7158465	1.9874796	0	1.8355739	0
NEURAL CREST CELL DEVELOPMENT%GO%GO:0014032	1.1730914	1.0942718	0.66077995	1.9815366	1.6249125	0.9570215	1.2018734
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO HYPOXIA%GO%GO:0061418	0	1.5142002	0	1.966434	1.5994705	1.3961974	0
CHOLESTEROL METABOLIC PROCESS%GO%GO:0008203	0	1.2995772	0	1.9516457	0.96884274	0	1.9928566
URETERIC BUD MORPHOGENESIS%GO%GO:0060675	0	1.3423011	0.7051081	1.9466786	0	1.8700098	0
SYMPATHETIC NERVOUS SYSTEM DEVELOPMENT%GO%GO:0048485	0.9085188	0.7152182	1.0456576	1.946202	1.3590447	1.2524122	0
DEVELOPMENTAL PIGMENTATION%GO%GO:0048066	0	1.4393035	0	1.940766	1.6075684	0.98103213	0
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS%GO%GO:0043618	0	1.4146259	0	1.938636	1.6476619	1.2328626	0.75461036
STEROL METABOLIC PROCESS%GO%GO:0016125	0	1.2577097	0	1.9326144	0.9457231	0	1.9601645
MESENCHYME DEVELOPMENT%GO%GO:0060485	1.0329245	1.1192647	0.5891823	1.9324106	1.3760432	1.4112573	0.7161289
SIGNALING EVENTS MEDIATED BY HDAC CLASS III%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HDAC CLASS III	1.5856532	1.5360487	1.6421107	1.9236486	1.6950736	1.8926268	1.7647707
GLUTATHIONE-MEDIATED DETOXIFICATION I%HUMANCYC%PWY-4061	1.8522089	1.2126542	1.3414065	1.9230824	0	0	1.9343054
MESENCHYMAL CELL DIFFERENTIATION%GO%GO:0048762	1.0075966	1.1458573	0.5952442	1.9190363	1.4957641	1.3437177	0.8981617
CELLULAR RESPONSES TO STRESS%REACTOME%REACT_120956.2	0	1.5230014	0	1.9043955	1.5756996	1.3746089	0
OXYGEN-DEPENDENT PROLINE HYDROXYLATION OF HYPOXIA-INDUCIBLE FACTOR ALPHA%REACTOME%REACT_120916.2	0	1.4241397	0	1.9038497	1.7711287	1.2259226	0
CELLULAR RESPONSE TO HYPOXIA%REACTOME%REACT_121311.2	0	1.5367885	0	1.900178	1.5901477	1.3741888	0
ACTIVATION OF NF-KAPPAB IN B CELLS%REACTOME%REACT_118656.2	0	1.31304	1.1910536	1.9000273	1.0220505	1.3901819	1.6902109
ARTERY MORPHOGENESIS%GO%GO:0048844	1.5218363	1.2394667	1.233853	1.8996655	0.46378818	1.1788911	0
RIBOSOMAL SMALL SUBUNIT BIOGENESIS%GO%GO:0042274	1.4777832	1.517142	1.7448798	1.8980973	0.8036164	1.5932076	2.1538944
REGULATION OF CHOLESTEROL BIOSYNTHESIS BY SREBP (SREBF)%REACTOME%REACT_147797.2	0	1.5669479	0	1.8974898	1.5923103	0.72349966	1.7465763
REGULATION OF HYPOXIA-INDUCIBLE FACTOR (HIF) BY OXYGEN%REACTOME%REACT_120815.2	0	1.5240461	0	1.8970728	1.555786	1.3905998	0
DNA MODIFICATION%GO%GO:0006304	1.1609153	1.5533537	0	1.886107	1.2806185	1.1780047	0.9888974
NEGATIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GO%GO:2000134	0.8622135	1.5039023	0	1.8816221	1.3005247	1.7611308	1.8329564
NCRNA PROCESSING%GO%GO:0034470	1.1646072	1.5944341	0	1.8715241	0	1.4535186	1.6665248
ER-PHAGOSOME PATHWAY%REACTOME%REACT_111178.1	0	1.2955087	1.4901748	1.8694333	0	1.3723598	2.0387754
PEPTIDYL-PROLINE MODIFICATION%GO%GO:0018208	1.2647926	1.4784776	1.3594422	1.8678086	0	0.95219153	1.4301391
GLUTATHIONE CONJUGATION%REACTOME%REACT_6926.4	1.5538675	1.0794243	0	1.8605788	0	0	1.9833676
EPITHELIAL TO MESENCHYMAL TRANSITION%GO%GO:0001837	0.9400472	1.2704304	0.7857504	1.8572102	1.4724792	1.6490461	0.55914664
GLIAL CELL DEVELOPMENT%GO%GO:0021782	0	1.3595846	0	1.851445	1.4234755	1.3938779	0.9512553
ARTERY DEVELOPMENT%GO%GO:0060840	1.4645662	1.2120847	1.2216159	1.8484181	0.68932927	1.1454444	0
ACTIVATION OF GENE EXPRESSION BY SREBP (SREBF)%REACTOME%REACT_147904.2	0	1.5059947	0	1.8467798	1.701042	0.67324334	1.5288597
POSITIVE REGULATION OF CELL CYCLE PROCESS%GO%GO:0090068	0	1.4571785	1.1520166	1.8373305	1.3395754	1.5166813	1.7530211
POSITIVE REGULATION OF PROTEIN UBIQUITINATION%GO%GO:0031398	0	1.5712364	1.1507531	1.8349267	1.4463141	1.3936877	1.5626051
PERIPHERAL NERVOUS SYSTEM DEVELOPMENT%GO%GO:0007422	0.73823833	0.6933153	0	1.8235132	1.4573445	0.8777643	0
POSTREPLICATION REPAIR%GO%GO:0006301	1.1479646	1.5843391	0	1.8232853	1.562118	0.8772824	1.455506
NUCLEOBASE-CONTAINING COMPOUND CATABOLIC PROCESS%GO%GO:0034655	1.1444024	1.399302	1.5579294	1.819636	1.4487326	1.3625164	1.602524
PROTEIN LOCALIZATION TO ORGANELLE%GO%GO:0033365	0	1.5655153	1.720834	1.816452	1.2562133	1.5257195	1.6412543
GLIAL CELL DIFFERENTIATION%GO%GO:0010001	0	1.3305777	0	1.8117018	1.675574	1.3764329	0.76998436
