	Fetal_Gut	Fetal_Ovary	Fetal_Placenta	Fetal_Testis	Fetal_Brain	Fetal_Heart	Fetal_Liver
ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES%REACTOME%REACT_150180.2	0	0	2.419587	0	0	0	0
POST-TRANSLATIONAL PROTEIN MODIFICATION%REACTOME%REACT_22161.3	0	0	2.324672	0	0	0	1.8643672
EXTRACELLULAR STRUCTURE ORGANIZATION%GO%GO:0043062	0	0	2.2451189	0	0	0	0
EXTRACELLULAR MATRIX ORGANIZATION%GO%GO:0030198	0	0	2.2057037	0	0	0	0
REGULATION OF MEGAKARYOCYTE DIFFERENTIATION%GO%GO:0045652	0	0	2.1970022	2.1239738	2.0369253	1.9055674	2.0934622
POST-TRANSLATIONAL PROTEIN MODIFICATION%GO%GO:0043687	0	0	2.171195	0	0	0	1.942938
ACTIVATION OF SIGNALING PROTEIN ACTIVITY INVOLVED IN UNFOLDED PROTEIN RESPONSE%GO%GO:0006987	0	0	2.159087	0	0	0	0
ESTABLISHMENT OF PROTEIN LOCALIZATION TO ORGANELLE%GO%GO:0072594	0	0	2.144556	1.9873105	0	0	2.173017
GLYCOPROTEIN BIOSYNTHETIC PROCESS%GO%GO:0009101	0	0	2.1409073	0	0	0	1.7500167
PROTEIN GLYCOSYLATION%GO%GO:0006486	0	0	2.1388767	0	0	0	1.8455112
COLLAGEN METABOLIC PROCESS%GO%GO:0032963	0	0	2.1363037	0	0	0	0
ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE%GO%GO:0030968	0	0	2.135482	0	0	0	0
KERATAN SULFATE METABOLIC PROCESS%GO%GO:0042339	0	0	2.1233299	0	0	0	0
TIGHT JUNCTION INTERACTIONS%REACTOME%REACT_19373.1	0	0	2.1072226	0	0	0	0
CELLULAR RESPONSE TO UNFOLDED PROTEIN%GO%GO:0034620	0	0	2.1051934	0	0	0	0
MACROMOLECULE GLYCOSYLATION%GO%GO:0043413	0	0	2.1000612	0	0	0	1.8403131
GLYCOSYLATION%GO%GO:0070085	0	0	2.0979428	0	0	0	1.8433709
ECM-RECEPTOR INTERACTION%KEGG%HSA04512	0	0	2.0795631	0	0	0	0
RESPONSE TO UNFOLDED PROTEIN%GO%GO:0006986	0	0	2.0737371	0	0	0	0
AMINO ACID TRANSPORT ACROSS THE PLASMA MEMBRANE%REACTOME%REACT_13796.2	0	0	2.0569677	0	0	0	0
POSITIVE REGULATION OF NUCLEASE ACTIVITY%GO%GO:0032075	0	0	2.0506406	0	0	0	0
UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING	0	0	2.0489516	0	0	0	0
ER-NUCLEUS SIGNALING PATHWAY%GO%GO:0006984	0	0	2.0474715	0	0	0	0
KERATAN SULFATE KERATIN METABOLISM%REACTOME%REACT_121288.2	0	0	2.039693	0	0	0	0
VESICLE COATING%GO%GO:0006901	0	0	2.0392745	0	0	0	1.8169886
N-GLYCAN ANTENNAE ELONGATION IN THE MEDIAL TRANS-GOLGI%REACTOME%REACT_25208.1	0	0	2.0363805	0	0	0	0
BETA1 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA1 INTEGRIN CELL SURFACE INTERACTIONS	0	0	2.0358973	0	0	0	0
COLLAGEN FIBRIL ORGANIZATION%GO%GO:0030199	0	0	2.032238	0	0	0	0
COLLAGEN CATABOLIC PROCESS%GO%GO:0030574	0	0	2.0220914	0	0	0	0
MEMBRANE BUDDING%GO%GO:0006900	0	0	2.0209913	0	0	0	0
GLYCOPROTEIN METABOLIC PROCESS%GO%GO:0009100	0	0	2.0183353	0	0	0	0
HIPPO SIGNALING CASCADE%GO%GO:0035329	0	0	2.0088	0	0	0	0
MULTICELLULAR ORGANISMAL MACROMOLECULE METABOLIC PROCESS%GO%GO:0044259	0	0	2.0000753	0	0	0	0
CELLULAR PROCESS INVOLVED IN REPRODUCTION%GO%GO:0048610	0	0	1.9940512	1.8323228	0	0	1.8634945
RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN%GO%GO:0035966	0	0	1.9803336	0	0	0	0
TERMINATION OF O-GLYCAN BIOSYNTHESIS%REACTOME%REACT_115835.1	0	0	1.9797593	0	0	0	0
BIOCARTA_PROTEASOME_PATHWAY%MSIGDB_C2%BIOCARTA_PROTEASOME_PATHWAY	0	0	1.978927	2.0909746	0	0	1.9356438
PLATELET DEGRANULATION%REACTOME%REACT_318.7	0	0	1.9767649	0	0	0	0
MULTICELLULAR ORGANISMAL METABOLIC PROCESS%GO%GO:0044236	0	0	1.9711502	0	0	0	0
VESICLE TARGETING%GO%GO:0006903	0	0	1.9670238	0	0	0	0
MULTICELLULAR ORGANISMAL CATABOLIC PROCESS%GO%GO:0044243	0	0	1.9609164	0	0	0	0
REGULATION OF NUCLEASE ACTIVITY%GO%GO:0032069	0	0	1.9558871	0	0	0	0
POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY	0	0	1.9528269	0	0	0	0
PROTEIN PROCESSING IN ENDOPLASMIC RETICULUM%KEGG%HSA04141	0	0	1.9521304	0	0	0	0
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I%GO%GO:0002474	0	0	1.9416244	0	0	0	1.8251146
GLYCOSAMINOGLYCAN BIOSYNTHESIS - CHONDROITIN SULFATE%KEGG%HSA00532	0	0	1.9339894	0	0	0	0
PLATELET DEGRANULATION%GO%GO:0002576	0	0	1.931917	0	0	0	0
RESPONSE TO ENDOPLASMIC RETICULUM STRESS%GO%GO:0034976	0	0	1.921887	0	0	0	0
CELLULAR COMPONENT DISASSEMBLY%GO%GO:0022411	0	0	1.9206715	0	0	0	0
CELLULAR RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN%GO%GO:0035967	0	0	1.9094073	0	0	0	0
MULTI-ORGANISM REPRODUCTIVE PROCESS%GO%GO:0044703	0	0	1.9002987	1.8665016	0	0	0
GLYCOSPHINGOLIPID BIOSYNTHESIS - LACTO AND NEOLACTO SERIES%KEGG%HSA00601	0	0	1.8992136	0	0	0	0
POSITIVE REGULATION OF KIDNEY DEVELOPMENT%GO%GO:0090184	0	0	0	2.4563808	0	1.9325346	0
CDK-MEDIATED PHOSPHORYLATION AND REMOVAL OF CDC6%REACTOME%REACT_1221.3	0	0	0	2.3816342	0	0	2.1301818
UBIQUITIN-DEPENDENT DEGRADATION OF CYCLIN D1%REACTOME%REACT_4.1	0	0	0	2.3246703	0	0	2.1255572
CRANIAL NERVE DEVELOPMENT%GO%GO:0021545	0	0	0	2.2708442	0	0	0
SCF-BETA-TRCP MEDIATED DEGRADATION OF EMI1%REACTOME%REACT_6821.2	0	0	0	2.263823	0	0	2.0625038
VPU MEDIATED DEGRADATION OF CD4%REACTOME%REACT_9031.1	0	0	0	2.2493212	0	0	2.0846639
NEURAL CREST CELL MIGRATION%GO%GO:0001755	0	0	0	2.1868002	0	0	0
NEURAL CREST CELL DIFFERENTIATION%GO%GO:0014033	0	0	0	2.164323	0	0	0
DESTABILIZATION OF MRNA BY AUF1 (HNRNP D0)%REACTOME%REACT_25325.1	0	0	0	2.1383114	0	1.7396551	2.0790927
COLUMNAR/CUBOIDAL EPITHELIAL CELL DIFFERENTIATION%GO%GO:0002065	0	0	0	2.1284592	0	0	0
REGULATION OF APOPTOSIS%REACTOME%REACT_13648.3	0	0	0	2.0847013	0	0	1.96211
MESENCHYMAL CELL DEVELOPMENT%GO%GO:0014031	0	0	0	2.071156	0	0	0
STEROID BIOSYNTHETIC PROCESS%GO%GO:0006694	0	0	0	2.070212	0	0	2.3636985
SIGNAL TRANSDUCTION INVOLVED IN CELL CYCLE CHECKPOINT%GO%GO:0072395	0	0	0	2.055587	0	0	2.0479991
NERVE DEVELOPMENT%GO%GO:0021675	0	0	0	2.041486	0	0	0
SIGNALING BY WNT%REACTOME%REACT_11045.2	0	0	0	2.0259326	0	0	0
AUTONOMIC NERVOUS SYSTEM DEVELOPMENT%GO%GO:0048483	0	0	0	2.0242114	0	0	0
DEGRADATION OF BETA-CATENIN BY THE DESTRUCTION COMPLEX%REACTOME%REACT_11063.1	0	0	0	2.020477	0	0	0
NEUROEPITHELIAL CELL DIFFERENTIATION%GO%GO:0060563	0	0	0	2.0135822	0	0	0
URETERIC BUD DEVELOPMENT%GO%GO:0001657	0	0	0	2.0124338	0	1.7631823	0
PIGMENT CELL DIFFERENTIATION%GO%GO:0050931	0	0	0	2.0105445	0	0	0
REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU-RICH ELEMENTS%REACTOME%REACT_24994.2	0	0	0	1.9909617	0	0	1.7344264
REGULATION OF CELL CYCLE ARREST%GO%GO:0071156	0	0	0	1.989698	0	1.72579	1.8201406
BRANCHING INVOLVED IN URETERIC BUD MORPHOGENESIS%GO%GO:0001658	0	0	0	1.9874796	0	1.8355739	0
NEURAL CREST CELL DEVELOPMENT%GO%GO:0014032	0	0	0	1.9815366	0	0	0
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO HYPOXIA%GO%GO:0061418	0	0	0	1.966434	0	0	0
CHOLESTEROL METABOLIC PROCESS%GO%GO:0008203	0	0	0	1.9516457	0	0	1.9928566
URETERIC BUD MORPHOGENESIS%GO%GO:0060675	0	0	0	1.9466786	0	1.8700098	0
SYMPATHETIC NERVOUS SYSTEM DEVELOPMENT%GO%GO:0048485	0	0	0	1.946202	0	0	0
DEVELOPMENTAL PIGMENTATION%GO%GO:0048066	0	0	0	1.940766	0	0	0
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS%GO%GO:0043618	0	0	0	1.938636	0	0	0
STEROL METABOLIC PROCESS%GO%GO:0016125	0	0	0	1.9326144	0	0	1.9601645
MESENCHYME DEVELOPMENT%GO%GO:0060485	0	0	0	1.9324106	0	0	0
SIGNALING EVENTS MEDIATED BY HDAC CLASS III%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HDAC CLASS III	0	0	0	1.9236486	0	1.8926268	1.7647707
GLUTATHIONE-MEDIATED DETOXIFICATION I%HUMANCYC%PWY-4061	0	0	0	1.9230824	0	0	1.9343054
MESENCHYMAL CELL DIFFERENTIATION%GO%GO:0048762	0	0	0	1.9190363	0	0	0
CELLULAR RESPONSES TO STRESS%REACTOME%REACT_120956.2	0	0	0	1.9043955	0	0	0
OXYGEN-DEPENDENT PROLINE HYDROXYLATION OF HYPOXIA-INDUCIBLE FACTOR ALPHA%REACTOME%REACT_120916.2	0	0	0	1.9038497	0	0	0
CELLULAR RESPONSE TO HYPOXIA%REACTOME%REACT_121311.2	0	0	0	1.900178	0	0	0
ACTIVATION OF NF-KAPPAB IN B CELLS%REACTOME%REACT_118656.2	0	0	0	1.9000273	0	0	0
ARTERY MORPHOGENESIS%GO%GO:0048844	0	0	0	1.8996655	0	0	0
RIBOSOMAL SMALL SUBUNIT BIOGENESIS%GO%GO:0042274	0	0	0	1.8980973	0	0	2.1538944
REGULATION OF CHOLESTEROL BIOSYNTHESIS BY SREBP (SREBF)%REACTOME%REACT_147797.2	0	0	0	1.8974898	0	0	1.7465763
REGULATION OF HYPOXIA-INDUCIBLE FACTOR (HIF) BY OXYGEN%REACTOME%REACT_120815.2	0	0	0	1.8970728	0	0	0
DNA MODIFICATION%GO%GO:0006304	0	0	0	1.886107	0	0	0
NEGATIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GO%GO:2000134	0	0	0	1.8816221	0	1.7611308	1.8329564
NCRNA PROCESSING%GO%GO:0034470	0	0	0	1.8715241	0	0	0
ER-PHAGOSOME PATHWAY%REACTOME%REACT_111178.1	0	0	0	1.8694333	0	0	2.0387754
PEPTIDYL-PROLINE MODIFICATION%GO%GO:0018208	0	0	0	1.8678086	0	0	0
GLUTATHIONE CONJUGATION%REACTOME%REACT_6926.4	0	0	0	1.8605788	0	0	1.9833676
EPITHELIAL TO MESENCHYMAL TRANSITION%GO%GO:0001837	0	0	0	1.8572102	0	0	0
GLIAL CELL DEVELOPMENT%GO%GO:0021782	0	0	0	1.851445	0	0	0
ARTERY DEVELOPMENT%GO%GO:0060840	0	0	0	1.8484181	0	0	0
ACTIVATION OF GENE EXPRESSION BY SREBP (SREBF)%REACTOME%REACT_147904.2	0	0	0	1.8467798	0	0	0
POSITIVE REGULATION OF CELL CYCLE PROCESS%GO%GO:0090068	0	0	0	1.8373305	0	0	1.7530211
POSITIVE REGULATION OF PROTEIN UBIQUITINATION%GO%GO:0031398	0	0	0	1.8349267	0	0	0
PERIPHERAL NERVOUS SYSTEM DEVELOPMENT%GO%GO:0007422	0	0	0	1.8235132	0	0	0
POSTREPLICATION REPAIR%GO%GO:0006301	0	0	0	1.8232853	0	0	0
NUCLEOBASE-CONTAINING COMPOUND CATABOLIC PROCESS%GO%GO:0034655	0	0	0	1.819636	0	0	0
PROTEIN LOCALIZATION TO ORGANELLE%GO%GO:0033365	0	0	0	1.816452	0	0	0
GLIAL CELL DIFFERENTIATION%GO%GO:0010001	0	0	0	1.8117018	0	0	0
MORPHOGENESIS OF A BRANCHING STRUCTURE%GO%GO:0001763	0	0	0	1.8110925	0	0	0
SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GO%GO:0072331	0	0	0	1.7966317	0	0	1.7667842
MORPHOGENESIS OF A BRANCHING EPITHELIUM%GO%GO:0061138	0	0	0	1.796531	0	0	0
NEGATIVE REGULATION OF PROTEIN UBIQUITINATION%GO%GO:0031397	0	0	0	1.794896	0	0	0
SIGNAL TRANSDUCTION IN RESPONSE TO DNA DAMAGE%GO%GO:0042770	0	0	0	1.7941408	0	0	1.8640867
REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GO%GO:2000045	0	0	0	1.7936996	0	0	1.7866535
REGULATION OF DNA-DEPENDENT TRANSCRIPTION IN RESPONSE TO STRESS%GO%GO:0043620	0	0	0	1.7917669	0	0	0
DNA-DEPENDENT TRANSCRIPTION, INITIATION%GO%GO:0006352	0	0	0	1.7903115	0	0	0
DNA DAMAGE CHECKPOINT%GO%GO:0000077	0	0	0	1.7891779	0	0	0
GLUTATHIONE METABOLIC PROCESS%GO%GO:0006749	0	0	0	1.7851198	0	0	1.7307029
HETEROCYCLE CATABOLIC PROCESS%GO%GO:0046700	0	0	0	1.7815205	0	0	0
MESODERM FORMATION%GO%GO:0001707	0	0	0	1.7748001	0	0	0
PROTEIN PEPTIDYL-PROLYL ISOMERIZATION%GO%GO:0000413	0	0	0	1.7730815	0	0	0
CELLULAR NITROGEN COMPOUND CATABOLIC PROCESS%GO%GO:0044270	0	0	0	1.7721701	0	0	0
DNA INTEGRITY CHECKPOINT%GO%GO:0031570	0	0	0	1.7697381	0	0	0
TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER%GO%GO:0006367	0	0	0	1.768167	0	0	0
PHASE II CONJUGATION%REACTOME%REACT_6959.4	0	0	0	1.7679379	0	0	2.2828734
POSITIVE REGULATION OF BMP SIGNALING PATHWAY%GO%GO:0030513	0	0	0	1.7573521	0	0	0
CELLULAR RESPONSE TO IONIZING RADIATION%GO%GO:0071479	0	0	0	1.7551484	0	0	0
REGULATION OF DNA REPAIR%GO%GO:0006282	0	0	0	1.7535455	0	0	0
RNA DEGRADATION%KEGG%HSA03018	0	0	0	1.7531921	0	0	0
SYNTHESIS AND INTERCONVERSION OF NUCLEOTIDE DI- AND TRIPHOSPHATES%REACTOME%REACT_21330.2	0	0	0	1.7523859	0	0	0
NEGATIVE REGULATION OF CELL CYCLE PHASE TRANSITION%GO%GO:1901988	0	0	0	1.744195	0	0	0
GLUTATHIONE METABOLISM%KEGG%HSA00480	0	0	0	1.7441288	0	0	1.8684821
NUCLEOBASE-CONTAINING SMALL MOLECULE INTERCONVERSION%GO%GO:0015949	0	0	0	1.7429596	0	0	0
VERY LONG-CHAIN FATTY ACID METABOLIC PROCESS%GO%GO:0000038	0	0	0	1.7377584	0	0	1.8897984
ALCOHOL BIOSYNTHETIC PROCESS%GO%GO:0046165	0	0	0	1.7376372	0	0	1.8305371
DNA DEALKYLATION%GO%GO:0035510	0	0	0	1.7345883	0	0	0
PROTEIN POLYUBIQUITINATION%GO%GO:0000209	0	0	0	1.731586	0	0	0
BRANCHING MORPHOGENESIS OF AN EPITHELIAL TUBE%GO%GO:0048754	0	0	0	1.7314259	0	0	0
REGULATION OF KIDNEY DEVELOPMENT%GO%GO:0090183	0	0	0	1.7283651	0	0	0
NEGATIVE REGULATION OF MYELOID CELL DIFFERENTIATION%GO%GO:0045638	0	0	0	1.7266155	1.8122561	0	0
CHROMATIN ORGANIZATION%GO%GO:0006325	0	0	0	1.7237725	1.8584312	0	0
HORMONE BIOSYNTHETIC PROCESS%GO%GO:0042446	0	0	0	1.7233185	0	0	0
REGULATION OF GENE SILENCING%GO%GO:0060968	0	0	0	1.7203193	0	1.8612213	1.880176
CELL FATE COMMITMENT%GO%GO:0045165	0	0	0	1.7189027	0	0	0
NEGATIVE REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION%GO%GO:1901991	0	0	0	1.714708	0	0	0
BIOSYNTHESIS OF UNSATURATED FATTY ACIDS%KEGG%HSA01040	0	0	0	1.7138388	0	0	2.2718065
DESTABILIZATION OF MRNA BY TRISTETRAPROLIN (TTP)%REACTOME%REACT_25064.1	0	0	0	1.7096102	0	0	0
GLIOGENESIS%GO%GO:0042063	0	0	0	1.7074339	0	0	0
STEM CELL DEVELOPMENT%GO%GO:0048864	0	0	0	1.7070565	0	0	0
ACTIVATION OF GENES BY ATF4%REACTOME%REACT_18355.4	0	0	0	1.7009236	0	0	0
NUCLEOSIDE TRIPHOSPHATE CATABOLIC PROCESS%GO%GO:0009143	0	0	0	1.7000188	0	0	0
CARDIAC VENTRICLE DEVELOPMENT%GO%GO:0003231	0	0	0	1.6997639	0	2.0481446	0
SEX DIFFERENTIATION%GO%GO:0007548	0	0	0	1.6985002	0	0	0
VENTRICULAR SEPTUM DEVELOPMENT%GO%GO:0003281	0	0	0	1.6973947	0	1.7877941	0
PROTEIN TARGETING%GO%GO:0006605	0	0	0	1.696623	0	0	0
DESTABILIZATION OF MRNA BY KSRP%REACTOME%REACT_25042.1	0	0	0	1.6956751	0	0	0
CELLULAR MACROMOLECULAR COMPLEX ASSEMBLY%GO%GO:0034622	0	0	0	1.6955936	0	0	0
CARDIAC SEPTUM DEVELOPMENT%GO%GO:0003279	0	0	0	1.6954511	0	1.9124068	0
AXON EXTENSION%GO%GO:0048675	0	0	0	1.6953683	2.3106575	0	0
HISTONE UBIQUITINATION%GO%GO:0016574	0	0	0	1.6950713	0	0	0
WNT SIGNALING NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%WNT SIGNALING NETWORK	0	0	0	1.6947744	0	0	0
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I, TAP-DEPENDENT%GO%GO:0002479	0	0	0	1.6947031	0	0	1.8826134
REGULATION OF CELL CYCLE PHASE TRANSITION%GO%GO:1901987	0	0	0	1.6915108	0	0	0
MESODERM MORPHOGENESIS%GO%GO:0048332	0	0	0	1.6883078	0	0	0
PURINE NUCLEOSIDE TRIPHOSPHATE CATABOLIC PROCESS%GO%GO:0009146	0	0	0	1.6856823	0	0	0
NEURON RECOGNITION%GO%GO:0008038	0	0	0	0	2.5283234	0	0
AXON GUIDANCE%KEGG%HSA04360	0	0	0	0	2.5227685	0	0
NEGATIVE REGULATION OF PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:1900372	0	0	0	0	2.5206647	0	0
NEUROTRANSMITTER SECRETION%GO%GO:0007269	0	0	0	0	2.5059662	0	0
NEUROTRANSMITTER TRANSPORT%GO%GO:0006836	0	0	0	0	2.4898028	0	0
NEGATIVE REGULATION OF NUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:0030809	0	0	0	0	2.482971	0	0
TRANSMISSION ACROSS CHEMICAL SYNAPSES%REACTOME%REACT_13477.2	0	0	0	0	2.4825976	0	0
NEGATIVE REGULATION OF PURINE NUCLEOTIDE METABOLIC PROCESS%GO%GO:1900543	0	0	0	0	2.47271	0	0
REGULATION OF GLUTAMATE RECEPTOR SIGNALING PATHWAY%GO%GO:1900449	0	0	0	0	2.4694657	0	0
NEGATIVE REGULATION OF CAMP METABOLIC PROCESS%GO%GO:0030815	0	0	0	0	2.46529	0	0
NEGATIVE REGULATION OF CYCLIC NUCLEOTIDE METABOLIC PROCESS%GO%GO:0030800	0	0	0	0	2.4605346	0	0
GLUTAMATE RECEPTOR SIGNALING PATHWAY%GO%GO:0007215	0	0	0	0	2.4597003	0	0
NEGATIVE REGULATION OF ADENYLATE CYCLASE ACTIVITY%GO%GO:0007194	0	0	0	0	2.4569848	0	0
NEGATIVE REGULATION OF NUCLEOTIDE METABOLIC PROCESS%GO%GO:0045980	0	0	0	0	2.4472826	0	0
NEGATIVE REGULATION OF CYCLIC NUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:0030803	0	0	0	0	2.4463844	0	0
SYNAPTIC TRANSMISSION%GO%GO:0007268	0	0	0	0	2.4349635	0	0
NEGATIVE REGULATION OF CAMP BIOSYNTHETIC PROCESS%GO%GO:0030818	0	0	0	0	2.4328623	0	0
TRANSMISSION OF NERVE IMPULSE%GO%GO:0019226	0	0	0	0	2.429031	0	0
NEGATIVE REGULATION OF CYCLASE ACTIVITY%GO%GO:0031280	0	0	0	0	2.425891	0	0
NEUROTRANSMITTER RECEPTOR BINDING AND DOWNSTREAM TRANSMISSION IN THE POSTSYNAPTIC CELL%REACTOME%REACT_15370.2	0	0	0	0	2.3860962	0	0
MULTICELLULAR ORGANISMAL SIGNALING%GO%GO:0035637	0	0	0	0	2.3695266	0	0
NEURONAL SYSTEM%REACTOME%REACT_13685.3	0	0	0	0	2.354781	0	0
GENERATION OF A SIGNAL INVOLVED IN CELL-CELL SIGNALING%GO%GO:0003001	0	0	0	0	2.3367565	0	0
SIGNAL RELEASE%GO%GO:0023061	0	0	0	0	2.3251913	0	0
NEGATIVE REGULATION OF LYASE ACTIVITY%GO%GO:0051350	0	0	0	0	2.307145	0	0
GABA RECEPTOR ACTIVATION%REACTOME%REACT_25199.1	0	0	0	0	2.2985458	0	0
LEARNING%GO%GO:0007612	0	0	0	0	2.2946954	0	0
REGULATION OF SYNAPTIC TRANSMISSION%GO%GO:0050804	0	0	0	0	2.2898462	0	0
REGULATION OF TRANSMISSION OF NERVE IMPULSE%GO%GO:0051969	0	0	0	0	2.2889972	0	0
REGULATION OF NEUROTRANSMITTER LEVELS%GO%GO:0001505	0	0	0	0	2.2757123	0	0
BRAIN DEVELOPMENT%GO%GO:0007420	0	0	0	0	2.2712908	0	0
GABA SYNTHESIS, RELEASE, REUPTAKE AND DEGRADATION%REACTOME%REACT_23947.1	0	0	0	0	2.256078	0	0
FOREBRAIN DEVELOPMENT%GO%GO:0030900	0	0	0	0	2.2528317	0	0
REGULATION OF NEUROLOGICAL SYSTEM PROCESS%GO%GO:0031644	0	0	0	0	2.252404	0	0
REGULATION OF CAMP BIOSYNTHETIC PROCESS%GO%GO:0030817	0	0	0	0	2.2455966	0	0
CENTRAL NERVOUS SYSTEM DEVELOPMENT%GO%GO:0007417	0	0	0	0	2.2386541	0	0
TELENCEPHALON DEVELOPMENT%GO%GO:0021537	0	0	0	0	2.237505	0	0
LEARNING OR MEMORY%GO%GO:0007611	0	0	0	0	2.2291446	0	0
REGULATION OF CAMP METABOLIC PROCESS%GO%GO:0030814	0	0	0	0	2.2184613	0	0
REGULATION OF ADENYLATE CYCLASE ACTIVITY%GO%GO:0045761	0	0	0	0	2.2182615	0	0
REPRODUCTIVE BEHAVIOR%GO%GO:0019098	0	0	0	0	2.213905	0	0
DEVELOPMENTAL CELL GROWTH%GO%GO:0048588	0	0	0	0	2.213423	0	0
GLUTAMATERGIC SYNAPSE%KEGG%HSA04724	0	0	0	0	2.2131186	0	0
ADENYLATE CYCLASE-MODULATING G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GO%GO:0007188	0	0	0	0	2.204253	0	0
REGULATION OF ALPHA-AMINO-3-HYDROXY-5-METHYL-4-ISOXAZOLE PROPIONATE SELECTIVE GLUTAMATE RECEPTOR ACTIVITY%GO%GO:2000311	0	0	0	0	2.1986482	0	0
G ALPHA (S) SIGNALLING EVENTS%REACTOME%REACT_19327.3	0	0	0	0	2.1894846	0	0
NEUROACTIVE LIGAND-RECEPTOR INTERACTION%KEGG%HSA04080	0	0	0	0	2.1884887	0	0
MELANOGENESIS%KEGG%HSA04916	0	0	0	0	2.1876287	0	0
LIGAND-GATED ION CHANNEL TRANSPORT%REACTOME%REACT_25387.2	0	0	0	0	2.1695993	0	0
OPIOID SIGNALLING%REACTOME%REACT_15295.1	0	0	0	0	2.1648612	0	0
COGNITION%GO%GO:0050890	0	0	0	0	2.1635065	0	0
REGULATION OF PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:1900371	0	0	0	0	2.1584308	0	0
REGULATION OF CYCLIC NUCLEOTIDE METABOLIC PROCESS%GO%GO:0030799	0	0	0	0	2.1574936	0	0
CENTRAL NERVOUS SYSTEM NEURON DIFFERENTIATION%GO%GO:0021953	0	0	0	0	2.1527317	0	0
LISSENCEPHALY GENE (LIS1) IN NEURONAL MIGRATION AND DEVELOPMENT%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%LISSENCEPHALY GENE (LIS1) IN NEURONAL MIGRATION AND DEVELOPMENT	0	0	0	0	2.1483636	0	0
ION CHANNEL TRANSPORT%REACTOME%REACT_25300.3	0	0	0	0	2.146888	0	0
REGULATION OF NERVOUS SYSTEM DEVELOPMENT%GO%GO:0051960	0	0	0	0	2.1464803	0	0
ACTIVATION OF KAINATE RECEPTORS UPON GLUTAMATE BINDING%REACTOME%REACT_21312.1	0	0	0	0	2.144437	0	0
SYNAPSE ASSEMBLY%GO%GO:0007416	0	0	0	0	2.1433637	0	0
REGULATION OF CYCLIC NUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:0030802	0	0	0	0	2.1431932	0	0
REGULATION OF NUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:0030808	0	0	0	0	2.142167	0	0
GAP JUNCTION%KEGG%HSA04540	0	0	0	0	2.141136	0	0
CELL RECOGNITION%GO%GO:0008037	0	0	0	0	2.138823	0	0
NEURON DIFFERENTIATION%GO%GO:0030182	0	0	0	0	2.1308546	0	0
NEURON PROJECTION MORPHOGENESIS%GO%GO:0048812	0	0	0	0	2.127761	0	0
SINGLE-ORGANISM BEHAVIOR%GO%GO:0044708	0	0	0	0	2.1274314	0	0
NEURON DEVELOPMENT%GO%GO:0048666	0	0	0	0	2.1264646	0	0
BDNF%IOB%BDNF	0	0	0	0	2.1217322	0	0
CRMPS IN SEMA3A SIGNALING%REACTOME%REACT_19199.1	0	0	0	0	2.1208396	0	0
ENDOCRINE AND OTHER FACTOR-REGULATED CALCIUM REABSORPTION%KEGG%HSA04961	0	0	0	0	2.1130128	0	0
