	Fetal_Gut	Immune_Bcell	Adult_UrinaryBladder	Adult_AdrenalGland	Immune_CD4	Fetal_Ovary	Adult_Colon	Fetal_Placenta	Adult_Esophagus	Fetal_Testis	Adult_FrontalCortex	Adult_GallBladder	Fetal_Brain	Adult_Heart	Adult_SpinalCord	Fetal_Heart	Adult_Kidney	Fetal_Liver	Adult_Retina	Adult_Liver	Immune_CD8	Adult_Rectum	Adult_Lung	Immune_Monocyte	Adult_Prostate	Adult_Ovary	Immune_NK	Adult_Pancreas	Immune_Platelet
GLUCOSE TRANSPORT%REACTOME%REACT_212.5	0	1.8713381	0	0	2.0405297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6861248	0	0	0	0	0	1.9139154	0	0
NEP NS2 INTERACTS WITH THE CELLULAR EXPORT MACHINERY%REACTOME%REACT_6179.3	0	1.8711567	0	0	2.1846986	1.8729969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8688747	0	0	1.8740181	0	0	2.006309	0	0
REGULATION OF TYPE I INTERFERON PRODUCTION%GO%GO:0032479	0	1.8665459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8914847	0	0	1.7787226	0	0	0	0	0
SIGNALING EVENTS MEDIATED BY HDAC CLASS I%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HDAC CLASS I	0	1.8640393	0	0	1.9260931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6858033	0	0	0	0	0	1.8458458	0	0
RNA MODIFICATION%GO%GO:0009451	0	1.8625447	0	0	1.7150159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6322768	0	0	0	0	0	0	0	0
CYTOSOLIC SENSORS OF PATHOGEN-ASSOCIATED DNA%REACTOME%REACT_118823.2	0	1.860678	0	0	2.0290225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7876354	0	0	1.8426615	0	0	2.0720768	0	0
CELLULAR RESPONSE TO INTERFERON-GAMMA%GO%GO:0071346	0	1.8603845	0	0	0	0	2.038963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2914762	1.998244	1.8587716	0	1.8080709	0	0
MRNA CATABOLIC PROCESS%GO%GO:0006402	0	1.8579544	0	0	1.7890004	1.6888397	0	1.9349562	0	2.0614414	0	0	0	0	0	1.7922962	0	1.9275584	0	0	1.8057442	0	0	0	0	0	0	1.8138705	0
REGULATION OF VIRAL REPRODUCTION%GO%GO:0050792	0	1.8579179	0	0	1.9785533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8247743	0	0	0	0	0	2.07151	0	0
REGULATION OF MULTI-ORGANISM PROCESS%GO%GO:0043900	0	1.8541998	0	0	1.8874649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8538094	0	0	1.8108046	0	0
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%REACTOME%REACT_115902.1	0	1.8533393	0	0	0	0	0	2.8111434	0	2.2148852	0	0	0	0	0	1.8170965	0	2.6774096	0	0	1.8084912	0	0	0	0	0	0	2.369863	0
RNA POLYMERASE I TRANSCRIPTION INITIATION%REACTOME%REACT_953.1	0	1.8531349	0	0	2.0246203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7448146	0	0	0	0	0	0	0	0
RRNA PROCESSING%GO%GO:0006364	0	1.852818	0	0	2.0288694	1.7454249	0	0	0	2.0773966	0	0	0	0	0	0	0	1.9005917	0	0	1.8021855	0	0	0	0	0	0	1.8453281	0
IL4%NETPATH%IL4	0	1.8516414	0	0	2.0331821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7591224	0	0	1.9295523	0	0	1.9484395	0	2.245216
TRANSPORT OF MATURE TRANSCRIPT TO CYTOPLASM%REACTOME%REACT_1281.4	0	1.8500384	0	0	2.3698363	1.9252931	0	0	0	1.8430681	0	0	0	0	0	0	0	0	0	0	2.061154	0	0	1.8843195	0	0	2.235736	0	0
VIRAL REPRODUCTIVE PROCESS%GO%GO:0022415	0	1.8499953	0	0	1.8265848	1.6502403	0	0	0	1.9225881	0	0	0	0	0	0	0	0	0	0	1.6933025	0	0	0	0	0	0	0	0
COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GO%GO:0006613	0	1.849259	0	0	0	0	0	2.7482913	0	2.2445571	0	0	0	0	0	1.8022367	0	2.6508849	0	0	1.8131835	0	0	0	0	0	0	2.365974	0
FORMATION OF INCISION COMPLEX IN GG-NER%REACTOME%REACT_257.2	0	1.8491365	0	0	1.9237415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.905985	0	0	0	0	0	0	0	0
ST_TUMOR_NECROSIS_FACTOR_PATHWAY%MSIGDB_C2%ST_TUMOR_NECROSIS_FACTOR_PATHWAY	0	1.8457633	0	0	2.0277758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7157534	0	0	0	0	0	0	0	0
NEGATIVE REGULATION OF DNA REPLICATION%GO%GO:0008156	0	1.8446172	0	0	1.8195145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9942771	0	0	0	0	0	2.2213132	0	0
CELLULAR RESPONSE TO TYPE I INTERFERON%GO%GO:0071357	0	1.8444463	0	0	2.2181547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7000173	0	2.3085723	2.1593158	0	0	2.1050131	0	0
IL12-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12-MEDIATED SIGNALING EVENTS	0	1.8431863	0	0	2.0684373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9385207	0	0	1.9735892	0	0	2.2845125	0	0
RESPONSE TO IONIZING RADIATION%GO%GO:0010212	0	1.8409432	0	0	1.753743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6928711	0	0	0	0	0	0	0	0
BIOCARTA_BCR_PATHWAY%MSIGDB_C2%BIOCARTA_BCR_PATHWAY	0	1.8378652	0	0	1.7755402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6384721	0	0	0	0	0	1.8348128	0	1.8575152
GLOBAL GENOMIC NER (GG-NER)%REACTOME%REACT_2253.3	0	1.8359133	0	0	2.0416195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7876397	0	0	0	0	0	0	0	0
NUCLEAR EXPORT%GO%GO:0051168	0	1.8351525	0	0	2.1814456	1.7175387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9659609	0	0	0	0	0	2.2351391	0	0
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, NONSENSE-MEDIATED DECAY%GO%GO:0000184	0	1.8324586	0	0	0	1.6526225	0	2.490595	0	2.1774898	0	0	0	0	0	1.9112401	0	2.3913689	0	0	1.8263202	0	0	0	0	0	0	2.0926409	0
PROTEIN TARGETING TO ER%GO%GO:0045047	0	1.8321174	0	0	0	0	0	2.7992442	0	2.2461507	0	0	0	0	0	1.8429486	0	2.657579	0	0	1.8174669	0	0	0	0	0	0	2.377097	0
SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS%GO%GO:0002200	0	1.8315748	0	0	1.746828	1.7643903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6484846	0	0	0	0	0	0	0	0
REGULATION OF NUCLEAR SMAD2 3 SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF NUCLEAR SMAD2 3 SIGNALING	0	1.8303528	0	0	1.7373012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6443373	0	0	0	0	0	1.9011073	0	0
ESTABLISHMENT OF PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GO%GO:0072599	0	1.8258003	0	0	0	0	0	2.7687943	0	2.227692	0	0	0	0	0	1.86436	0	2.6357503	0	0	1.8010176	0	0	0	0	0	0	2.3552225	0
REGULATION OF CHROMOSOME ORGANIZATION%GO%GO:0033044	0	1.8255631	0	0	1.9315212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8267599	0	0	0	0	0	0	0	0
BIOCARTA_TH1TH2_PATHWAY%MSIGDB_C2%BIOCARTA_TH1TH2_PATHWAY	0	1.8240325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.304328	1.9900683	0	0	0	0	0
PEPTIDYL-LYSINE MODIFICATION%GO%GO:0018205	0	1.8234305	0	0	2.2233515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8346186	0	0	0	0	0	1.7887994	0	0
TERMINATION OF RNA POLYMERASE II TRANSCRIPTION%GO%GO:0006369	0	1.8206582	0	0	2.1586723	1.8023839	0	0	0	1.9279275	0	0	0	0	0	1.8583918	0	0	0	0	1.9927443	0	0	0	0	0	2.1950316	0	0
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GO%GO:0006614	0	1.820483	0	0	0	0	0	2.7715774	0	2.2660038	0	0	0	0	0	1.8386031	0	2.6473715	0	0	1.8286136	0	0	0	0	0	0	2.3736248	0
TSLP%NETPATH%TSLP	0	1.8203013	0	0	2.0569654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7559717	0	0	1.8634999	0	0	2.0102468	0	0
BIOCARTA_CARM_ER_PATHWAY%MSIGDB_C2%BIOCARTA_CARM_ER_PATHWAY	0	1.8202022	0	0	1.8137965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7640276	0	0	0	0	0	0	0	0
DNA GEOMETRIC CHANGE%GO%GO:0032392	0	1.8195328	0	0	1.761649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6974787	0	0	0	0	0	0	0	0
LYMPHOCYTE ACTIVATION%GO%GO:0046649	0	1.8192532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6300951	0	0	0	0	0	1.9996684	0	0
DNA DUPLEX UNWINDING%GO%GO:0032508	0	1.8170389	0	0	1.799319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7176791	0	0	0	0	0	0	0	0
LEISHMANIASIS%KEGG%HSA05140	0	1.8160734	0	0	0	0	2.3238654	0	0	0	0	2.0758572	0	0	0	0	0	0	0	0	0	0	2.0542622	2.4324825	0	0	1.9173019	0	0
INTERFERON ALPHA BETA SIGNALING%REACTOME%REACT_25162.1	0	1.8159851	0	0	2.2136343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6559087	0	2.3604817	2.1936355	0	0	2.0816548	0	0
BASE EXCISION REPAIR%KEGG%HSA03410	0	1.8152032	0	0	2.0956252	1.989811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNA-DEPENDENT DNA REPLICATION%GO%GO:0006261	0	1.8128898	0	0	1.9580723	1.9772555	0	0	0	1.6943656	0	0	0	0	0	1.8411	0	1.8608615	0	0	1.6376889	0	0	0	0	0	0	0	0
REGULATION OF GENE EXPRESSION, EPIGENETIC%GO%GO:0040029	0	1.8074571	0	0	2.0170171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.668244	0	0	0	0	0	0	0	0
ELONGATION ARREST AND RECOVERY%REACTOME%REACT_1892.2	0	1.8063343	0	0	1.8393943	1.8824164	0	0	0	1.6986203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8862914	0	0
PAUSING AND RECOVERY OF HIV-1 ELONGATION%REACTOME%REACT_6244.5	0	1.8041073	0	0	1.8412489	1.8706094	0	0	0	1.6975032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8824157	0	0
TRANSPORT OF MATURE MRNA DERIVED FROM AN INTRON-CONTAINING TRANSCRIPT%REACTOME%REACT_1597.3	0	1.8017681	0	0	2.339598	1.8962288	0	0	0	1.8158131	0	0	0	0	0	0	0	0	0	0	2.0299213	0	0	1.8577896	0	0	2.235819	0	0
DNA REPLICATION%GO%GO:0006260	0	1.8011456	0	0	1.9803028	1.7531791	0	0	0	1.8271027	0	0	0	0	0	0	0	1.7441522	0	0	0	0	0	0	0	0	1.8156658	0	0
BIOCARTA_TCR_PATHWAY%MSIGDB_C2%BIOCARTA_TCR_PATHWAY	0	1.7987125	0	0	2.076067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7525185	0	0	0	0	0	1.9312711	0	2.1195507
SPLICEOSOME%KEGG%HSA03040	0	1.7982593	0	0	2.380584	1.9918668	0	0	0	2.0353296	0	0	2.1063435	0	0	1.9431423	0	0	0	0	1.9885901	0	0	0	0	0	2.596059	0	0
GRANULOCYTE CHEMOTAXIS%GO%GO:0071621	0	1.7965605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0979073	0	0	2.0971005	0	1.9236335
T CELL RECEPTOR SIGNALING PATHWAY%GO%GO:0050852	0	1.7956307	0	0	1.9921045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8150424	0	0	1.8033165	0	0	1.9929035	0	0
DEADENYLATION-DEPENDENT MRNA DECAY%REACTOME%REACT_20639.2	0	1.7938507	0	0	2.0606904	1.6580119	0	0	0	1.7662182	0	0	0	0	0	0	0	0	0	0	1.8399086	0	0	0	0	0	0	0	0
EUKARYOTIC TRANSLATION ELONGATION%REACTOME%REACT_1477.2	0	1.789502	0	0	0	1.6605228	0	2.8074582	0	2.404263	0	0	0	0	0	2.017919	0	2.8407137	0	0	1.806215	0	0	0	0	0	0	2.3259885	0
HIV-1 ELONGATION ARREST AND RECOVERY%REACTOME%REACT_6259.4	0	1.7889372	0	0	1.8371758	1.8767153	0	0	0	1.7046338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8720076	0	0
RNA EXPORT FROM NUCLEUS%GO%GO:0006405	0	1.7867908	0	0	2.2023933	1.8085307	0	0	0	1.742365	0	0	1.8518649	0	0	0	0	0	0	0	2.0217495	0	0	0	0	0	2.2582645	0	0
BIOCARTA_MAPK_PATHWAY%MSIGDB_C2%BIOCARTA_MAPK_PATHWAY	0	1.785855	0	0	1.9786011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7215257	0	0	2.0694346	0	0	1.7846006	0	0
MRNA EXPORT FROM NUCLEUS%GO%GO:0006406	0	1.7845703	0	0	2.2466145	1.7850908	0	0	0	1.7602112	0	0	0	0	0	0	0	0	0	0	2.0258288	0	0	0	0	0	2.2005918	0	0
REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GO%GO:2000514	0	1.7839961	0	0	1.8503683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9137785	0	0	0	0	0	0	0	2.005293
T CELL COSTIMULATION%GO%GO:0031295	0	1.7834383	0	0	1.7158499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0526886	0	0	1.9661312	0	0
BIOCARTA_IL7_PATHWAY%MSIGDB_C2%BIOCARTA_IL7_PATHWAY	0	1.7833495	0	0	2.0365498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7818165	0	0	1.8002025	0	0	2.0082507	0	1.8414133
TRANSCRIPTION FROM RNA POLYMERASE III PROMOTER%GO%GO:0006383	0	1.7813727	0	0	1.6828543	1.9606944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROCESSING OF CAPPED INTRONLESS PRE-MRNA%REACTOME%REACT_1768.5	0	1.7806226	0	0	1.9706479	2.1201143	0	0	0	1.7270883	0	0	0	0	0	1.7384183	0	0	0	0	1.8218628	0	0	0	0	0	1.9325609	0	0
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, DEADENYLATION-DEPENDENT DECAY%GO%GO:0000288	0	1.7798074	0	0	2.0565243	1.6558615	0	0	0	1.7634419	0	0	0	0	0	0	0	0	0	0	1.850651	0	0	0	0	0	0	0	0
BASE-EXCISION REPAIR%GO%GO:0006284	0	1.777528	0	0	1.9813668	1.7511315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SISTER CHROMATID COHESION%GO%GO:0007062	0	1.776985	0	0	0	1.7637265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8321462	0	0
POST-ELONGATION PROCESSING OF THE TRANSCRIPT%REACTOME%REACT_78.3	0	1.776226	0	0	2.1581626	1.8242195	0	0	0	1.9432201	0	0	0	0	0	1.8338901	0	0	0	0	1.997757	0	0	0	0	0	2.1603482	0	0
RESPONSE TO DNA DAMAGE STIMULUS%GO%GO:0006974	0	1.7747204	0	0	2.0888686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.764081	0	0	0	0	0	0	0	0
POST-ELONGATION PROCESSING OF INTRONLESS PRE-MRNA%REACTOME%REACT_717.2	0	1.7742777	0	0	1.994646	2.1047156	0	0	0	1.7532388	0	0	0	0	0	1.7246463	0	0	0	0	1.8528407	0	0	0	0	0	1.9208897	0	0
PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GO%GO:0070972	0	1.7740226	0	0	0	0	0	2.7090423	0	2.172385	0	0	0	0	0	1.7859814	0	2.5598037	0	0	1.7331821	0	0	0	0	0	0	2.3334026	0
LYMPHOCYTE COSTIMULATION%GO%GO:0031294	0	1.7724451	0	0	1.7143235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6353078	0	0	2.061572	0	0	1.9587297	0	0
RNA POLYMERASE II TRANSCRIPTION TERMINATION%REACTOME%REACT_894.2	0	1.7719663	0	0	2.1307712	1.8109411	0	0	0	1.9379038	0	0	0	0	0	1.8277248	0	0	0	0	1.9906569	0	0	0	0	0	2.1199594	0	0
BIOCARTA_NKT_PATHWAY%MSIGDB_C2%BIOCARTA_NKT_PATHWAY	0	1.77126	0	2.030276	1.9602784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7271247	0	0	1.9386462	0	0	0	0	2.0685172
POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION%GO%GO:0070665	0	1.7704486	0	0	0	0	0	0	0	0	0	1.9297428	0	0	0	0	0	0	0	0	0	0	0	1.9451565	0	0	1.805905	0	0
TRANSLATION%GO%GO:0006412	0	1.7704307	0	0	1.7495613	1.6154573	0	0	0	1.8553987	0	0	0	0	0	1.9241273	0	2.2339375	0	0	1.7811623	0	0	0	0	0	0	1.971541	0
NOD1 2 SIGNALING PATHWAY%REACTOME%REACT_75776.1	0	1.7681669	0	0	1.7907434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7865196	0	0	0	0	0	0	0	0
TRANSCRIPTIONAL REGULATION OF WHITE ADIPOCYTE DIFFERENTIATION%REACTOME%REACT_27161.1	0	1.7681298	0	0	1.9309512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6794071	0	0	2.1044605	0	0	1.8865179	0	0
RNA POLYMERASE III TRANSCRIPTION INITIATION%REACTOME%REACT_281.3	0	1.7638351	0	0	1.6964788	1.927956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REGULATION OF ALPHA-BETA T CELL ACTIVATION%GO%GO:0046634	0	1.7621812	0	0	1.7247198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.767016	0	0	0	0	0	0	0	0
PAUSING AND RECOVERY OF TAT-MEDIATED HIV-1 ELONGATION%REACTOME%REACT_6143.5	0	1.7619743	0	0	1.8449415	1.8574736	0	0	0	1.7185025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8952508	0	0
DNA REPLICATION%KEGG%HSA03030	0	1.7591497	0	0	2.0570734	2.0822146	0	0	0	1.9033612	0	0	0	0	0	1.8540103	0	2.0562847	0	0	1.6632645	0	0	1.919835	0	0	0	0	0
REGULATION OF GENE SILENCING%GO%GO:0060968	0	1.7585287	0	0	1.6981478	0	0	0	0	1.7203193	0	0	0	0	0	1.8612213	0	1.880176	0	0	1.7591294	0	0	0	0	0	1.823201	0	0
TRANSLATIONAL ELONGATION%GO%GO:0006414	0	1.7560061	0	0	0	1.6697508	0	2.6396184	0	2.290384	0	0	0	0	0	2.0061898	0	2.7107244	0	0	1.8117092	0	0	0	0	0	0	2.273355	0
REGULATION OF REPRODUCTIVE PROCESS%GO%GO:2000241	0	1.7551433	0	0	1.826415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8531016	0	0
CHEMOKINE RECEPTORS BIND CHEMOKINES%REACTOME%REACT_15344.1	0	1.7551363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0176742	0	0	2.135549	0	2.6669495
HISTONE H3 ACETYLATION%GO%GO:0043966	0	1.7540554	0	0	2.0635092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7825838	0	0	0	0	0	0	0	0
MRNA TRANSPORT%GO%GO:0051028	0	1.75323	0	0	2.2098446	1.792904	0	0	0	1.7297529	0	0	1.7935939	0	0	0	0	0	0	0	1.9888735	0	0	0	0	0	2.1638322	0	0
NEGATIVE REGULATION OF DNA METABOLIC PROCESS%GO%GO:0051053	0	1.7499244	0	0	1.8624631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.962522	0	0	0	0	0	1.8828143	0	0
TOLL-LIKE RECEPTOR 9 SIGNALING PATHWAY%GO%GO:0034162	0	1.7471352	0	0	1.7655003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7766691	0	0	0	0	0	0	0	0
HISTONE UBIQUITINATION%GO%GO:0016574	0	1.7458539	0	0	1.9052862	0	0	0	0	1.6950713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFENSE RESPONSE TO VIRUS%GO%GO:0051607	0	1.7457362	0	0	1.961196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7593141	0	0	1.8785454	0	0	1.9401317	0	0
BIOCARTA_DC_PATHWAY%MSIGDB_C2%BIOCARTA_DC_PATHWAY	0	1.7453127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1235938	0	0	1.9722546	0	0
TAT-MEDIATED HIV-1 ELONGATION ARREST AND RECOVERY%REACTOME%REACT_6344.4	0	1.7443168	0	0	1.8407029	1.8632739	0	0	0	1.7519516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9467702	0	0
RESPONSE TO INTERFERON-GAMMA%GO%GO:0034341	0	1.7428406	0	0	0	0	1.9302447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3892877	1.8926258	0	0	0	0	0
DETECTION OF CHEMICAL STIMULUS INVOLVED IN SENSORY PERCEPTION%GO%GO:0050907	0	1.7405885	1.9660674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2596412	0	0	0	0	0	0	0	0	0	2.3073921
TNFSF1%IOB%TNFSF1	0	1.7386881	2.0940268	0	2.1203146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.659424	0	0	0	1.9886937	0	0	0	0
DNA DEALKYLATION%GO%GO:0035510	0	1.7384565	0	0	1.8361325	0	0	0	0	1.7345883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIG-I MDA5 MEDIATED INDUCTION OF IFN-ALPHA BETA PATHWAYS%REACTOME%REACT_25359.1	0	1.7372043	0	0	1.7318447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7756919	0	0	0	0	0	0	0	0
BIOCARTA_CASPASE_PATHWAY%MSIGDB_C2%BIOCARTA_CASPASE_PATHWAY	0	1.7365273	0	0	1.9055735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6528281	0	0	0	0	0	0	0	0
TNFSF8%IOB%TNFSF8	0	1.7364182	0	0	1.768508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7623376	0	0	0	0	0	1.9060857	0	0
POSITIVE REGULATION OF LYMPHOCYTE PROLIFERATION%GO%GO:0050671	0	1.7361467	0	0	0	0	0	0	0	0	0	1.8643594	0	0	0	0	0	0	0	0	0	0	0	1.9176186	0	0	1.7823831	0	0
CLEAVAGE OF GROWING TRANSCRIPT IN THE TERMINATION REGION%REACTOME%REACT_387.3	0	1.7334409	0	0	2.166051	1.8229835	0	0	0	1.9422721	0	0	0	0	0	1.8037921	0	0	0	0	2.0176446	0	0	0	0	0	2.1492364	0	0
BIOCARTA_RELA_PATHWAY%MSIGDB_C2%BIOCARTA_RELA_PATHWAY	0	1.73009	0	0	2.0566902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8355805	0	0	2.1109793	0	0	2.1100564	0	0
CYTOKINE SIGNALING IN IMMUNE SYSTEM%REACTOME%REACT_75790.2	0	1.7298707	0	0	1.863149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9548898	0	0	1.9474131	0	0
ABORTIVE ELONGATION OF HIV-1 TRANSCRIPT IN THE ABSENCE OF TAT%REACTOME%REACT_6261.3	0	1.7297117	0	0	1.8591329	1.9348615	0	0	0	1.8005334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9631335	0	0
POSITIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GO%GO:0032946	0	1.7272825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8964672	0	0	1.7892168	0	0
METABOLISM OF RNA%REACTOME%REACT_21257.2	0	1.727147	0	0	2.0348446	1.704828	0	2.0153804	0	2.120657	0	0	0	0	0	1.8045294	0	1.9298208	0	0	1.7839805	0	0	0	0	0	0	0	0
TRNA AMINOACYLATION%GO%GO:0043039	0	1.726949	0	0	1.7804633	1.6335418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA LOCALIZATION%GO%GO:0006403	0	1.7252123	0	0	2.1486764	1.813268	0	0	0	1.7555182	0	0	1.8134655	0	0	0	0	0	0	0	1.918533	0	0	0	0	0	2.0861454	0	0
HISTONE H4-K16 ACETYLATION%GO%GO:0043984	0	1.7231717	0	0	1.8130943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8399991	0	0	0	0	0	0	0	0
TOLL-LIKE RECEPTOR SIGNALING PATHWAY%KEGG%HSA04620	0	1.7226653	0	0	1.7886567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7158915	0	0	2.0758445	0	0	0	0	0
DNA STRAND ELONGATION%GO%GO:0022616	0	1.7217472	0	0	1.9473201	2.022559	0	0	0	1.8027126	0	0	0	0	0	1.9043342	0	2.0283673	0	0	1.6977248	0	0	1.87487	0	0	0	0	0
PROTEIN TARGETING TO MEMBRANE%GO%GO:0006612	0	1.7217066	0	0	0	0	0	2.484141	0	2.00335	0	0	0	0	0	0	0	2.3025458	0	0	1.6412218	0	0	0	0	0	0	2.143264	0
TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING%GO%GO:0010833	0	1.7210526	0	0	1.9627633	1.7340007	0	0	0	0	0	0	0	0	0	0	0	1.766735	0	0	1.6455576	0	0	0	0	0	0	0	0
RIBONUCLEOPROTEIN COMPLEX ASSEMBLY%GO%GO:0022618	0	1.7204611	0	0	2.1476321	1.8477002	0	0	0	1.875954	0	0	1.8566495	0	0	1.75407	0	0	0	0	1.7953874	0	0	0	0	0	0	0	0
DNA STRAND ELONGATION INVOLVED IN DNA REPLICATION%GO%GO:0006271	0	1.7190436	0	0	1.9353973	2.0230968	0	0	0	1.7929667	0	0	0	0	0	1.8968146	0	2.0581222	0	0	1.692817	0	0	1.8709995	0	0	0	0	0
