Name	GS	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
TCR%NETPATH%TCR	TCR%NETPATH%TCR		252	1.75673412	7.4298053	0.01	0.01	0.6435	5283	tags=67%, list=32%, signal=97%
MITOTIC ANAPHASE%GO%GO:0000090	MITOTIC ANAPHASE%GO%GO:0000090		157	1.50924241	5.3752816	0.01	0.01	0.559	5861	tags=64%, list=33%, signal=94%
CD28 CO-STIMULATION%REACTOME%REACT_19183.3	CD28 CO-STIMULATION%REACTOME%REACT_19183.3		28	2.3195363	7.399404	0.01	0.01	0.632	6116	tags=75%, list=32%, signal=110%
REGULATION OF ORNITHINE DECARBOXYLASE (ODC)%REACTOME%REACT_13565.2	REGULATION OF ORNITHINE DECARBOXYLASE (ODC)%REACTOME%REACT_13565.2		47	2.40347531	7.869857	0.01	0.01	0.38925	5427	tags=81%, list=33%, signal=120%
MITOTIC CELL CYCLE CHECKPOINT%GO%GO:0007093	MITOTIC CELL CYCLE CHECKPOINT%GO%GO:0007093		119	1.92933715	6.9814258	0.01	0.01	0.83825	5689	tags=64%, list=33%, signal=94%
ORC1 REMOVAL FROM CHROMATIN%REACTOME%REACT_1156.2	ORC1 REMOVAL FROM CHROMATIN%REACTOME%REACT_1156.2		68	2.80106441	9.6776204	0.01	0.01	0.4404	6367	tags=75%, list=33%, signal=111%
ANAPHASE%GO%GO:0051322	ANAPHASE%GO%GO:0051322		159	1.5021418	5.3387877	0.01	0.01	0.631333333333333	5861	tags=63%, list=33%, signal=93%
MITOTIC G1-G1 S PHASES%REACTOME%REACT_21267.3	MITOTIC G1-G1 S PHASES%REACTOME%REACT_21267.3		127	2.05379604	7.4370884	0.01	0.01	0.36925	5427	tags=60%, list=33%, signal=88%
POSITIVE REGULATION OF CELL CYCLE ARREST%GO%GO:0071158	POSITIVE REGULATION OF CELL CYCLE ARREST%GO%GO:0071158		76	2.64244053	9.2236203	0.01	0.01	0.5414	7016	tags=72%, list=33%, signal=107%
PROTEASOME%KEGG%HSA03050	PROTEASOME%KEGG%HSA03050		43	2.4487242	7.9597561	0.01	0.01	0.37525	5427	tags=81%, list=33%, signal=121%
REGULATION OF CELLULAR AMINO ACID METABOLIC PROCESS%GO%GO:0006521	REGULATION OF CELLULAR AMINO ACID METABOLIC PROCESS%GO%GO:0006521		54	2.30065046	7.7013284	0.01	0.01	0.44425	5427	tags=74%, list=33%, signal=110%
INTERPHASE%GO%GO:0051325	INTERPHASE%GO%GO:0051325		194	2.4929256	9.2897627	0.01	0.01	0.424	6574	tags=57%, list=33%, signal=84%
DNA REPLICATION PRE-INITIATION%REACTOME%REACT_734.3	DNA REPLICATION PRE-INITIATION%REACTOME%REACT_734.3		79	2.77825123	9.7139363	0.01	0.01	0.391	6354	tags=70%, list=33%, signal=103%
CXCR4%IOB%CXCR4	CXCR4%IOB%CXCR4		90	1.91397675	7.6097981	0.01	0.01	0.659	4667	tags=69%, list=28%, signal=96%
SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GO%GO:0072331	SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GO%GO:0072331		107	1.44232268	5.3604512	0.01	0.01	0.798	5427	tags=64%, list=33%, signal=95%
ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS%REACTOME%REACT_6769.1	ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS%REACTOME%REACT_6769.1		36	2.32938764	7.1946594	0.01	0.01	0.5755	6970	tags=64%, list=32%, signal=94%
MITOTIC M-M G1 PHASES%REACTOME%REACT_21300.3	MITOTIC M-M G1 PHASES%REACTOME%REACT_21300.3		222	1.48075667	5.357843	0.01	0.01	0.591666666666667	5861	tags=61%, list=33%, signal=89%
SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME%REACT_2148.2	SWITCHING OF ORIGINS TO A POST-REPLICATIVE STATE%REACTOME%REACT_2148.2		68	2.80106441	9.6826748	0.01	0.01	0.4754	6367	tags=75%, list=33%, signal=111%
T CELL ACTIVATION%GO%GO:0042110	T CELL ACTIVATION%GO%GO:0042110		75	1.57221577	5.6559971	0.01	0.01	0.542	2872	tags=37%, list=14%, signal=43%
G1 S TRANSITION%REACTOME%REACT_1783.2	G1 S TRANSITION%REACTOME%REACT_1783.2		105	2.15063993	7.7374917	0.01	0.01	0.259	5427	tags=63%, list=33%, signal=93%
MITOTIC G1 DNA DAMAGE CHECKPOINT%GO%GO:0031571	MITOTIC G1 DNA DAMAGE CHECKPOINT%GO%GO:0031571		70	2.16906293	7.4815483	0.01	0.01	0.487	7016	tags=71%, list=33%, signal=106%
SIGNAL TRANSDUCTION IN RESPONSE TO DNA DAMAGE%GO%GO:0042770	SIGNAL TRANSDUCTION IN RESPONSE TO DNA DAMAGE%GO%GO:0042770		89	1.48882628	5.4453587	0.01	0.01	0.686333333333333	5427	tags=69%, list=33%, signal=102%
DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GO%GO:0030330	DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GO%GO:0030330		81	2.06195799	7.2300713	0.01	0.01	0.5625	7016	tags=69%, list=33%, signal=103%
NEGATIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY INVOLVED IN MITOTIC CELL CYCLE%GO%GO:0051436	NEGATIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY INVOLVED IN MITOTIC CELL CYCLE%GO%GO:0051436		63	2.17222446	7.4464668	0.01	0.01	0.4745	6538	tags=79%, list=33%, signal=118%
SIGNAL TRANSDUCTION INVOLVED IN DNA INTEGRITY CHECKPOINT%GO%GO:0072401	SIGNAL TRANSDUCTION INVOLVED IN DNA INTEGRITY CHECKPOINT%GO%GO:0072401		65	2.19438563	7.5420464	0.01	0.01	0.47275	7016	tags=75%, list=33%, signal=112%
OLFACTORY SIGNALING PATHWAY%REACTOME%REACT_15488.3	OLFACTORY SIGNALING PATHWAY%REACTOME%REACT_15488.3		70	4.02383201	15.7590211	0.01	0.01	0.538375	4973	tags=10%, list=8%, signal=11%
M G1 TRANSITION%REACTOME%REACT_1725.3	M G1 TRANSITION%REACTOME%REACT_1725.3		79	2.77825123	9.7137637	0.01	0.01	0.4228	6354	tags=70%, list=33%, signal=103%
NUCLEOTIDE-EXCISION REPAIR, DNA GAP FILLING%GO%GO:0006297	NUCLEOTIDE-EXCISION REPAIR, DNA GAP FILLING%GO%GO:0006297		22	1.9132459	5.4442298	0.01	0.01	0.555666666666667	5274	tags=73%, list=30%, signal=104%
MITOTIC DNA DAMAGE CHECKPOINT%GO%GO:0044773	MITOTIC DNA DAMAGE CHECKPOINT%GO%GO:0044773		74	2.15487303	7.4865222	0.01	0.01	0.50075	7016	tags=69%, list=33%, signal=102%
G1 DNA DAMAGE CHECKPOINT%GO%GO:0044783	G1 DNA DAMAGE CHECKPOINT%GO%GO:0044783		70	2.16906293	7.4980896	0.01	0.01	0.49675	7016	tags=71%, list=33%, signal=106%
M-CSF%IOB%M-CSF	M-CSF%IOB%M-CSF		60	2.00239984	7.5496534	0.01	0.01	0.607	5746	tags=77%, list=35%, signal=117%
SIGNAL TRANSDUCTION INVOLVED IN CELL CYCLE CHECKPOINT%GO%GO:0072395	SIGNAL TRANSDUCTION INVOLVED IN CELL CYCLE CHECKPOINT%GO%GO:0072395		66	1.65965674	5.8761449	0.01	0.01	0.314	5427	tags=76%, list=33%, signal=112%
APC C:CDC20 MEDIATED DEGRADATION OF SECURIN%REACTOME%REACT_6871.2	APC C:CDC20 MEDIATED DEGRADATION OF SECURIN%REACTOME%REACT_6871.2		63	2.17581125	7.4092942	0.01	0.01	0.53125	6538	tags=78%, list=33%, signal=115%
MITOTIC DNA INTEGRITY CHECKPOINT%GO%GO:0044774	MITOTIC DNA INTEGRITY CHECKPOINT%GO%GO:0044774		76	2.1354142	7.4025125	0.01	0.01	0.54825	7016	tags=68%, list=33%, signal=101%
APC C:CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C:CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1%REACTOME%REACT_6761.2	APC C:CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C:CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1%REACTOME%REACT_6761.2		67	2.16468812	7.4940114	0.01	0.01	0.492	6538	tags=73%, list=33%, signal=109%
ACTIVATION OF THE MRNA UPON BINDING OF THE CAP-BINDING COMPLEX AND EIFS, AND SUBSEQUENT BINDING TO 43S%REACTOME%REACT_1258.3	ACTIVATION OF THE MRNA UPON BINDING OF THE CAP-BINDING COMPLEX AND EIFS, AND SUBSEQUENT BINDING TO 43S%REACTOME%REACT_1258.3		56	4.80805936	16.455189	0.01	0.01	0.27475	7676	tags=84%, list=34%, signal=127%
ACTIVATION OF BH3-ONLY PROTEINS%REACTOME%REACT_697.4	ACTIVATION OF BH3-ONLY PROTEINS%REACTOME%REACT_697.4		23	2.42366946	7.4982134	0.01	0.01	0.59525	5545	tags=83%, list=34%, signal=124%
REMOVAL OF LICENSING FACTORS FROM ORIGINS%REACTOME%REACT_207.3	REMOVAL OF LICENSING FACTORS FROM ORIGINS%REACTOME%REACT_207.3		70	2.7731456	9.5424622	0.01	0.01	0.5116	6367	tags=73%, list=33%, signal=108%
AUTODEGRADATION OF CDH1 BY CDH1:APC C%REACTOME%REACT_6785.1	AUTODEGRADATION OF CDH1 BY CDH1:APC C%REACTOME%REACT_6785.1		58	2.18625526	7.3555928	0.01	0.01	0.536	6538	tags=83%, list=33%, signal=123%
REGULATION OF DNA REPLICATION%REACTOME%REACT_829.4	REGULATION OF DNA REPLICATION%REACTOME%REACT_829.4		72	2.25698315	7.8090979	0.01	0.01	0.4255	5427	tags=71%, list=33%, signal=105%
SIGNAL TRANSDUCTION INVOLVED IN DNA DAMAGE CHECKPOINT%GO%GO:0072422	SIGNAL TRANSDUCTION INVOLVED IN DNA DAMAGE CHECKPOINT%GO%GO:0072422		65	2.19438563	7.5353886	0.01	0.01	0.48775	7016	tags=75%, list=33%, signal=112%
SIGNAL TRANSDUCTION INVOLVED IN MITOTIC CELL CYCLE CHECKPOINT%GO%GO:0072413	SIGNAL TRANSDUCTION INVOLVED IN MITOTIC CELL CYCLE CHECKPOINT%GO%GO:0072413		64	2.69436942	9.2441428	0.01	0.01	0.5766	7016	tags=75%, list=33%, signal=111%
CYCLIN A:CDK2-ASSOCIATED EVENTS AT S PHASE ENTRY%REACTOME%REACT_9029.2	CYCLIN A:CDK2-ASSOCIATED EVENTS AT S PHASE ENTRY%REACTOME%REACT_9029.2		64	2.21965287	7.5971021	0.01	0.01	0.44925	6538	tags=70%, list=33%, signal=104%
SIGNAL TRANSDUCTION INVOLVED IN MITOTIC G1 DNA DAMAGE CHECKPOINT%GO%GO:0072431	SIGNAL TRANSDUCTION INVOLVED IN MITOTIC G1 DNA DAMAGE CHECKPOINT%GO%GO:0072431		64	2.19340877	7.5221821	0.01	0.01	0.49825	7016	tags=75%, list=33%, signal=111%
DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR RESULTING IN CELL CYCLE ARREST%GO%GO:0006977	DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR RESULTING IN CELL CYCLE ARREST%GO%GO:0006977		64	2.69436942	9.2265733	0.01	0.01	0.5828	7016	tags=75%, list=33%, signal=111%
NEGATIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY%GO%GO:0051444	NEGATIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY%GO%GO:0051444		67	2.12696237	7.2957326	0.01	0.01	0.568	5689	tags=76%, list=33%, signal=113%
INTERPHASE OF MITOTIC CELL CYCLE%GO%GO:0051329	INTERPHASE OF MITOTIC CELL CYCLE%GO%GO:0051329		186	2.47714516	9.1888256	0.01	0.01	0.4484	6574	tags=56%, list=33%, signal=82%
APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%REACT_6781.3	APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%REACT_6781.3		68	2.1752294	7.5168296	0.01	0.01	0.478	5689	tags=75%, list=33%, signal=111%
NEGATIVE REGULATION OF LIGASE ACTIVITY%GO%GO:0051352	NEGATIVE REGULATION OF LIGASE ACTIVITY%GO%GO:0051352		67	2.12696237	7.2989424	0.01	0.01	0.55675	5689	tags=76%, list=33%, signal=113%
RXR AND RAR HETERODIMERIZATION WITH OTHER NUCLEAR RECEPTOR%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%RXR AND RAR HETERODIMERIZATION WITH OTHER NUCLEAR RECEPTOR	RXR AND RAR HETERODIMERIZATION WITH OTHER NUCLEAR RECEPTOR%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%RXR AND RAR HETERODIMERIZATION WITH OTHER NUCLEAR RECEPTOR		26	1.80334759	5.4239788	0.01	0.01	0.661	4411	tags=38%, list=27%, signal=52%
INTERLEUKIN-2 SIGNALING%REACTOME%REACT_27283.2	INTERLEUKIN-2 SIGNALING%REACTOME%REACT_27283.2		41	2.21499714	7.8151544	0.01	0.01	0.56375	4667	tags=61%, list=28%, signal=85%
CELL CYCLE PHASE%GO%GO:0022403	CELL CYCLE PHASE%GO%GO:0022403		333	1.44290801	5.2774774	0.01	0.01	0.705333333333333	5861	tags=54%, list=33%, signal=79%
M PHASE%REACTOME%REACT_910.3	M PHASE%REACTOME%REACT_910.3		191	1.45117155	5.2124853	0.01	0.01	0.807	5861	tags=62%, list=33%, signal=91%
CDC20:PHOSPHO-APC C MEDIATED DEGRADATION OF CYCLIN A%REACTOME%REACT_6850.1	CDC20:PHOSPHO-APC C MEDIATED DEGRADATION OF CYCLIN A%REACTOME%REACT_6850.1		68	2.17143795	7.4772577	0.01	0.01	0.4965	5689	tags=75%, list=33%, signal=111%
ASSEMBLY OF THE PRE-REPLICATIVE COMPLEX%REACTOME%REACT_2243.4	ASSEMBLY OF THE PRE-REPLICATIVE COMPLEX%REACTOME%REACT_2243.4		65	2.80021233	9.5719634	0.01	0.01	0.524	6354	tags=74%, list=33%, signal=110%
CROSS-PRESENTATION OF SOLUBLE EXOGENOUS ANTIGENS (ENDOSOMES)%REACTOME%REACT_111056.1	CROSS-PRESENTATION OF SOLUBLE EXOGENOUS ANTIGENS (ENDOSOMES)%REACTOME%REACT_111056.1		49	2.31187495	7.7052139	0.01	0.01	0.48275	5427	tags=78%, list=33%, signal=115%
NEGATIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GO%GO:2000134	NEGATIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GO%GO:2000134		83	2.0038728	7.2199741	0.01	0.01	0.68125	6723	tags=69%, list=33%, signal=102%
POSITIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY INVOLVED IN MITOTIC CELL CYCLE%GO%GO:0051437	POSITIVE REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY INVOLVED IN MITOTIC CELL CYCLE%GO%GO:0051437		69	2.11282573	7.3158967	0.01	0.01	0.55925	6538	tags=74%, list=33%, signal=110%
CYCLIN E ASSOCIATED EVENTS DURING G1 S TRANSITION%REACTOME%REACT_1574.2	CYCLIN E ASSOCIATED EVENTS DURING G1 S TRANSITION%REACTOME%REACT_1574.2		64	2.22221561	7.5871482	0.01	0.01	0.44975	6538	tags=70%, list=33%, signal=104%
ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%REACT_6954.2	ACTIVATION OF APC C AND APC C:CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS%REACTOME%REACT_6954.2		69	2.17570763	7.5162607	0.01	0.01	0.4785	5689	tags=74%, list=33%, signal=110%
TRANSLATION INITIATION COMPLEX FORMATION%REACTOME%REACT_1979.2	TRANSLATION INITIATION COMPLEX FORMATION%REACTOME%REACT_1979.2		55	4.80515428	16.2737868	0.01	0.01	0.285125	7676	tags=84%, list=34%, signal=127%
G1/S TRANSITION OF MITOTIC CELL CYCLE%GO%GO:0000082	G1/S TRANSITION OF MITOTIC CELL CYCLE%GO%GO:0000082		130	2.08441487	7.5764621	0.01	0.01	0.354	5427	tags=57%, list=33%, signal=84%
REGULATION OF APC C ACTIVATORS BETWEEN G1 S AND EARLY ANAPHASE%REACTOME%REACT_6837.2	REGULATION OF APC C ACTIVATORS BETWEEN G1 S AND EARLY ANAPHASE%REACTOME%REACT_6837.2		74	2.13346641	7.4174304	0.01	0.01	0.48025	5689	tags=72%, list=33%, signal=106%
REGULATION OF LYMPHOCYTE ACTIVATION%GO%GO:0051249	REGULATION OF LYMPHOCYTE ACTIVATION%GO%GO:0051249		167	1.84041379	7.2982694	0.01	0.01	0.63675	5814	tags=49%, list=28%, signal=68%
RIBOSOMAL SCANNING AND START CODON RECOGNITION%REACTOME%REACT_931.2	RIBOSOMAL SCANNING AND START CODON RECOGNITION%REACTOME%REACT_931.2		55	4.76463659	16.1673149	0.01	0.01	0.309375	7676	tags=84%, list=34%, signal=127%
G2 M CHECKPOINTS%REACTOME%REACT_828.2	G2 M CHECKPOINTS%REACTOME%REACT_828.2		41	2.81978138	9.0208565	0.01	0.01	0.6474	7144	tags=59%, list=32%, signal=86%
CELL CYCLE, MITOTIC%REACTOME%REACT_152.6	CELL CYCLE, MITOTIC%REACTOME%REACT_152.6		349	1.40489888	5.1472201	0.01	0.01	0.901	5861	tags=57%, list=34%, signal=84%
P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME%REACT_1625.3	P53-DEPENDENT G1 DNA DAMAGE RESPONSE%REACTOME%REACT_1625.3		55	2.30415319	7.7256629	0.01	0.01	0.4855	6538	tags=76%, list=33%, signal=113%
G1 S DNA DAMAGE CHECKPOINTS%REACTOME%REACT_2254.1	G1 S DNA DAMAGE CHECKPOINTS%REACTOME%REACT_2254.1		57	2.29806186	7.7760099	0.01	0.01	0.48	6538	tags=74%, list=33%, signal=109%
KITRECEPTOR%NETPATH%KITRECEPTOR	KITRECEPTOR%NETPATH%KITRECEPTOR		100	1.4484641	5.8668955	0.01	0.01	0.632333333333333	5390	tags=67%, list=33%, signal=99%
POSITIVE REGULATION OF T CELL DIFFERENTIATION%GO%GO:0045582	POSITIVE REGULATION OF T CELL DIFFERENTIATION%GO%GO:0045582		26	1.85810958	5.589529	0.01	0.01	0.486	5298	tags=38%, list=18%, signal=47%
M PHASE%GO%GO:0000279	M PHASE%GO%GO:0000279		200	1.45887658	5.271572	0.01	0.01	0.664333333333333	5861	tags=59%, list=33%, signal=87%
M PHASE OF MITOTIC CELL CYCLE%GO%GO:0000087	M PHASE OF MITOTIC CELL CYCLE%GO%GO:0000087		187	1.46083144	5.2625202	0.01	0.01	0.681	5861	tags=60%, list=33%, signal=89%
MULTI-ORGANISM REPRODUCTIVE PROCESS%GO%GO:0044703	MULTI-ORGANISM REPRODUCTIVE PROCESS%GO%GO:0044703		304	1.29698366	5.4868616	0.01	0.01	0.663333333333333	5724	tags=62%, list=33%, signal=90%
REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY INVOLVED IN MITOTIC CELL CYCLE%GO%GO:0051439	REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY INVOLVED IN MITOTIC CELL CYCLE%GO%GO:0051439		74	2.1160144	7.3285103	0.01	0.01	0.51775	6538	tags=73%, list=33%, signal=108%
POSITIVE REGULATION OF LYMPHOCYTE ACTIVATION%GO%GO:0051251	POSITIVE REGULATION OF LYMPHOCYTE ACTIVATION%GO%GO:0051251		127	1.41521367	5.6807974	0.01	0.01	0.514333333333333	5367	tags=55%, list=33%, signal=81%
BIOCARTA_P38MAPK_PATHWAY%MSIGDB_C2%BIOCARTA_P38MAPK_PATHWAY	BIOCARTA_P38MAPK_PATHWAY%MSIGDB_C2%BIOCARTA_P38MAPK_PATHWAY		38	1.6007393	5.1989043	0.01	0.01	0.940333333333333	5769	tags=55%, list=21%, signal=70%
ANAPHASE-PROMOTING COMPLEX-DEPENDENT PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GO%GO:0031145	ANAPHASE-PROMOTING COMPLEX-DEPENDENT PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GO%GO:0031145		77	2.12805594	7.4138252	0.01	0.01	0.48525	5689	tags=69%, list=33%, signal=102%
POSITIVE REGULATION OF T CELL ACTIVATION%GO%GO:0050870	POSITIVE REGULATION OF T CELL ACTIVATION%GO%GO:0050870		107	1.41287953	5.5717363	0.01	0.01	0.645333333333333	5725	tags=58%, list=35%, signal=88%
BIOCARTA_IL12_PATHWAY%MSIGDB_C2%BIOCARTA_IL12_PATHWAY	BIOCARTA_IL12_PATHWAY%MSIGDB_C2%BIOCARTA_IL12_PATHWAY		17	1.99733597	5.4962034	0.01	0.01	0.593333333333333	4669	tags=65%, list=28%, signal=90%
REGULATION OF MITOTIC CELL CYCLE%REACTOME%REACT_21279.2	REGULATION OF MITOTIC CELL CYCLE%REACTOME%REACT_21279.2		78	2.12296073	7.3925965	0.01	0.01	0.482	5689	tags=68%, list=33%, signal=101%
P53-DEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME%REACT_85.1	P53-DEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME%REACT_85.1		55	2.30415319	7.7184493	0.01	0.01	0.4865	6538	tags=76%, list=33%, signal=113%
FORMATION OF THE TERNARY COMPLEX, AND SUBSEQUENTLY, THE 43S COMPLEX%REACTOME%REACT_1079.2	FORMATION OF THE TERNARY COMPLEX, AND SUBSEQUENTLY, THE 43S COMPLEX%REACTOME%REACT_1079.2		48	4.85445307	16.1749613	0.01	0.01	0.3165	7676	tags=83%, list=34%, signal=126%
APC C-MEDIATED DEGRADATION OF CELL CYCLE PROTEINS%REACTOME%REACT_6828.1	APC C-MEDIATED DEGRADATION OF CELL CYCLE PROTEINS%REACTOME%REACT_6828.1		78	2.12296073	7.4069765	0.01	0.01	0.48575	5689	tags=68%, list=33%, signal=101%
KITRECEPTOR%IOB%KITRECEPTOR	KITRECEPTOR%IOB%KITRECEPTOR		87	1.4513403	5.7715711	0.01	0.01	0.661	5377	tags=67%, list=33%, signal=98%
POSITIVE REGULATION OF DNA-DEPENDENT TRANSCRIPTION, ELONGATION%GO%GO:0032786	POSITIVE REGULATION OF DNA-DEPENDENT TRANSCRIPTION, ELONGATION%GO%GO:0032786		15	1.91385553	5.0608944	0.01	0.01	0.907	5250	tags=87%, list=32%, signal=127%
ACTIVATION OF BAD AND TRANSLOCATION TO MITOCHONDRIA%REACTOME%REACT_549.3	ACTIVATION OF BAD AND TRANSLOCATION TO MITOCHONDRIA%REACTOME%REACT_549.3		15	2.1036247	5.9493331	0.01	0.01	0.459	5279	tags=93%, list=32%, signal=137%
REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GO%GO:2000045	REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GO%GO:2000045		97	1.42143026	5.2842331	0.01	0.01	0.854333333333333	5427	tags=65%, list=33%, signal=96%
ACTIVATION OF THE PRE-REPLICATIVE COMPLEX%REACTOME%REACT_1095.3	ACTIVATION OF THE PRE-REPLICATIVE COMPLEX%REACTOME%REACT_1095.3		28	2.97763358	9.0289949	0.01	0.01	0.683	5312	tags=61%, list=32%, signal=89%
FC-EPSILON RECEPTOR I SIGNALING IN MAST CELLS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FC-EPSILON RECEPTOR I SIGNALING IN MAST CELLS	FC-EPSILON RECEPTOR I SIGNALING IN MAST CELLS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FC-EPSILON RECEPTOR I SIGNALING IN MAST CELLS		56	1.53979707	5.7147487	0.01	0.01	0.646	5279	tags=68%, list=32%, signal=99%
VPU MEDIATED DEGRADATION OF CD4%REACTOME%REACT_9031.1	VPU MEDIATED DEGRADATION OF CD4%REACTOME%REACT_9031.1		51	1.7738855	6.0267079	0.01	0.01	0.339333333333333	5427	tags=78%, list=33%, signal=117%
UBIQUITIN MEDIATED DEGRADATION OF PHOSPHORYLATED CDC25A%REACTOME%REACT_1614.4	UBIQUITIN MEDIATED DEGRADATION OF PHOSPHORYLATED CDC25A%REACTOME%REACT_1614.4		51	2.30380152	7.6956413	0.01	0.01	0.498	6538	tags=76%, list=33%, signal=114%
ACTIVATED TLR4 SIGNALLING%REACTOME%REACT_6890.10	ACTIVATED TLR4 SIGNALLING%REACTOME%REACT_6890.10		104	1.39658015	5.1320734	0.01	0.01	0.974	6264	tags=60%, list=30%, signal=85%
ER-PHAGOSOME PATHWAY%REACTOME%REACT_111178.1	ER-PHAGOSOME PATHWAY%REACTOME%REACT_111178.1		64	1.5848699	5.5945453	0.01	0.01	0.43	5427	tags=77%, list=33%, signal=114%
BIOCARTA_MCM_PATHWAY%MSIGDB_C2%BIOCARTA_MCM_PATHWAY	BIOCARTA_MCM_PATHWAY%MSIGDB_C2%BIOCARTA_MCM_PATHWAY		16	1.9945626	5.3728139	0.01	0.01	0.639	5312	tags=75%, list=32%, signal=110%
POSITIVE REGULATION OF LIGASE ACTIVITY%GO%GO:0051351	POSITIVE REGULATION OF LIGASE ACTIVITY%GO%GO:0051351		82	2.08850547	7.3309466	0.01	0.01	0.51375	6552	tags=67%, list=33%, signal=99%
AUTODEGRADATION OF THE E3 UBIQUITIN LIGASE COP1%REACTOME%REACT_20549.1	AUTODEGRADATION OF THE E3 UBIQUITIN LIGASE COP1%REACTOME%REACT_20549.1		51	2.31192183	7.7207168	0.01	0.01	0.49625	6538	tags=78%, list=33%, signal=117%
CDT1 ASSOCIATION WITH THE CDC6:ORC:ORIGIN COMPLEX%REACTOME%REACT_1949.4	CDT1 ASSOCIATION WITH THE CDC6:ORC:ORIGIN COMPLEX%REACTOME%REACT_1949.4		57	2.29474434	7.7117119	0.01	0.01	0.4875	6538	tags=74%, list=33%, signal=109%
PREFOLDIN MEDIATED TRANSFER OF SUBSTRATE TO CCT TRIC%REACTOME%REACT_16936.2	PREFOLDIN MEDIATED TRANSFER OF SUBSTRATE TO CCT TRIC%REACTOME%REACT_16936.2		23	4.628029	13.8944364	0.01	0.01	0.202571428571429	5983	tags=100%, list=35%, signal=153%
COOPERATION OF PREFOLDIN AND TRIC CCT IN ACTIN AND TUBULIN FOLDING%REACTOME%REACT_17029.2	COOPERATION OF PREFOLDIN AND TRIC CCT IN ACTIN AND TUBULIN FOLDING%REACTOME%REACT_17029.2		24	5.25108931	15.7473913	0.01	0.01	0.25425	5983	tags=100%, list=35%, signal=153%
'DE NOVO' PROTEIN FOLDING%GO%GO:0006458	'DE NOVO' PROTEIN FOLDING%GO%GO:0006458		41	3.94802545	13.1703627	0.01	0.01	0.469714285714286	5983	tags=85%, list=32%, signal=126%
CHOLESTEROL BIOSYNTHESIS%REACTOME%REACT_9405.3	CHOLESTEROL BIOSYNTHESIS%REACTOME%REACT_9405.3		20	3.55385134	10.5090238	0.01	0.01	0.1976	3895	tags=85%, list=24%, signal=111%
'DE NOVO' POSTTRANSLATIONAL PROTEIN FOLDING%GO%GO:0051084	'DE NOVO' POSTTRANSLATIONAL PROTEIN FOLDING%GO%GO:0051084		36	4.16279525	13.6400081	0.01	0.01	0.318857142857143	5983	tags=86%, list=32%, signal=127%
