Name	GS	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
PROTEIN TARGETING TO MEMBRANE%GO%GO:0006612	PROTEIN TARGETING TO MEMBRANE%GO%GO:0006612		133	1.64925122	6.7900368	0.01	0.01	0.00633333333333333	3932	tags=62%, list=17%, signal=75%
REGULATION OF MEGAKARYOCYTE DIFFERENTIATION%GO%GO:0045652	REGULATION OF MEGAKARYOCYTE DIFFERENTIATION%GO%GO:0045652		20	3.51333105	10.3569309	0.01	0.01	0.0566	3585	tags=85%, list=18%, signal=104%
ESTABLISHMENT OF PROTEIN LOCALIZATION TO ORGANELLE%GO%GO:0072594	ESTABLISHMENT OF PROTEIN LOCALIZATION TO ORGANELLE%GO%GO:0072594		182	1.50613439	6.3048835	0.01	0.01	0.0403333333333333	3895	tags=52%, list=17%, signal=62%
CELLULAR PROCESS INVOLVED IN REPRODUCTION%GO%GO:0048610	CELLULAR PROCESS INVOLVED IN REPRODUCTION%GO%GO:0048610		246	1.33654421	5.6898685	0.01	0.01	0.469666666666667	5384	tags=35%, list=18%, signal=43%
BIOCARTA_PROTEASOME_PATHWAY%MSIGDB_C2%BIOCARTA_PROTEASOME_PATHWAY	BIOCARTA_PROTEASOME_PATHWAY%MSIGDB_C2%BIOCARTA_PROTEASOME_PATHWAY		19	2.04268101	6.0055454	0.01	0.01	0.234666666666667	3565	tags=79%, list=18%, signal=97%
DESTABILIZATION OF MRNA BY AUF1 (HNRNP D0)%REACTOME%REACT_25325.1	DESTABILIZATION OF MRNA BY AUF1 (HNRNP D0)%REACTOME%REACT_25325.1		54	1.74750146	5.9570592	0.01	0.01	0.305	6354	tags=69%, list=13%, signal=79%
REGULATION OF CELL CYCLE ARREST%GO%GO:0071156	REGULATION OF CELL CYCLE ARREST%GO%GO:0071156		85	1.54267338	5.5356286	0.01	0.01	0.592	6354	tags=74%, list=30%, signal=106%
SIGNALING EVENTS MEDIATED BY HDAC CLASS III%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HDAC CLASS III	SIGNALING EVENTS MEDIATED BY HDAC CLASS III%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HDAC CLASS III		36	1.74695295	5.5810461	0.01	0.01	0.410333333333333	5211	tags=72%, list=25%, signal=96%
NEGATIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GO%GO:2000134	NEGATIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GO%GO:2000134		83	1.51927106	5.4757093	0.01	0.01	0.584333333333333	6723	tags=58%, list=22%, signal=74%
REGULATION OF GENE SILENCING%GO%GO:0060968	REGULATION OF GENE SILENCING%GO%GO:0060968		22	1.86306596	5.4617166	0.01	0.01	0.567333333333333	3950	tags=59%, list=24%, signal=78%
