Name	Description	Fetal_Brain	Fetal_Heart	Fetal_Liver	Fetal_Gut	Fetal_Ovary	Fetal_Testis	Fetal_Placenta	Adult_FrontalCortex	Adult_Retina	Adult_SpinalCord	Adult_Lung	Adult_Heart	Adult_Liver	Adult_AdrenalGland	Adult_GallBladder	Adult_Pancreas	Adult_Kidney	Adult_Esophagus	Adult_Colon	Adult_Rectum	Adult_UrinaryBladder	Adult_Prostate	Adult_Ovary	Adult_Testis	Immune_Bcell	Immune_CD4	Immune_CD8	Immune_NK	Immune_Monocyte	Immune_Platelet
KIAA1737		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
KIAA1751		0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	3	0	3	5	0	0
KIAA1755		0	3	3	6	8	0	0	8	5	5	0	0	0	0	2	9	5	5	3	0	3	5	8	16	4	3	11	0	9	6
KIAA1797		17	8	9	5	16	11	0	11	5	7	0	0	0	40	0	13	0	6	3	0	3	3	17	15	5	20	8	2	6	2
KIAA1804		0	5	0	3	0	0	5	5	5	0	0	0	0	0	0	6	0	0	0	0	0	2	0	33	3	0	3	0	0	0
KIAA1826		0	0	0	7	4	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	4	0	6	9
KIAA1841		0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA1919		0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0
KIAA1949		18	17	9	10	8	8	7	0	0	0	4	0	0	17	26	20	5	0	22	0	18	16	13	0	103	97	138	81	75	2
KIAA1958		0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA1967		117	121	79	132	294	123	56	65	153	18	57	6	22	139	61	117	9	6	55	50	56	66	230	181	225	225	218	154	97	0
KIAA1984		3	0	0	4	0	0	3	0	0	2	0	0	0	8	0	0	0	0	0	0	0	2	6	3	7	0	3	2	0	0
KIAA2013		0	7	9	7	14	5	3	0	7	2	0	3	3	3	0	6	0	0	3	3	3	7	12	16	15	0	4	6	7	7
KIAA2018		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
KIAA2022		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2
KIAA2026		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	2	0	0
KIDINS220		104	7	6	2	12	8	3	5	27	0	0	0	0	0	2	12	0	3	3	0	3	0	0	27	3	0	3	0	3	7
KIF11		0	8	5	4	66	10	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	45	109	0	0	0	0	0	0
KIF13A		0	17	3	5	7	0	0	20	17	0	5	5	0	24	7	17	0	0	12	8	33	16	19	7	3	0	8	9	9	12
KIF13B		4	17	33	25	21	11	0	12	8	18	0	0	7	56	29	87	14	0	26	21	30	18	49	55	33	7	52	22	19	29
KIF14		0	3	2	0	10	0	3	7	8	3	0	0	11	6	0	0	4	0	3	0	0	0	0	0	6	0	0	0	6	0
KIF15		3	6	14	6	10	0	3	7	0	0	7	27	5	0	3	0	14	6	0	3	3	5	0	3	0	0	0	0	0	9
KIF16B		6	0	0	3	7	0	0	3	3	2	0	0	17	20	3	6	0	0	6	0	0	0	3	5	0	0	3	0	3	2
KIF17		0	0	0	0	7	5	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0
KIF18A		0	3	0	0	7	2	0	0	3	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	2	0	0	0	0	0
KIF18B		0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
KIF1A		112	7	8	10	15	9	3	207	122	95	0	0	5	20	20	67	7	0	22	5	5	16	7	30	3	0	4	2	6	8
KIF1B		43	11	6	10	25	5	3	56	59	23	0	0	10	22	26	38	6	0	28	3	18	26	16	65	5	0	9	2	18	6
KIF1C		8	9	8	10	8	8	3	35	28	10	0	0	5	17	32	35	0	0	28	3	20	26	10	41	3	0	3	2	6	6
KIF20A		0	11	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
KIF20B		5	4	0	5	4	0	7	4	3	0	3	0	6	11	3	12	5	0	3	8	4	3	4	10	6	8	5	12	0	0
KIF21A		179	16	5	11	28	22	3	342	147	226	0	0	0	22	6	38	0	0	22	0	5	23	16	87	0	16	37	21	3	0
KIF21B		146	8	8	6	7	0	0	40	33	32	0	0	0	3	3	0	0	0	3	0	0	2	6	5	5	10	13	9	6	0
KIF22		0	0	6	4	14	0	0	15	0	0	0	0	0	0	0	3	0	0	0	3	0	0	3	11	0	0	0	2	0	0
KIF23		4	4	19	8	15	5	5	8	8	3	0	0	5	6	3	12	4	0	9	3	0	5	33	73	0	0	3	0	0	6
KIF24		0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	3	0
KIF25		0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
KIF26A		0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF26B		6	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	10	2
KIF27		19	3	2	0	0	0	0	12	14	16	0	0	0	0	0	3	0	0	0	0	0	0	3	22	2	0	0	0	0	0
KIF2A		129	33	26	13	43	14	27	164	49	60	3	0	0	11	6	15	0	0	6	0	8	12	35	50	64	48	99	58	9	186
KIF2B		11	3	3	4	8	2	3	24	10	4	0	9	0	0	0	0	0	3	3	0	0	0	16	46	8	8	6	12	6	18
KIF2C		6	3	6	0	13	5	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	73	5	7	4	2	3	13
KIF3A		28	4	0	0	51	2	3	51	47	18	0	0	0	10	9	20	0	0	3	0	0	7	40	56	15	9	15	5	0	0
KIF3B		37	3	0	9	18	2	0	55	20	5	0	0	0	14	6	41	0	5	6	0	3	7	26	42	26	10	14	5	0	0
KIF3C		11	3	0	2	7	6	0	22	5	14	0	0	0	3	0	15	0	5	3	0	0	0	6	19	5	3	4	0	0	0
KIF4A		3	4	15	3	7	2	0	0	0	0	0	5	6	7	0	0	26	0	0	0	0	0	3	5	0	0	0	2	0	0
KIF4B		3	3	11	3	7	2	0	0	3	0	0	0	0	7	0	0	0	0	0	0	0	0	3	5	0	0	0	2	0	4
KIF5A		191	45	17	45	56	26	36	186	152	174	53	13	20	59	35	46	12	11	41	32	24	48	73	94	36	38	51	23	24	37
KIF5B		294	260	132	289	305	137	114	313	367	254	191	54	74	160	151	230	32	33	205	175	98	199	301	323	141	114	154	114	99	128
KIF5C		433	59	19	45	64	43	36	382	216	212	51	13	17	81	35	62	13	11	43	29	26	60	147	181	36	41	60	23	28	40
KIF6		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0
KIF7		16	3	2	3	0	0	5	7	14	16	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	3	0	0	0
KIF9		5	3	6	0	0	0	0	4	3	3	0	0	0	3	3	3	0	0	0	0	0	0	3	11	0	3	3	0	0	2
KIFAP3		21	4	3	4	11	2	0	31	15	8	3	0	0	8	0	6	5	0	0	0	5	2	10	19	11	8	6	5	3	0
KIFC1		5	6	9	7	17	6	0	9	11	4	15	3	5	8	3	17	10	6	9	3	0	7	10	29	6	5	6	6	17	6
KIFC2		0	0	0	3	0	0	0	10	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	7	9	8	3	6
KIFC3		0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	22	3	0	3	0	0	0
KIN		0	0	0	0	10	2	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3	3	15	12	13	5	5	6
KIR2DL1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
KIR2DL2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
KIR2DL3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
KIR2DL4		0	0	0	21	0	0	0	0	0	3	0	0	0	0	0	0	0	0	8	19	0	0	0	0	0	0	0	0	0	0
KIR2DS1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
KIR2DS2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
KIR2DS3		0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
KIR2DS4		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
KIR2DS5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
KIR3DL1		0	3	0	7	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	8	0	0
KIR3DL2		0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0
KIR3DL3		0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
KIR3DS1		0	0	0	21	0	0	0	0	3	3	0	0	0	0	0	0	0	0	8	19	0	0	0	0	2	0	3	6	0	0
KIRREL		0	13	0	0	11	5	0	0	7	0	4	0	0	3	6	17	10	0	13	0	5	12	29	10	3	0	0	0	0	0
KIRREL2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0
KIRREL3		3	3	0	0	11	2	0	14	5	4	0	0	0	0	0	3	0	5	6	0	0	2	3	3	3	0	5	2	0	2
KISS1		0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIT		45	10	10	14	36	17	8	25	23	11	17	5	0	10	18	15	12	9	9	5	6	10	20	19	5	14	6	14	14	12
KL		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
KLB		0	0	0	0	0	24	0	0	0	0	3	3	0	3	6	0	4	0	0	0	5	5	9	6	0	0	0	0	0	0
KLC1		174	64	10	50	81	30	26	155	75	148	38	17	0	85	29	35	19	13	50	11	58	42	63	81	34	28	62	40	40	56
KLC2		95	24	3	18	47	15	13	112	61	75	6	5	0	39	10	37	5	3	19	0	23	23	59	64	18	14	25	19	8	20
KLC3		14	0	4	16	5	0	0	6	10	8	4	3	3	21	0	15	0	3	7	3	6	7	6	19	5	0	5	7	0	2
KLC4		60	32	31	73	53	25	13	32	47	44	12	10	6	39	9	35	11	4	46	24	34	27	39	42	22	16	36	11	15	14
KLF1		0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF11		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0
KLF12		0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	18	7	0	0
KLF13		0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	7	8	2	3	0
KLF15		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
KLF16		0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	2	0	0
KLF17		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
KLF2		3	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	7	9	0
KLF3		0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	7	9	0	3	0
KLF4		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
KLF5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0
KLF6		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
KLF7		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
KLF8		0	3	5	9	10	0	0	8	8	0	3	0	0	11	3	0	4	0	0	0	0	5	16	7	15	0	10	10	9	0
KLF9		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
KLHDC10		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
KLHDC2		0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHDC3		0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	6
KLHDC4		0	0	4	0	4	2	0	0	3	0	0	0	0	0	3	15	0	0	3	0	0	2	5	19	13	7	6	14	0	0
KLHDC5		3	3	0	0	4	2	0	13	13	2	0	0	0	0	6	6	0	0	12	0	14	11	3	27	0	0	0	0	0	0
KLHDC7A		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHDC8A		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
KLHDC8B		0	0	0	2	6	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0
KLHDC9		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
KLHL10		5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	79	0	0	0	0	0	0
KLHL11		0	0	5	0	5	0	0	3	5	0	0	5	0	0	0	0	0	0	0	0	0	0	5	8	0	0	3	0	0	2
KLHL12		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
KLHL13		0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	6	0	2	7	0
KLHL14		0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	6	0
KLHL15		0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
KLHL18		0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
KLHL20		0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL21		0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	5	0	0	0	0	0	0	0	0
KLHL22		10	9	6	0	4	7	0	22	11	2	0	3	0	8	3	6	0	0	9	0	5	7	21	19	15	16	18	2	3	0
KLHL23		0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL25		0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL26		6	0	0	0	4	0	0	9	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0
KLHL28		0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL29		0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
KLHL3		0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL30		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL31		0	19	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
KLHL32		0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL34		0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0
KLHL36		0	0	0	0	5	0	0	0	9	0	0	0	0	0	3	12	0	0	5	0	2	6	19	25	18	26	22	0	12	0
KLHL38		0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	2	0	0
KLHL4		0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	11	27	0	0	0	0	0	0
KLHL5		0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0
KLHL6		0	27	8	2	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	10	0	0
KLHL7		0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0
KLHL8		0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL9		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0
KLK1		0	5	0	3	0	0	0	0	0	0	0	0	0	0	2	50	0	0	9	3	0	5	0	0	0	0	0	0	0	0
KLK11		0	17	24	2	0	2	0	33	0	0	0	0	0	0	0	11	0	5	0	0	0	12	0	0	0	0	0	2	0	0
KLK13		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
KLK14		0	6	6	2	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
KLK15		0	17	24	2	0	2	0	33	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2	12	0
KLK2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0
KLK3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	476	0	0	3	0	0	0	0	0
KLK6		0	0	0	4	0	0	0	15	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLK7		0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLKB1		0	3	6	8	0	0	0	0	0	10	16	3	0	50	52	9	0	4	44	0	17	28	15	27	3	0	5	5	246	0
KLLN		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
KLRAQ1		30	14	14	13	36	17	18	69	46	17	23	3	0	16	17	25	10	6	8	5	15	25	57	87	39	25	48	19	28	10
KLRB1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
KLRC1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
KLRC2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
KLRC4		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	5	6	0
KLRC4-KLRK1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
KLRD1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0
KLRF1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
KLRG2		0	0	0	0	14	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLRK1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
KMO		0	0	35	0	0	0	51	0	0	0	0	0	22	0	0	0	68	0	0	0	0	0	0	0	34	0	0	0	0	0
KNDC1		0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0
KNG1		28	44	31	64	18	14	45	6	37	78	145	69	73	109	275	84	242	138	194	77	138	163	157	179	0	0	0	0	843	30
KNTC1		5	5	4	0	29	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	57	63	0	0	3	0	7	2
KPNA1		41	34	22	29	46	36	13	56	35	24	9	9	10	31	10	25	7	11	25	8	32	11	41	46	50	33	47	23	24	31
KPNA2		5	61	41	8	105	30	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	40	209	3	0	8	2	0	0
KPNA3		48	47	33	26	70	27	14	26	31	24	17	15	7	26	12	19	11	19	32	8	32	16	48	56	31	39	39	18	25	20
KPNA4		54	67	38	33	94	62	18	40	66	38	19	30	10	15	11	36	18	14	50	21	37	27	67	75	48	49	41	37	29	33
KPNA5		28	25	14	13	22	18	21	45	27	21	9	7	9	28	7	19	5	8	15	8	25	13	44	48	38	26	31	15	20	26
KPNA6		35	52	25	24	74	36	24	60	40	29	17	10	9	45	11	34	9	15	24	11	37	23	57	73	53	37	36	23	28	33
KPNA7		0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0
KPNB1		272	289	193	228	493	261	184	290	324	231	93	50	70	136	84	229	64	114	184	194	69	171	475	379	391	349	414	202	221	229
KPRP		18	0	0	0	43	0	0	3	27	23	26	13	0	22	14	6	25	0	3	61	23	42	33	31	0	0	101	59	0	4
KPTN		0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0
KRAS		181	95	97	55	89	133	111	128	73	62	43	19	18	203	42	48	59	33	28	24	38	44	68	65	26	47	66	80	41	183
KRCC1		0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRI1		0	3	10	0	11	10	0	0	20	0	0	0	5	0	6	12	4	0	6	0	0	5	7	11	58	30	67	38	6	0
KRIT1		6	4	3	0	7	0	0	3	18	0	0	4	0	0	3	15	5	0	0	0	0	0	4	19	3	7	8	2	0	0
KRR1		3	7	3	2	18	17	0	0	10	0	0	0	0	3	0	7	5	0	3	0	0	5	11	10	33	14	32	11	3	0
KRT1		1085	747	723	565	1386	1106	772	551	2050	1650	2834	1346	845	1520	1398	2388	1933	935	1871	4227	2027	2250	2273	1638	752	282	2005	1204	424	1074
KRT10		854	517	364	363	1733	808	327	325	1588	1504	2438	967	529	1084	1143	1858	1459	872	1368	3456	1290	1752	1511	1320	668	159	1637	842	1005	688
KRT12		24	30	26	31	62	52	30	20	118	117	152	84	40	73	59	142	111	1307	89	159	88	96	126	53	20	20	128	54	78	52
KRT13		71	93	150	96	171	134	265	33	166	203	486	123	163	128	202	352	339	10453	246	504	352	475	205	167	76	36	208	102	123	123
KRT14		125	117	153	100	265	213	349	111	326	397	846	262	193	250	344	566	465	2704	401	1055	1116	704	433	304	134	48	646	362	274	262
KRT15		82	94	158	92	139	134	337	62	168	178	507	107	179	125	202	362	356	3875	228	480	361	435	181	131	61	32	241	138	184	124
KRT16		114	103	144	99	211	197	344	97	283	335	702	215	191	205	301	510	415	2417	318	981	1388	517	347	264	118	38	548	314	268	233
KRT17		130	89	136	89	169	152	400	75	192	216	641	125	173	131	235	399	356	1086	228	572	580	488	224	156	69	40	369	215	190	144
KRT18		46	371	1514	735	740	357	4106	31	54	73	866	29	1856	183	392	1708	960	196	449	392	230	568	81	63	19	12	48	56	89	35
KRT19		95	280	415	213	441	248	2387	43	132	148	1619	86	295	113	480	976	724	2647	674	607	436	664	166	146	57	31	165	113	173	70
KRT2		520	445	288	258	1037	547	416	294	1231	1324	1825	771	433	882	797	1458	1300	2479	1007	3127	961	1393	1165	931	529	230	1224	918	356	571
KRT20		17	9	7	60	18	24	33	6	34	21	41	16	20	11	7	30	38	710	378	427	197	75	15	25	9	12	77	32	6	10
KRT222		0	7	5	5	11	0	29	5	5	8	23	3	13	3	6	21	20	194	8	35	27	14	4	3	3	4	17	17	0	2
KRT23		5	3	4	2	5	9	153	0	3	0	21	0	9	0	0	13	9	151	13	13	24	29	3	3	0	8	15	38	0	3
KRT24		33	40	76	40	106	126	55	37	100	100	173	65	108	115	122	185	136	391	101	233	94	94	104	80	30	12	125	94	89	67
KRT25		96	93	21	35	264	126	16	43	138	120	202	89	27	142	85	185	111	25	211	270	207	122	140	112	70	20	112	122	55	93
KRT26		14	72	4	24	74	31	0	39	78	82	102	90	10	151	104	233	199	25	135	178	165	74	101	73	48	8	85	75	56	49
KRT27		155	106	55	58	476	243	43	54	241	238	351	196	55	250	160	307	229	533	211	538	221	254	254	209	116	53	228	110	123	156
KRT28		76	79	88	71	212	220	61	61	189	193	289	118	127	234	198	343	227	148	180	488	313	215	222	164	93	22	188	203	190	137
KRT3		74	69	116	91	145	85	265	121	270	582	380	144	214	171	215	390	311	2297	256	655	336	319	279	232	101	39	241	167	65	155
KRT31		28	112	80	35	123	267	87	25	58	53	186	29	240	56	92	129	152	270	95	93	79	56	59	47	21	34	63	62	89	37
KRT32		26	78	76	35	87	94	69	26	49	53	146	29	135	56	90	124	101	109	71	82	74	50	59	44	19	18	64	57	89	35
KRT33A		9	141	11	0	87	149	62	0	21	0	104	0	189	22	3	5	61	167	44	11	5	6	0	5	3	41	25	9	0	4
KRT33B		28	101	78	35	120	196	84	25	58	53	177	29	220	56	90	127	136	263	86	90	79	56	59	44	21	26	59	62	89	37
KRT34		9	105	17	0	87	86	41	0	17	0	50	0	149	17	0	6	57	162	29	11	6	6	0	3	3	24	25	9	0	4
KRT35		26	101	85	43	81	134	97	32	51	71	168	29	176	58	103	180	125	111	83	103	81	67	60	48	19	28	57	57	89	35
KRT36		26	67	78	35	84	173	58	25	47	53	146	29	144	55	90	124	98	107	68	82	74	50	59	42	19	14	54	57	89	35
KRT37		33	36	74	35	75	102	76	25	49	53	124	30	118	51	90	124	103	100	55	80	74	51	59	42	19	14	45	56	89	35
KRT38		33	40	74	35	79	102	75	25	49	53	130	30	119	53	90	124	103	100	61	80	74	51	59	42	19	14	47	57	89	35
KRT39		0	0	0	0	5	8	5	0	3	0	4	0	9	6	0	0	0	0	5	0	0	0	0	0	0	4	5	0	0	0
KRT4		157	89	117	125	155	93	717	192	282	934	367	75	240	112	149	373	274	6742	177	345	245	238	183	156	87	40	156	112	67	114
KRT40		5	16	6	0	14	24	0	0	3	0	30	0	33	6	0	6	9	151	17	11	5	6	0	3	0	8	12	9	0	4
